date,year,month,day,temperature_2m_max (°C),temperature_2m_min (°C),daylight_duration (s),sunshine_duration (s),cloud_cover_min (%),cloud_cover_max (%),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),rain_sum (mm),precipitation_hours (h),wind_gusts_10m_max (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),pressure_msl_max (hPa),pressure_msl_min (hPa),soil_moisture_0_to_100cm_mean (m³/m³),et0_fao_evapotranspiration_sum (mm),temp_range,wind_gust_range,avg_wind_speed,wind_variability,humidity_range,dew_point_range,sunshine_ratio,rain_today,pressure_range,daylight_to_sunshine_ratio,weather_condition
2018-04-25,2018,4,25,25.5,15.3,48399.58,42701.29,0,100,12.1,88,47,0.0,0.0,46.1,10.1,5.6,1018.2,1013.9,0.19,4.84,10.2,36.0,15.95,20.700000000000003,41,2.700000000000001,0.8822657138760295,0,4.2000000000000455,1.133418840066891,Cloudy ☁️
2018-04-26,2018,4,26,22.7,17.1,48521.54,42524.96,4,54,13.7,90,57,0.5,3.0,48.6,8.3,4.7,1015.4,1007.5,0.191,3.93,5.599999999999998,40.3,15.75,22.1,33,1.9000000000000004,0.8764140627028738,1,7.7999999999999545,1.140986352806615,Light Drizzle 🌦
2018-04-27,2018,4,27,21.1,17.8,48642.42,43200.0,0,99,13.9,81,63,0.0,0.0,50.8,23.4,13.6,1012.7,1007.5,0.19,4.35,3.3000000000000007,27.4,21.85,16.5,18,1.5999999999999996,0.8881137081584346,0,5.199999999999932,1.125955880650911,Cloudy ☁️
2018-04-28,2018,4,28,20.4,17.1,48762.09,35619.2,0,100,13.0,86,62,0.6,3.0,52.6,14.8,7.2,1012.7,1008.4,0.19,3.69,3.299999999999997,37.8,18.650000000000002,22.900000000000002,24,2.4000000000000004,0.7304691000734382,1,4.2999999999999545,1.3689448683612109,Light Drizzle 🌦
2018-04-29,2018,4,29,24.8,15.7,48880.45,43460.65,0,98,10.3,84,40,0.0,0.0,51.8,17.3,7.6,1016.2,1010.0,0.19,5.05,9.100000000000001,34.5,18.85,22.5,44,5.0,0.8891213153725058,0,6.2000000000000455,1.1246800340069922,Cloudy ☁️
2018-04-30,2018,4,30,20.8,16.2,48997.39,43200.0,0,67,7.2,87,44,0.0,0.0,45.0,13.3,6.6,1017.2,1014.6,0.187,4.89,4.600000000000001,31.7,15.55,17.9,43,6.8999999999999995,0.8816796159958724,0,2.699999999999932,1.1341725885974863,Partly Cloudy ⛅
2018-05-01,2018,5,1,23.6,15.5,49112.79,38559.07,0,100,13.5,92,53,1.4,5.0,53.3,7.6,3.6,1014.3,1007.5,0.186,3.88,8.100000000000001,45.699999999999996,16.85,26.5,39,1.6999999999999993,0.7851125949065406,1,6.699999999999932,1.273669627674431,Light Drizzle 🌦
2018-05-02,2018,5,2,18.9,14.2,49226.54,28800.0,5,100,4.5,89,48,1.9,5.0,53.3,17.6,5.3,1012.7,1007.5,0.189,3.48,4.699999999999999,35.699999999999996,17.7,24.8,41,11.0,0.5850502594738529,1,5.199999999999932,1.7091955140446513,Moderate Drizzle 🌧
2018-05-03,2018,5,3,22.0,14.0,49338.52,38778.96,2,100,4.7,74,32,1.9,4.0,53.3,20.2,11.8,1012.7,1007.5,0.19,5.83,8.0,33.099999999999994,20.950000000000003,18.3,42,4.7,0.7859773661633953,1,5.199999999999932,1.2722684603078496,Light Rain 🌦
2018-05-04,2018,5,4,22.2,14.0,49448.75,43708.34,1,94,4.3,88,31,0.0,0.0,51.5,11.5,2.9,1012.7,1008.6,0.188,4.86,8.2,40.0,15.95,26.1,57,9.399999999999999,0.883911929017417,0,4.099999999999909,1.1313085486992025,Cloudy ☁️
2018-05-05,2018,5,5,20.7,14.1,49558.07,43200.0,0,100,10.9,97,55,0.1,1.0,46.1,6.1,2.3,1015.1,1011.6,0.187,4.04,6.6,40.0,13.8,23.0,42,4.299999999999999,0.8717046487080712,1,3.5,1.147150991875188,Light Drizzle 🌦
2018-05-06,2018,5,6,20.1,15.7,49666.58,42201.72,2,96,11.8,96,61,0.1,1.0,34.9,6.5,2.1,1016.3,1014.3,0.186,3.74,4.400000000000002,28.4,9.15,14.1,35,3.6999999999999993,0.8497005431016188,1,2.0,1.17685732104471,Light Drizzle 🌦
2018-05-07,2018,5,7,20.3,14.0,49774.19,38039.53,0,100,11.6,97,58,0.0,0.0,34.6,6.5,3.9,1016.4,1011.9,0.186,3.76,6.300000000000001,28.1,10.299999999999999,12.799999999999999,39,3.8000000000000007,0.7642420700366996,0,4.399999999999977,1.3084515383986501,Cloudy ☁️
2018-05-08,2018,5,8,20.4,15.5,49880.8,39204.19,0,100,12.8,97,63,0.0,0.0,35.6,6.1,1.6,1013.0,1007.5,0.186,3.77,4.899999999999999,29.5,8.8,14.4,34,3.1999999999999993,0.7859575227341983,0,5.399999999999977,1.272300937707482,Cloudy ☁️
2018-05-09,2018,5,9,21.9,15.5,49986.3,44429.33,0,92,11.4,97,53,0.0,0.0,41.0,6.1,2.3,1012.7,1008.1,0.187,4.17,6.399999999999999,34.9,12.0,19.4,44,4.5,0.8888301394582115,0,4.599999999999909,1.1250490374480675,Cloudy ☁️
2018-05-10,2018,5,10,22.9,16.1,50090.62,43372.96,0,70,11.2,96,49,0.0,0.0,35.6,6.5,3.7,1016.9,1010.5,0.185,4.34,6.799999999999997,29.1,11.15,14.900000000000002,47,4.700000000000001,0.8658898612155329,0,6.2999999999999545,1.154854663950444,Partly Cloudy ⛅
2018-05-11,2018,5,11,22.9,16.9,50193.64,44278.65,0,84,12.7,89,53,0.0,0.0,37.8,6.1,3.4,1019.0,1016.3,0.184,4.29,6.0,31.699999999999996,11.6,16.400000000000002,36,2.700000000000001,0.8821565839815563,0,2.7000000000000455,1.133559998780478,Cloudy ☁️
2018-05-12,2018,5,12,24.4,16.1,50295.26,42129.12,1,73,13.5,97,51,0.0,0.0,39.2,6.5,1.6,1018.7,1013.6,0.183,3.97,8.299999999999997,32.7,11.5,19.799999999999997,46,2.6999999999999993,0.8376359919403936,0,5.0,1.1938076606475367,Partly Cloudy ⛅
2018-05-13,2018,5,13,32.0,16.9,50395.37,43655.6,0,100,8.2,87,28,0.0,0.0,50.8,7.9,4.1,1016.7,1010.7,0.182,4.97,15.100000000000001,42.9,17.1,26.0,59,8.7,0.8662621189208453,0,5.899999999999977,1.1543585620501826,Cloudy ☁️
2018-05-14,2018,5,14,20.3,16.6,50493.88,44431.59,0,87,6.3,75,42,0.0,0.0,48.2,24.5,12.0,1018.4,1016.0,0.182,5.41,3.6999999999999993,23.700000000000003,19.3,14.600000000000001,33,6.8999999999999995,0.879940103632361,0,2.5,1.136415410400339,Cloudy ☁️
2018-05-15,2018,5,15,20.7,15.6,50590.65,40513.09,0,99,7.2,73,42,0.0,0.0,40.3,15.1,7.7,1017.5,1014.7,0.181,4.84,5.1,25.199999999999996,14.299999999999999,13.2,31,5.1000000000000005,0.8008019268382596,0,2.7000000000000455,1.248717421519279,Cloudy ☁️
2018-05-16,2018,5,16,19.1,16.2,50685.61,28800.0,14,99,10.1,87,57,0.1,1.0,34.9,14.8,6.5,1017.7,1015.0,0.181,3.47,2.900000000000002,20.099999999999998,12.4,11.8,30,4.200000000000001,0.5682086098993383,1,2.7000000000000455,1.7598559077809799,Light Drizzle 🌦
2018-05-17,2018,5,17,20.4,14.8,50778.62,37503.0,1,100,12.9,92,62,1.5,5.0,38.2,10.4,3.6,1015.7,1012.2,0.182,3.83,5.599999999999998,27.800000000000004,11.350000000000001,15.500000000000002,30,2.0999999999999996,0.7385588659164034,1,3.400000000000091,1.3539521117747442,Moderate Drizzle 🌧
2018-05-18,2018,5,18,20.8,17.0,50869.58,45236.82,0,83,13.0,93,61,0.3,3.0,39.2,11.2,6.8,1014.0,1011.6,0.181,4.26,3.8000000000000007,28.000000000000004,13.4,13.2,32,3.3000000000000007,0.8892705620923153,1,2.3999999999999773,1.1244922942794326,Light Drizzle 🌦
2018-05-19,2018,5,19,20.3,17.1,50958.36,42793.59,18,95,15.1,94,63,1.2,5.0,39.2,22.3,8.6,1013.8,1011.6,0.183,3.34,3.1999999999999993,16.900000000000002,14.649999999999999,12.1,31,1.5000000000000018,0.8397756521206725,1,2.199999999999932,1.1907664029495317,Moderate Drizzle 🌧
2018-05-20,2018,5,20,21.4,17.4,51044.87,45245.86,4,78,15.9,95,63,0.0,0.0,36.7,13.3,2.6,1012.8,1010.1,0.183,4.0,4.0,23.400000000000002,10.850000000000001,16.5,32,0.9999999999999982,0.8863938726849534,0,2.699999999999932,1.1281417097230615,Partly Cloudy ⛅
2018-05-21,2018,5,21,21.6,16.8,51128.97,43728.24,0,89,15.4,96,63,0.0,0.0,41.4,6.1,2.7,1012.7,1009.5,0.183,3.88,4.800000000000001,35.3,12.1,18.8,33,1.9000000000000004,0.8552536849461273,0,3.199999999999932,1.1692169815894355,Cloudy ☁️
2018-05-22,2018,5,22,20.6,17.6,51210.55,28800.0,0,100,15.0,95,63,1.9,3.0,42.5,12.6,6.5,1017.2,1011.9,0.185,2.61,3.0,29.9,14.8,16.6,32,2.5,0.5623841181162865,1,5.2000000000000455,1.7780823582514498,Light Rain 🌦
2018-05-23,2018,5,23,23.5,15.1,51289.49,45928.41,0,9,12.0,96,50,0.0,0.0,37.1,11.5,5.8,1019.9,1016.9,0.185,4.97,8.4,25.6,12.75,13.899999999999999,46,4.5,0.8954741020041339,0,3.0,1.116702565959371,Clear Sky ☀️
2018-05-24,2018,5,24,24.4,16.5,51365.77,46270.19,0,9,14.4,97,57,0.0,0.0,49.3,6.1,3.1,1019.9,1015.2,0.184,4.87,7.899999999999999,43.199999999999996,15.0,23.799999999999997,40,2.0999999999999996,0.9007981385268828,0,4.600000000000023,1.110102636219211,Clear Sky ☀️
2018-05-25,2018,5,25,24.7,16.8,51440.02,46279.17,0,9,14.5,97,54,0.0,0.0,45.0,7.2,3.8,1016.7,1013.6,0.183,5.04,7.899999999999999,37.8,14.0,20.4,43,3.0,0.8996724729111691,0,3.0,1.1114915956445277,Clear Sky ☀️
2018-05-26,2018,5,26,27.4,17.2,51512.34,43220.57,0,99,12.5,97,40,0.0,0.0,47.5,6.1,3.6,1017.6,1015.5,0.183,5.77,10.2,41.4,14.700000000000001,22.2,57,5.199999999999999,0.8390333267717988,0,2.1000000000000227,1.1918201953330245,Cloudy ☁️
2018-05-27,2018,5,27,30.2,18.6,51582.62,40508.43,0,100,10.9,87,32,0.0,0.0,46.8,15.8,6.5,1017.6,1013.8,0.181,5.84,11.599999999999998,30.999999999999996,17.25,21.5,55,5.499999999999998,0.7853116030166749,0,3.800000000000068,1.2733484524467513,Cloudy ☁️
2018-05-28,2018,5,28,25.9,18.6,51650.82,46742.79,0,100,16.2,94,57,0.0,0.0,50.4,7.2,3.0,1016.7,1012.2,0.181,5.27,7.299999999999997,43.199999999999996,15.35,24.7,37,2.0,0.9049767264101519,0,4.5,1.1049771531148844,Cloudy ☁️
2018-05-29,2018,5,29,26.9,20.4,51716.84,43200.0,0,98,15.8,89,53,0.0,0.0,49.3,22.7,9.3,1012.7,1007.5,0.182,5.97,6.5,26.599999999999998,18.05,17.5,36,3.0,0.8353178577809472,0,5.199999999999932,1.1971213629314135,Cloudy ☁️
2018-05-30,2018,5,30,24.5,20.1,51780.64,46236.32,0,87,16.2,87,60,0.0,0.0,42.5,24.5,13.6,1016.6,1011.6,0.183,5.13,4.399999999999999,18.0,19.9,12.6,27,2.0,0.8929267772665614,0,5.0,1.1198884364405204,Cloudy ☁️
2018-05-31,2018,5,31,24.4,19.2,51842.12,46764.84,0,46,16.8,93,63,0.0,0.0,38.2,6.8,3.6,1018.3,1015.4,0.183,4.65,5.199999999999999,31.400000000000002,11.55,15.9,30,2.0,0.9020626471293997,0,2.8999999999999773,1.1085467512184108,Mainly Clear 🌤
2018-06-01,2018,6,1,23.8,19.5,51901.22,42578.65,0,100,17.0,96,63,0.0,0.0,31.3,6.1,2.6,1018.6,1016.8,0.182,4.25,4.300000000000001,25.200000000000003,8.450000000000001,11.700000000000001,33,2.1999999999999993,0.8203785961100721,0,1.8000000000000682,1.218920775534792,Cloudy ☁️
2018-06-02,2018,6,2,26.9,18.1,51957.87,44892.27,1,99,14.8,97,47,0.3,1.0,41.8,6.1,2.0,1017.6,1015.1,0.183,5.13,8.799999999999997,35.699999999999996,12.0,20.0,50,4.5,0.8640129012217013,1,2.5,1.1573643443660933,Light Drizzle 🌦
2018-06-03,2018,6,3,27.3,20.1,51987.925,43764.96,0,95,15.7,85,49,0.0,0.0,46.1,8.3,5.4,1016.0,1011.3,0.184,5.37,7.199999999999999,37.8,15.149999999999999,19.5,36,2.900000000000002,0.841829328637371,0,4.7000000000000455,1.1878620964786333,Cloudy ☁️
2018-06-04,2018,6,4,25.1,20.3,51987.925,33204.89,1,100,15.5,91,56,0.0,0.0,49.0,16.9,6.6,1014.1,1011.3,0.184,4.34,4.800000000000001,32.1,16.8,20.4,35,3.8000000000000007,0.6387038913363055,0,2.800000000000068,1.5656235987049287,Cloudy ☁️
2018-06-05,2018,6,5,25.9,20.0,51987.925,46853.012,0,86,12.2,77,44,0.0,0.0,36.4,6.1,3.1,1014.0,1011.4,0.179,5.64,5.899999999999999,30.299999999999997,10.850000000000001,15.500000000000002,33,4.800000000000001,0.9012287372500442,0,2.6000000000000227,1.109572537779689,Cloudy ☁️
2018-06-06,2018,6,6,24.7,20.4,51987.925,42770.29,2,100,15.0,86,55,0.0,0.0,49.3,10.1,4.9,1014.1,1012.3,0.173,4.2,4.300000000000001,39.199999999999996,16.5,23.200000000000003,31,3.8999999999999986,0.8226966165700977,0,1.8000000000000682,1.2154864863790642,Cloudy ☁️
2018-06-07,2018,6,7,24.4,21.1,51987.925,46853.012,0,73,16.1,89,63,0.7,4.0,53.3,24.1,12.4,1014.4,1009.9,0.173,4.48,3.299999999999997,29.199999999999996,21.25,17.700000000000003,26,3.5,0.9012287372500442,1,4.5,1.109572537779689,Light Drizzle 🌦
2018-06-08,2018,6,8,25.7,19.6,51987.925,46853.012,0,22,12.4,81,44,0.0,0.0,47.5,16.9,9.0,1017.3,1014.2,0.173,5.93,6.099999999999998,30.6,18.7,19.4,37,5.1,0.9012287372500442,0,3.1000000000000227,1.109572537779689,Mainly Clear 🌤
2018-06-09,2018,6,9,31.4,18.7,51987.925,46845.2,0,53,12.1,84,32,0.0,0.0,46.4,9.7,5.7,1017.1,1013.0,0.172,6.73,12.7,36.7,15.95,20.5,52,5.500000000000002,0.9010784715873925,0,4.0,1.1097575683833483,Partly Cloudy ⛅
2018-06-10,2018,6,10,30.5,20.5,51987.925,46853.012,0,96,12.5,81,33,0.0,0.0,51.8,10.1,5.5,1015.0,1010.9,0.172,6.46,10.0,41.699999999999996,16.95,22.9,48,5.399999999999999,0.9012287372500442,0,4.0,1.109572537779689,Cloudy ☁️
2018-06-11,2018,6,11,28.3,20.7,51987.925,46853.012,0,99,14.6,87,48,0.0,0.0,49.0,9.7,6.3,1012.7,1008.4,0.172,5.64,7.600000000000001,39.3,17.65,22.7,39,4.799999999999999,0.9012287372500442,0,4.199999999999932,1.109572537779689,Cloudy ☁️
2018-06-12,2018,6,12,26.5,20.7,51987.925,46853.012,0,19,16.9,88,58,0.0,0.0,45.4,22.7,12.4,1012.7,1010.8,0.172,5.55,5.800000000000001,22.7,19.05,13.299999999999999,30,2.1000000000000014,0.9012287372500442,0,1.8999999999999773,1.109572537779689,Clear Sky ☀️
2018-06-13,2018,6,13,26.2,21.3,51987.925,39445.86,0,98,14.4,77,50,0.0,0.0,47.9,18.4,10.0,1012.7,1010.0,0.172,4.88,4.899999999999999,29.5,17.55,15.100000000000001,27,3.4000000000000004,0.7587504213718859,0,2.699999999999932,1.317923023530897,Cloudy ☁️
2018-06-14,2018,6,14,29.4,20.8,51987.925,46800.0,1,93,7.0,73,28,0.0,0.0,53.3,17.6,10.3,1012.7,1008.7,0.171,6.77,8.599999999999998,35.699999999999996,20.200000000000003,19.8,45,8.3,0.9002090389258659,0,3.8999999999999773,1.1108293626204568,Cloudy ☁️
2018-06-15,2018,6,15,26.1,19.8,51987.925,46778.11,0,89,10.9,73,41,0.1,1.0,40.3,12.2,4.1,1013.9,1010.8,0.171,5.91,6.300000000000001,28.099999999999998,13.45,18.700000000000003,32,5.299999999999999,0.8997879796125735,1,3.1000000000000227,1.1113491684642995,Light Drizzle 🌦
2018-06-16,2018,6,16,27.2,19.8,51987.925,46853.012,0,36,12.1,73,41,0.0,0.0,36.4,13.3,6.5,1015.5,1012.4,0.171,6.06,7.399999999999999,23.099999999999998,12.65,12.3,32,4.200000000000001,0.9012287372500442,0,3.0,1.109572537779689,Mainly Clear 🌤
2018-06-17,2018,6,17,27.1,20.6,51987.925,46853.012,0,72,13.4,80,46,0.0,0.0,38.9,8.3,4.3,1016.6,1014.5,0.171,5.64,6.5,30.599999999999998,12.25,15.899999999999999,34,4.799999999999999,0.9012287372500442,0,2.1000000000000227,1.109572537779689,Partly Cloudy ⛅
2018-06-18,2018,6,18,28.4,21.1,51987.925,46853.012,0,52,12.3,82,37,0.0,0.0,53.3,17.3,11.5,1016.5,1013.4,0.171,6.77,7.299999999999997,36.0,20.8,18.6,45,6.199999999999999,0.9012287372500442,0,3.0,1.109572537779689,Partly Cloudy ⛅
2018-06-19,2018,6,19,26.4,20.2,51987.925,46853.012,0,25,14.6,83,51,0.1,1.0,45.0,24.5,13.6,1016.2,1014.5,0.17,5.91,6.199999999999999,20.5,19.1,11.000000000000002,32,4.799999999999999,0.9012287372500442,1,1.6999999999999318,1.109572537779689,Light Drizzle 🌦
2018-06-20,2018,6,20,26.3,21.4,51987.925,46853.012,0,51,17.0,93,60,0.0,0.0,37.1,8.3,1.9,1018.3,1016.1,0.17,5.11,4.900000000000002,28.8,10.649999999999999,17.5,33,3.8000000000000007,0.9012287372500442,0,2.199999999999932,1.109572537779689,Partly Cloudy ⛅
2018-06-21,2018,6,21,28.1,20.1,51987.925,41367.98,1,100,17.0,97,55,0.0,0.0,41.8,6.1,1.6,1017.8,1014.9,0.17,5.25,8.0,35.699999999999996,12.4,21.599999999999998,42,3.8000000000000007,0.7957228529509497,0,2.7999999999999545,1.2566885864722794,Cloudy ☁️
2018-06-22,2018,6,22,30.4,21.5,51987.925,46853.012,0,39,15.0,88,39,0.0,0.0,34.6,6.1,2.6,1016.0,1012.8,0.17,5.69,8.899999999999999,28.5,9.200000000000001,13.200000000000001,49,6.199999999999999,0.9012287372500442,0,3.1000000000000227,1.109572537779689,Mainly Clear 🌤
2018-06-23,2018,6,23,30.8,22.1,51987.925,46853.012,0,65,13.0,90,35,0.0,0.0,43.6,9.0,4.4,1016.2,1012.8,0.169,6.44,8.7,34.6,14.75,20.700000000000003,55,8.7,0.9012287372500442,0,3.2999999999999545,1.109572537779689,Partly Cloudy ⛅
2018-06-24,2018,6,24,27.5,21.8,51987.925,46800.0,0,98,15.9,86,52,0.2,2.0,41.0,6.1,3.3,1015.8,1012.8,0.169,5.17,5.699999999999999,34.9,12.05,17.5,34,3.700000000000001,0.9002090389258659,1,2.8999999999999773,1.1108293626204568,Light Drizzle 🌦
2018-06-25,2018,6,25,25.0,20.5,51987.925,46853.012,2,99,16.6,89,60,1.9,5.0,45.4,7.6,3.3,1015.0,1011.7,0.175,4.71,4.5,37.8,13.35,20.099999999999998,29,3.299999999999997,0.9012287372500442,1,3.300000000000068,1.109572537779689,Moderate Rain 🌧
2018-06-26,2018,6,26,25.7,21.0,51987.925,46800.0,0,56,14.8,88,51,0.9,5.0,53.3,18.4,10.0,1015.6,1013.2,0.174,5.06,4.699999999999999,34.9,20.05,20.1,37,4.399999999999999,0.9002090389258659,1,2.400000000000091,1.1108293626204568,Light Drizzle 🌦
2018-06-27,2018,6,27,26.6,20.7,51987.925,46853.012,0,42,11.5,80,44,0.0,0.0,53.3,19.8,6.5,1015.3,1013.1,0.172,6.22,5.900000000000002,33.5,18.3,23.6,36,5.699999999999999,0.9012287372500442,0,2.199999999999932,1.109572537779689,Mainly Clear 🌤
2018-06-28,2018,6,28,29.6,19.1,51987.925,46853.012,0,22,8.5,84,30,0.0,0.0,52.6,8.3,3.6,1014.8,1008.9,0.169,6.77,10.5,44.3,16.85,26.5,54,8.7,0.9012287372500442,0,5.7999999999999545,1.109572537779689,Mainly Clear 🌤
2018-06-29,2018,6,29,27.5,21.5,51987.925,46853.012,0,9,15.4,87,51,0.0,0.0,40.0,15.1,3.5,1012.7,1008.8,0.167,5.6,6.0,24.9,12.35,17.7,36,5.700000000000001,0.9012287372500442,0,3.7999999999999545,1.109572537779689,Clear Sky ☀️
2018-06-30,2018,6,30,27.4,21.1,51987.925,46800.0,0,9,17.0,96,57,0.0,0.0,46.4,6.8,2.8,1012.7,1008.0,0.166,5.45,6.299999999999997,39.6,14.200000000000001,22.8,39,4.399999999999999,0.9002090389258659,0,4.599999999999909,1.1108293626204568,Clear Sky ☀️
2018-07-01,2018,7,1,32.3,21.5,51987.925,46853.012,0,57,17.0,93,49,0.0,0.0,50.4,9.4,3.1,1012.7,1008.5,0.165,6.43,10.799999999999997,41.0,15.850000000000001,25.5,44,4.0,0.9012287372500442,0,4.099999999999909,1.109572537779689,Partly Cloudy ⛅
2018-07-02,2018,7,2,26.6,22.7,51987.925,41087.53,0,99,17.0,93,63,0.0,0.0,39.6,9.7,1.6,1015.1,1011.0,0.166,4.82,3.900000000000002,29.900000000000002,10.850000000000001,18.5,30,4.800000000000001,0.7903283310499505,0,4.100000000000023,1.2652661217132861,Cloudy ☁️
2018-07-03,2018,7,3,28.1,22.5,51987.925,46853.012,0,11,17.0,94,58,0.0,0.0,32.0,14.8,3.6,1016.4,1014.6,0.166,5.44,5.600000000000001,17.2,10.850000000000001,14.500000000000002,36,4.800000000000001,0.9012287372500442,0,1.7999999999999545,1.109572537779689,Clear Sky ☀️
2018-07-04,2018,7,4,31.3,22.6,51987.925,46853.012,0,93,17.0,90,55,0.0,0.0,47.5,6.1,3.1,1016.7,1013.8,0.166,5.96,8.7,41.4,15.100000000000001,24.0,35,4.600000000000001,0.9012287372500442,0,2.7999999999999545,1.109572537779689,Cloudy ☁️
2018-07-05,2018,7,5,31.6,23.1,51987.925,44407.99,0,100,14.9,87,38,0.0,0.0,41.0,13.3,6.6,1016.1,1013.3,0.167,6.33,8.5,27.7,14.8,16.4,49,6.9,0.8541981623617406,0,2.7000000000000455,1.1706621789867324,Cloudy ☁️
2018-07-06,2018,7,6,29.8,23.1,51987.925,46853.012,0,61,17.0,90,46,0.0,0.0,43.6,6.1,3.0,1018.6,1015.3,0.167,6.62,6.699999999999999,37.5,14.5,23.0,44,4.800000000000001,0.9012287372500442,0,3.300000000000068,1.109572537779689,Partly Cloudy ⛅
2018-07-07,2018,7,7,29.0,23.1,51987.925,46824.15,0,95,16.1,80,47,0.0,0.0,37.4,7.6,2.3,1018.7,1016.5,0.167,6.26,5.899999999999999,29.799999999999997,10.8,17.0,33,4.099999999999998,0.9006735698722347,0,2.199999999999932,1.1102564540636817,Cloudy ☁️
2018-07-08,2018,7,8,29.8,22.5,51987.925,45525.14,0,99,15.4,84,43,0.0,0.0,46.4,6.1,1.6,1017.1,1013.5,0.167,6.0,7.300000000000001,40.3,13.05,22.9,41,5.299999999999999,0.8756868061189208,0,3.5,1.1419357099020475,Cloudy ☁️
2018-07-09,2018,7,9,28.5,22.9,51987.925,46800.0,0,100,13.3,89,39,0.0,0.0,32.0,6.5,3.1,1016.0,1013.3,0.167,5.6,5.600000000000001,25.5,11.100000000000001,16.0,50,8.099999999999998,0.9002090389258659,0,2.6000000000000227,1.1108293626204568,Cloudy ☁️
2018-07-10,2018,7,10,30.2,23.1,51959.28,46838.92,0,73,17.0,84,48,0.0,0.0,36.7,11.2,6.4,1016.0,1014.2,0.167,5.96,7.099999999999998,25.500000000000004,12.3,11.799999999999999,36,3.6999999999999993,0.9014543696525433,0,1.7000000000000455,1.1092948066521036,Partly Cloudy ⛅
2018-07-11,2018,7,11,33.5,23.1,51902.55,46843.79,0,30,12.7,80,28,0.0,0.0,46.4,17.3,4.7,1015.8,1012.3,0.167,6.77,10.399999999999999,29.099999999999998,14.85,20.3,52,8.8,0.9025334978724552,0,3.3999999999999773,1.1079684635153664,Mainly Clear 🌤
2018-07-12,2018,7,12,33.5,23.1,51843.29,46800.0,0,26,13.8,78,28,0.0,0.0,48.6,13.0,6.5,1015.4,1012.3,0.167,6.77,10.399999999999999,35.6,17.15,21.3,50,7.5,0.9027204870678539,0,3.0,1.1077389372021966,Mainly Clear 🌤
2018-07-13,2018,7,13,33.5,23.1,51781.55,46800.0,0,11,11.4,73,28,0.0,0.0,42.8,12.6,7.1,1015.3,1012.2,0.168,6.77,10.399999999999999,30.199999999999996,15.899999999999999,17.6,45,7.9,0.9037968156611765,0,2.8999999999999773,1.1064197346210551,Clear Sky ☀️
2018-07-14,2018,7,14,33.5,23.1,51717.45,46800.0,0,79,11.7,84,28,0.0,0.0,40.7,10.4,6.5,1015.8,1012.6,0.167,6.77,10.399999999999999,30.300000000000004,14.5,16.0,56,10.100000000000001,0.9049170057688459,0,3.0,1.1050501057669708,Partly Cloudy ⛅
2018-07-15,2018,7,15,32.3,23.1,51651.06,46800.0,0,9,17.0,92,45,0.0,0.0,31.7,6.1,1.6,1015.9,1014.1,0.167,6.05,9.199999999999996,25.6,8.55,13.9,47,4.800000000000001,0.9060801462738616,0,1.8000000000000682,1.10363154633448,Clear Sky ☀️
2018-07-16,2018,7,16,33.5,23.1,51582.47,45534.03,0,98,16.2,86,30,0.0,0.0,47.2,6.8,3.8,1015.7,1011.4,0.167,6.77,10.399999999999999,40.400000000000006,14.700000000000001,21.8,56,5.600000000000001,0.882742334750546,0,4.099999999999909,1.132808521263739,Cloudy ☁️
2018-07-17,2018,7,17,31.4,23.1,51511.77,46800.0,0,9,14.0,73,35,0.0,0.0,39.2,15.5,7.3,1016.3,1014.4,0.165,6.77,8.299999999999997,23.700000000000003,13.9,13.2,38,7.199999999999999,0.9085302252281372,0,1.8999999999999773,1.1006553278776094,Clear Sky ☀️
2018-07-18,2018,7,18,30.5,23.1,51439.03,46800.0,0,75,14.1,73,38,0.0,0.0,39.6,9.7,4.7,1016.3,1013.5,0.166,6.66,7.399999999999999,29.900000000000002,12.2,15.0,35,5.799999999999999,0.909814979014962,0,2.7999999999999545,1.0991010875835987,Partly Cloudy ⛅
2018-07-19,2018,7,19,33.5,23.1,51364.35,46800.0,0,9,15.5,83,29,0.0,0.0,45.0,12.6,3.8,1014.8,1011.0,0.166,6.77,10.399999999999999,32.4,14.65,21.7,54,6.300000000000001,0.9111377833069045,0,3.6000000000000227,1.0975053951838636,Clear Sky ☀️
2018-07-20,2018,7,20,30.5,23.1,51287.81,46800.0,0,40,16.0,88,43,0.0,0.0,35.3,10.1,4.5,1015.2,1012.5,0.166,6.39,7.399999999999999,25.199999999999996,11.45,13.899999999999999,45,5.800000000000001,0.9124975310897463,0,2.699999999999932,1.0958699600435888,Mainly Clear 🌤
2018-07-21,2018,7,21,33.5,23.1,51209.49,44878.07,0,100,11.6,73,28,0.0,0.0,45.4,11.9,5.4,1014.2,1010.1,0.165,6.77,10.399999999999999,33.5,15.850000000000001,20.9,45,6.299999999999999,0.8763623695529872,0,3.8999999999999773,1.141055061969867,Cloudy ☁️
2018-07-22,2018,7,22,29.9,23.1,51129.48,46585.12,0,77,17.0,86,49,0.0,0.0,37.4,11.9,4.2,1013.6,1010.9,0.163,5.69,6.799999999999997,25.5,12.049999999999999,15.7,37,4.800000000000001,0.9111205511966873,0,2.699999999999932,1.0975260442380692,Partly Cloudy ⛅
