date,year,month,day,temperature_2m_max (°C),temperature_2m_min (°C),daylight_duration (s),sunshine_duration (s),cloud_cover_min (%),cloud_cover_max (%),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),rain_sum (mm),precipitation_hours (h),wind_gusts_10m_max (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),pressure_msl_max (hPa),pressure_msl_min (hPa),soil_moisture_0_to_100cm_mean (m³/m³),et0_fao_evapotranspiration_sum (mm),temp_range,wind_gust_range,avg_wind_speed,wind_variability,humidity_range,dew_point_range,sunshine_ratio,rain_today,pressure_range,daylight_to_sunshine_ratio,weather_condition
2000-01-01,2000,1,1,15.7,8.1,35585.817,31503.34,2,89,2.7,86,60,1.9,5.0,28.8,16.2,8.6,1025.1,1022.0,0.232,1.88,7.6,12.600000000000001,11.7,6.200000000000001,26,5.1,0.8852779746492823,1,3.0,1.129552848909071,Light Drizzle 🌦
2000-01-02,2000,1,2,15.7,8.1,35585.817,29380.86,6,72,2.7,85,49,0.3,1.0,39.2,20.2,11.7,1025.9,1022.0,0.232,1.88,7.6,19.000000000000004,17.299999999999997,11.2,36,5.1,0.8256339878328492,1,3.7999999999999545,1.2111492260871164,Light Drizzle 🌦
2000-01-03,2000,1,3,15.7,8.1,35585.817,31600.02,18,47,3.2,81,63,1.9,5.0,44.6,19.4,10.7,1025.9,1022.0,0.232,1.88,7.6,25.200000000000003,16.95,12.5,18,4.6,0.8879947873614928,1,3.7999999999999545,1.1260971006632066,Moderate Drizzle 🌧
2000-01-04,2000,1,4,15.7,8.4,35585.817,31651.05,6,99,2.7,80,48,0.0,0.0,29.9,14.0,9.7,1025.9,1022.0,0.232,1.96,7.299999999999999,15.899999999999999,12.9,6.400000000000002,32,5.1,0.8894287856310843,0,3.7999999999999545,1.1242815868166518,Cloudy ☁️
2000-01-05,2000,1,5,15.7,8.1,35585.817,31703.68,13,62,3.2,90,58,0.0,0.0,26.3,8.6,5.7,1025.9,1022.0,0.232,1.88,7.6,17.700000000000003,9.85,8.3,32,4.6,0.8909077456336044,0,3.7999999999999545,1.1224152711839388,Partly Cloudy ⛅
2000-01-06,2000,1,6,15.7,8.1,35585.817,31757.8,18,72,5.0,93,54,0.0,0.0,26.3,9.7,5.9,1025.3,1022.0,0.232,1.88,7.6,16.6,9.95,8.1,39,2.8,0.8924285762499143,0,3.2000000000000455,1.1205025693666009,Partly Cloudy ⛅
2000-01-07,2000,1,7,15.7,8.1,35585.817,31813.28,18,92,5.9,94,59,0.0,0.0,26.3,11.5,7.4,1025.9,1022.0,0.232,1.88,7.6,14.8,10.7,6.6,35,2.799999999999999,0.8939876243392134,0,3.7999999999999545,1.1185485574402438,Cloudy ☁️
2000-01-08,2000,1,8,15.7,8.1,35585.817,28885.82,18,96,6.5,96,63,0.5,2.0,26.3,9.0,2.2,1025.9,1022.0,0.232,1.88,7.6,17.3,8.1,11.8,33,3.5,0.8117228276647407,1,3.7999999999999545,1.2319049656556174,Light Drizzle 🌦
2000-01-09,2000,1,9,15.7,8.1,35585.817,31927.79,3,69,2.7,95,39,0.0,0.0,26.3,13.0,5.4,1024.4,1021.4,0.232,1.88,7.6,13.3,9.7,8.6,56,5.1,0.8972054793627472,0,2.8999999999999773,1.1145369743106457,Partly Cloudy ⛅
2000-01-10,2000,1,10,15.7,8.1,35635.96,31992.92,0,72,2.7,95,48,0.0,0.0,26.3,10.4,6.2,1025.9,1022.0,0.232,1.88,7.6,15.9,10.1,7.8,47,5.1,0.8977706788311581,0,3.7999999999999545,1.1138353787219573,Partly Cloudy ⛅
2000-01-11,2000,1,11,15.7,8.1,35698.25,32046.21,17,67,5.8,97,57,0.5,4.0,26.3,9.7,4.5,1025.9,1022.0,0.232,1.88,7.6,16.6,9.25,9.5,40,2.8,0.897696945928722,1,3.7999999999999545,1.11392692218761,Light Drizzle 🌦
2000-01-12,2000,1,12,15.7,8.1,35763.07,32106.55,18,100,5.5,97,63,0.9,2.0,26.3,9.0,5.9,1025.9,1022.0,0.232,1.88,7.6,17.3,9.95,8.1,34,3.3000000000000007,0.8977570997120773,1,3.7999999999999545,1.113852349369541,Moderate Drizzle 🌧
2000-01-13,2000,1,13,15.7,8.1,35830.33,32167.49,13,95,4.5,97,58,0.0,0.0,29.2,11.9,8.6,1023.1,1016.8,0.232,1.88,7.6,17.299999999999997,12.95,8.700000000000001,39,3.3,0.8977726412232319,0,6.2000000000000455,1.1138331329819957,Cloudy ☁️
2000-01-14,2000,1,14,15.7,8.1,35899.93,32233.61,0,13,2.7,88,49,0.0,0.0,26.3,8.3,6.8,1017.8,1014.4,0.231,1.88,7.6,18.0,10.4,7.2,39,5.1,0.897873895575841,0,3.300000000000068,1.1137075956557254,Clear Sky ☀️
2000-01-15,2000,1,15,15.7,8.1,35971.77,32294.61,0,9,2.7,97,45,0.0,0.0,26.3,7.9,2.5,1021.7,1017.5,0.231,1.88,7.6,18.4,8.25,11.5,52,5.1,0.8977765064104436,0,4.2000000000000455,1.1138284739009419,Clear Sky ☀️
2000-01-16,2000,1,16,15.8,8.1,36045.76,32392.75,0,25,2.7,96,46,0.0,0.0,26.3,10.8,3.6,1022.7,1020.6,0.23,1.88,7.700000000000001,15.5,8.8,10.4,50,5.1,0.8986563190788597,0,2.1000000000000227,1.1127381053443952,Mainly Clear 🌤
2000-01-17,2000,1,17,15.7,8.1,36121.8,32401.9,0,58,3.8,92,49,0.0,0.0,43.6,15.5,8.6,1022.1,1017.9,0.229,1.96,7.6,28.1,16.9,16.6,43,4.0,0.8970178673266559,0,4.100000000000023,1.1147705915211292,Partly Cloudy ⛅
2000-01-18,2000,1,18,15.7,8.1,36199.82,32441.54,4,90,4.1,89,48,0.0,0.0,50.8,18.0,10.8,1020.0,1013.4,0.228,1.96,7.6,32.8,19.9,18.2,41,3.7,0.896179594263176,0,6.5,1.1158133734288376,Cloudy ☁️
2000-01-19,2000,1,19,15.7,8.1,36279.86,28800.0,1,99,3.7,87,52,0.9,5.0,37.1,19.1,11.1,1016.4,1011.8,0.227,1.88,7.6,18.0,16.75,11.299999999999999,35,4.7,0.793828862625159,1,4.699999999999932,1.259673622443665,Light Drizzle 🌦
2000-01-20,2000,1,20,15.7,8.9,36362.78,28800.0,18,100,6.2,93,63,1.9,5.0,40.7,12.2,6.1,1025.9,1016.9,0.23,1.88,6.799999999999999,28.500000000000004,16.25,20.299999999999997,30,2.3999999999999995,0.7920186520392556,1,8.899999999999977,1.262552689142738,Heavy Drizzle 🌧
2000-01-21,2000,1,21,15.7,8.1,36448.63,30739.14,0,100,2.7,94,51,1.0,5.0,26.3,8.6,5.9,1025.9,1022.0,0.232,1.88,7.6,17.700000000000003,9.95,8.1,43,5.3,0.8433551549125441,1,3.7999999999999545,1.185701496479847,Light Drizzle 🌦
2000-01-22,2000,1,22,15.7,8.1,36537.27,31870.58,1,82,2.7,85,47,0.0,0.0,32.0,11.5,5.9,1022.4,1017.4,0.232,1.88,7.6,20.5,11.149999999999999,10.499999999999998,38,5.1,0.8722758980077057,0,5.0,1.1463902950528337,Cloudy ☁️
2000-01-23,2000,1,23,15.8,8.1,36628.54,29894.89,0,94,2.7,88,41,0.1,1.0,48.2,17.6,11.0,1016.9,1010.2,0.232,2.29,7.700000000000001,30.6,18.85,15.7,47,5.1,0.8161638438223309,1,6.599999999999909,1.22520319682739,Light Drizzle 🌦
2000-01-24,2000,1,24,15.7,8.1,36722.28,32496.36,0,51,2.7,78,41,0.0,0.0,42.5,14.4,8.1,1018.8,1013.5,0.232,2.44,7.6,28.1,15.350000000000001,14.500000000000002,37,5.1,0.8849221780346972,0,5.300000000000068,1.1300080991194361,Partly Cloudy ⛅
2000-01-25,2000,1,25,15.7,8.1,36818.36,32400.0,18,86,2.7,87,49,0.0,0.0,26.3,12.2,2.3,1022.4,1018.4,0.231,1.88,7.6,14.100000000000001,8.65,12.7,38,5.1,0.8799957412551781,0,4.0,1.136334063763464,Cloudy ☁️
2000-01-26,2000,1,26,15.7,8.1,36916.62,32498.59,1,64,5.4,95,61,0.1,1.0,26.3,6.8,2.1,1025.9,1022.0,0.23,1.88,7.6,19.5,8.05,11.9,34,4.4,0.8803240925090108,1,3.7999999999999545,1.135910329945701,Light Drizzle 🌦
2000-01-27,2000,1,27,15.7,8.6,37016.93,32400.0,0,84,8.0,96,63,0.5,4.0,26.3,10.8,5.3,1025.9,1022.0,0.23,1.88,7.1,15.5,9.65,8.7,33,1.9000000000000004,0.8752751781414612,1,3.7999999999999545,1.142462578315484,Light Drizzle 🌦
2000-01-28,2000,1,28,17.1,8.5,37119.14,29532.13,0,100,7.5,97,54,0.0,0.0,35.3,12.2,7.0,1025.9,1022.0,0.23,1.88,8.600000000000001,23.099999999999998,13.8,13.600000000000001,43,1.8000000000000007,0.7956038313387649,0,3.7999999999999545,1.2568644095630905,Cloudy ☁️
2000-01-29,2000,1,29,17.1,8.1,37223.11,32667.27,0,94,4.1,95,54,0.0,0.0,26.3,10.1,5.1,1025.9,1022.0,0.229,1.89,9.000000000000002,16.200000000000003,9.55,8.9,41,5.200000000000001,0.8776072176666593,0,3.7999999999999545,1.1394270342445436,Cloudy ☁️
2000-01-30,2000,1,30,17.5,8.6,37328.71,32571.51,0,100,5.7,92,46,0.0,0.0,39.2,21.6,11.5,1025.9,1022.0,0.228,2.44,8.9,17.6,16.95,10.899999999999999,46,2.3999999999999995,0.8725592178245645,0,3.7999999999999545,1.1460188361289934,Cloudy ☁️
2000-01-31,2000,1,31,17.4,9.6,37435.79,32904.61,3,51,6.1,87,55,0.0,0.0,29.2,7.9,2.2,1025.9,1022.0,0.226,2.06,7.799999999999999,21.299999999999997,8.6,12.8,32,3.8000000000000007,0.8789612827724484,0,3.7999999999999545,1.1376719653578828,Partly Cloudy ⛅
2000-02-01,2000,2,1,20.3,8.1,37544.23,32813.47,0,99,4.1,97,37,0.0,0.0,26.3,9.0,1.6,1025.9,1022.0,0.225,2.23,12.200000000000001,17.3,7.8,12.4,60,6.1,0.8739950186753064,0,3.7999999999999545,1.1441364129909763,Cloudy ☁️
2000-02-02,2000,2,2,20.2,8.1,37653.9,32742.25,0,100,5.5,97,40,0.0,0.0,26.3,6.8,1.6,1025.9,1022.0,0.224,2.11,12.1,19.5,7.8,12.4,57,4.4,0.8695580006320726,0,3.7999999999999545,1.1499744222091577,Cloudy ☁️
2000-02-03,2000,2,3,18.2,9.0,37764.67,32922.48,0,96,6.1,84,56,0.0,0.0,37.1,11.5,7.2,1025.9,1022.0,0.223,2.11,9.2,25.6,13.9,13.400000000000002,28,4.1,0.8717798937472512,0,3.7999999999999545,1.1470436903996781,Cloudy ☁️
2000-02-04,2000,2,4,16.2,11.4,37876.41,32946.75,2,78,5.2,90,62,0.2,2.0,53.3,24.5,13.6,1025.9,1022.0,0.223,2.4,4.799999999999999,28.799999999999997,21.85,16.5,28,5.2,0.8698488056286221,1,3.7999999999999545,1.1495901844587264,Light Drizzle 🌦
2000-02-05,2000,2,5,15.7,8.7,37989.0,33982.47,3,33,2.7,74,44,0.0,0.0,37.8,14.8,9.7,1025.9,1022.0,0.222,2.99,7.0,22.999999999999996,16.15,12.900000000000002,30,5.1,0.8945344705046198,0,3.7999999999999545,1.1178670100492976,Mainly Clear 🌤
2000-02-06,2000,2,6,15.7,8.1,38102.32,33925.99,0,42,4.1,92,50,0.0,0.0,26.3,7.6,1.6,1025.9,1022.0,0.221,1.95,7.6,18.700000000000003,7.8,12.4,42,3.7,0.8903917136804268,0,3.7999999999999545,1.1230680941633786,Mainly Clear 🌤
2000-02-07,2000,2,7,16.0,8.1,38216.24,34453.0,0,19,3.5,97,48,0.0,0.0,26.3,9.4,3.4,1025.9,1022.0,0.22,2.15,7.9,16.9,8.7,10.6,49,4.3,0.9015277274792078,0,3.7999999999999545,1.1091960294885934,Clear Sky ☀️
2000-02-08,2000,2,8,16.6,8.1,38330.82,30757.22,3,100,4.2,93,44,0.0,0.0,47.9,14.8,8.4,1025.9,1022.0,0.219,2.26,8.500000000000002,33.099999999999994,17.25,17.700000000000003,49,3.5999999999999996,0.802414871375045,0,3.7999999999999545,1.2461976018118084,Cloudy ☁️
2000-02-09,2000,2,9,19.6,10.4,38447.16,33913.88,0,100,2.7,74,44,0.0,0.0,48.2,14.4,9.7,1025.9,1019.7,0.218,3.4,9.200000000000001,33.800000000000004,19.75,20.1,30,5.1,0.8820906407651435,0,6.099999999999909,1.1336369168931162,Cloudy ☁️
2000-02-10,2000,2,10,15.7,10.5,38565.35,33076.54,5,88,2.7,73,45,1.3,4.0,53.3,24.5,13.6,1020.9,1018.0,0.217,3.38,5.199999999999999,28.799999999999997,21.85,16.5,28,5.1,0.8576750891668299,1,2.8999999999999773,1.1659074405170395,Moderate Drizzle 🌧
2000-02-11,2000,2,11,15.7,9.6,38685.25,34014.8,2,72,2.7,73,47,0.0,0.0,53.3,20.5,11.7,1025.2,1019.2,0.217,3.15,6.1,32.8,20.9,18.400000000000002,26,5.1,0.8792705230029534,0,5.899999999999977,1.1372729731477724,Partly Cloudy ⛅
2000-02-12,2000,2,12,16.5,8.1,38806.74,34013.75,1,100,2.9,88,40,0.0,0.0,26.3,13.3,1.6,1025.8,1022.0,0.216,2.29,8.4,13.0,7.8,12.4,48,4.9,0.8764907848481991,0,3.7999999999999545,1.1408797653958944,Cloudy ☁️
2000-02-13,2000,2,13,15.7,10.1,38929.66,34301.7,9,96,3.5,87,45,0.5,2.0,52.9,12.6,3.6,1024.9,1022.0,0.216,2.55,5.6,40.3,16.7,26.2,42,4.699999999999999,0.8811199481320925,1,2.8999999999999773,1.1348861751407326,Light Drizzle 🌦
2000-02-14,2000,2,14,16.5,10.5,39053.91,33200.73,0,99,5.2,80,48,0.0,0.0,47.2,13.3,8.2,1024.9,1022.0,0.215,2.56,6.0,33.900000000000006,17.0,17.6,32,2.5999999999999996,0.8501256340274251,0,2.7999999999999545,1.1762612972275843,Cloudy ☁️
2000-02-15,2000,2,15,18.3,8.2,39179.34,34232.06,0,96,5.0,90,41,0.0,0.0,33.1,16.6,10.0,1025.9,1022.0,0.214,2.63,10.100000000000001,16.5,13.3,6.600000000000001,49,2.8,0.8737273266982037,0,3.7999999999999545,1.1444883980573164,Cloudy ☁️
2000-02-16,2000,2,16,21.6,9.3,39305.84,36221.53,0,91,2.7,82,30,0.0,0.0,31.0,11.5,5.8,1025.2,1015.5,0.213,3.32,12.3,19.5,11.4,11.2,52,5.1,0.9215304901256404,0,9.600000000000023,1.0851213319445108,Cloudy ☁️
2000-02-17,2000,2,17,15.9,11.8,39433.29,35775.43,1,99,2.7,73,39,1.5,3.0,51.1,16.6,9.4,1016.6,1013.3,0.212,2.78,4.1,34.5,18.65,18.5,34,5.1,0.9072392894430061,1,3.300000000000068,1.1022142231631273,Heavy Drizzle 🌧
2000-02-18,2000,2,18,15.7,9.7,39561.54,36238.13,0,92,2.7,78,37,1.3,5.0,53.3,18.7,10.1,1025.2,1013.5,0.213,3.21,6.0,34.599999999999994,20.1,20.0,41,5.1,0.9159939173247552,1,11.600000000000023,1.0916801810639496,Light Drizzle 🌦
2000-02-19,2000,2,19,22.6,8.3,39690.5,36626.07,0,9,2.7,73,28,0.0,0.0,34.6,9.4,7.1,1025.4,1017.7,0.212,3.63,14.3,25.200000000000003,12.7,11.200000000000001,45,5.1,0.9227918519544979,0,7.5,1.0836384127914136,Clear Sky ☀️
2000-02-20,2000,2,20,20.1,8.5,39820.05,36761.93,0,88,3.4,81,39,0.0,0.0,44.6,11.9,7.4,1020.8,1016.7,0.21,3.51,11.600000000000001,32.7,16.2,17.6,42,4.4,0.9232015027605439,0,4.199999999999932,1.0831576808486159,Cloudy ☁️
2000-02-21,2000,2,21,15.9,10.0,39950.06,34714.3,0,82,2.7,73,36,0.0,0.0,50.4,19.1,12.2,1025.9,1020.9,0.209,3.45,5.9,31.299999999999997,19.799999999999997,15.2,37,5.1,0.8689423745546316,0,4.899999999999977,1.1507911497236087,Cloudy ☁️
2000-02-22,2000,2,22,16.1,8.1,40080.43,37034.42,0,95,2.7,83,35,0.0,0.0,26.3,14.8,7.2,1025.9,1021.8,0.208,2.77,8.000000000000002,11.5,10.6,6.8,48,5.1,0.9240025618487625,0,4.0,1.0822188596754134,Cloudy ☁️
2000-02-23,2000,2,23,15.7,8.1,40211.04,35846.78,18,98,4.0,91,47,1.2,5.0,26.3,8.6,1.8,1023.1,1019.8,0.208,2.31,7.6,17.700000000000003,8.05,12.5,44,3.8,0.8914661247259459,1,3.2000000000000455,1.121716323856038,Light Drizzle 🌦
2000-02-24,2000,2,24,15.7,8.5,40341.79,37307.14,10,43,2.7,92,48,0.9,3.0,49.3,19.1,12.7,1025.9,1022.0,0.208,2.7,7.199999999999999,30.199999999999996,19.85,14.3,44,5.1,0.9247765158660535,1,3.7999999999999545,1.0813133541366575,Moderate Drizzle 🌧
2000-02-25,2000,2,25,15.7,8.1,40472.56,37443.3,0,76,2.7,85,44,1.0,5.0,43.6,11.5,6.5,1025.9,1022.0,0.209,2.55,7.6,32.1,15.35,17.7,41,5.1,0.9251527454650758,1,3.7999999999999545,1.0808737244386994,Light Drizzle 🌦
2000-02-26,2000,2,26,19.1,8.1,40603.25,37579.19,0,9,2.7,88,32,0.0,0.0,31.0,8.6,1.6,1025.9,1022.0,0.208,2.96,11.000000000000002,22.4,9.0,14.799999999999999,56,5.8,0.9255217254776404,0,3.7999999999999545,1.080442914205596,Clear Sky ☀️
2000-02-27,2000,2,27,18.9,8.1,40733.75,37714.68,0,86,6.6,97,47,0.0,0.0,27.4,9.4,4.8,1025.9,1022.0,0.207,2.9,10.799999999999999,18.0,9.5,9.399999999999999,50,3.4000000000000004,0.925882836714027,0,3.7999999999999545,1.0800216249581076,Cloudy ☁️
2000-02-28,2000,2,28,18.0,9.0,40864.12,34509.48,0,100,7.8,97,51,0.0,0.0,29.9,6.1,1.6,1025.9,1022.0,0.206,2.56,9.0,23.799999999999997,8.850000000000001,14.500000000000002,46,2.6000000000000005,0.8444934088877969,0,3.7999999999999545,1.1841075522565898,Cloudy ☁️
2000-02-29,2000,2,29,19.0,8.1,40995.41,36843.88,0,84,6.2,97,43,0.0,0.0,38.9,6.1,3.7,1025.9,1022.0,0.205,2.78,10.9,32.8,12.95,18.5,54,4.1000000000000005,0.8987318336369851,0,3.7999999999999545,1.1126487587963376,Cloudy ☁️
2000-03-01,2000,3,1,23.6,10.5,41127.74,37368.26,0,84,2.7,96,28,0.0,0.0,42.8,22.7,12.6,1025.9,1016.0,0.204,4.26,13.100000000000001,20.099999999999998,18.2,11.200000000000001,68,7.499999999999999,0.9085901632328935,0,9.799999999999955,1.1005767842338863,Cloudy ☁️
2000-03-02,2000,3,2,18.1,10.5,41261.01,38259.56,0,31,2.7,73,28,0.0,0.0,53.3,22.0,12.6,1025.9,1016.5,0.203,4.79,7.600000000000001,31.299999999999997,21.35,17.5,45,5.1,0.9272569915278369,0,9.299999999999955,1.0784214867738477,Mainly Clear 🌤
2000-03-03,2000,3,3,17.0,8.5,41395.12,38397.64,0,9,2.7,73,34,0.0,0.0,40.3,13.3,1.6,1025.9,1022.0,0.202,3.76,8.5,26.999999999999996,12.4,21.599999999999998,39,5.1,0.9275885659952187,0,3.7999999999999545,1.0780360971117728,Clear Sky ☀️
2000-03-04,2000,3,4,22.5,8.1,41529.95,38536.27,0,9,2.7,77,28,0.0,0.0,29.9,10.4,1.6,1025.9,1018.7,0.201,4.01,14.4,19.5,8.950000000000001,14.700000000000001,49,5.1,0.9279151552072661,0,7.0,1.07765677226228,Clear Sky ☀️
2000-03-05,2000,3,5,20.6,10.0,41665.43,38675.37,0,60,5.2,81,36,0.0,0.0,37.1,14.8,9.1,1025.9,1021.8,0.2,4.01,10.600000000000001,22.3,14.5,10.799999999999999,45,2.5999999999999996,0.9282364300572442,0,4.099999999999909,1.0772838816052281,Partly Cloudy ⛅
2000-03-06,2000,3,6,17.4,9.0,41801.43,38814.81,0,68,6.5,93,49,0.0,0.0,29.9,15.5,8.9,1025.9,1022.0,0.199,2.99,8.399999999999999,14.399999999999999,12.899999999999999,7.999999999999998,44,3.3000000000000007,0.9285522050322201,0,3.7999999999999545,1.0769176271215262,Partly Cloudy ⛅
2000-03-07,2000,3,7,19.9,8.1,41937.88,38954.5,0,89,5.5,97,39,0.0,0.0,38.2,11.2,7.0,1025.9,1022.0,0.199,3.48,11.799999999999999,27.000000000000004,15.0,16.0,58,4.6,0.928861926258552,0,3.7999999999999545,1.0765586374196197,Cloudy ☁️
2000-03-08,2000,3,8,19.6,10.0,42074.66,39094.34,0,90,7.0,94,45,0.0,0.0,32.4,13.0,3.7,1025.9,1022.0,0.198,3.18,9.600000000000001,19.4,11.25,15.100000000000001,49,3.0999999999999996,0.9291659160169088,0,3.7999999999999545,1.0762065248697161,Cloudy ☁️
2000-03-09,2000,3,9,17.5,8.9,42211.7,39234.23,0,60,4.1,85,42,0.0,0.0,34.6,9.7,1.6,1025.9,1022.0,0.198,3.21,8.6,24.900000000000002,10.350000000000001,17.5,43,5.0,0.9294633952198089,0,3.7999999999999545,1.0758621779456878,Partly Cloudy ⛅
2000-03-10,2000,3,10,21.1,8.1,42348.87,39322.65,0,15,3.1,95,31,0.0,0.0,26.3,8.6,1.6,1025.9,1021.7,0.197,3.39,13.000000000000002,17.700000000000003,7.8,12.4,64,4.800000000000001,0.9285407143094964,0,4.0,1.0769313123273145,Clear Sky ☀️
2000-03-11,2000,3,11,23.6,8.7,42486.11,39376.23,0,9,2.7,80,28,0.0,0.0,26.3,7.6,3.4,1024.3,1020.7,0.196,4.04,14.900000000000002,18.700000000000003,8.7,10.6,52,5.1,0.9268024302530875,0,3.5,1.0789512111441053,Clear Sky ☀️
2000-03-12,2000,3,12,24.9,8.4,42623.3,39429.47,0,19,4.2,78,28,0.0,0.0,29.9,7.2,2.5,1021.1,1018.1,0.195,4.28,16.5,22.7,9.15,13.3,50,5.3999999999999995,0.9250684484777105,0,2.8999999999999773,1.0809736734053639,Clear Sky ☀️
2000-03-13,2000,3,13,22.0,9.1,42760.35,39482.4,2,100,8.0,97,41,0.0,0.0,32.4,7.6,5.3,1024.0,1020.0,0.195,3.66,12.9,24.799999999999997,12.0,13.399999999999999,56,4.1,0.9233413664761866,0,3.8999999999999773,1.0829956386734678,Cloudy ☁️
2000-03-14,2000,3,14,19.5,12.3,42897.18,33132.32,18,100,9.5,97,52,0.0,0.0,38.5,9.4,4.9,1024.0,1019.7,0.194,2.6,7.199999999999999,29.1,12.350000000000001,14.9,45,3.0,0.7723659224219401,0,4.2999999999999545,1.2946840220056426,Cloudy ☁️
2000-03-15,2000,3,15,18.8,11.2,43033.7,34284.8,10,100,9.1,97,54,0.0,0.0,29.5,6.1,1.6,1021.5,1016.0,0.194,2.92,7.600000000000001,23.4,8.05,12.9,43,2.4000000000000004,0.796696542477175,0,5.5,1.2551464454672194,Cloudy ☁️
2000-03-16,2000,3,16,18.2,10.4,43169.79,39600.0,4,89,6.1,96,45,0.3,2.0,43.2,7.6,4.3,1018.2,1015.0,0.194,3.09,7.799999999999999,35.6,15.450000000000001,22.3,51,4.9,0.9173081453488655,1,3.2000000000000455,1.0901186838716195,Light Drizzle 🌦
2000-03-17,2000,3,17,19.4,10.8,43305.38,39629.51,0,35,3.0,85,34,0.0,0.0,43.9,10.4,4.0,1022.0,1018.6,0.194,3.8,8.599999999999998,33.5,14.3,20.6,51,6.5,0.9151174750111881,0,3.3999999999999773,1.0927283045310292,Mainly Clear 🌤
2000-03-18,2000,3,18,21.0,8.8,43440.36,39687.71,0,78,2.7,84,28,0.0,0.0,33.5,7.9,3.7,1020.9,1014.6,0.193,3.72,12.2,25.6,8.85,10.3,56,6.999999999999999,0.9136137453741175,0,6.099999999999909,1.0945268818260911,Partly Cloudy ⛅
2000-03-19,2000,3,19,17.7,8.2,43574.79,39684.8,2,56,6.4,89,48,0.2,2.0,32.4,7.2,2.9,1019.8,1017.3,0.193,3.04,9.5,25.2,10.399999999999999,14.999999999999998,41,3.799999999999999,0.9107284280658611,1,2.599999999999909,1.0979944967721451,Light Drizzle 🌦
2000-03-20,2000,3,20,17.1,10.7,43709.64,39604.09,18,95,8.9,93,63,1.9,5.0,39.2,18.7,11.5,1019.7,1017.5,0.195,2.62,6.400000000000002,20.500000000000004,15.85,8.7,30,1.5,0.9060722074123694,1,2.2000000000000455,1.103636931515621,Light Rain 🌦
2000-03-21,2000,3,21,20.8,10.4,43845.04,38291.61,0,98,9.3,97,48,0.7,5.0,31.0,10.4,4.3,1019.4,1015.8,0.196,3.35,10.4,20.6,10.25,11.899999999999999,49,2.299999999999999,0.8733396069429974,1,3.5,1.145000040477784,Light Drizzle 🌦
2000-03-22,2000,3,22,19.5,11.2,43980.88,39600.0,0,71,10.7,97,58,0.2,1.0,31.3,14.4,8.2,1021.4,1018.7,0.196,3.2,8.3,16.9,11.85,7.300000000000001,39,1.8000000000000007,0.9003912609297495,1,2.699999999999932,1.1106002373677433,Light Drizzle 🌦
2000-03-23,2000,3,23,20.8,12.8,44117.11,39600.0,0,97,10.4,97,51,0.0,0.0,40.3,14.8,8.1,1021.2,1017.5,0.195,3.19,8.0,25.499999999999996,15.100000000000001,14.000000000000002,46,2.0,0.8976109269170169,0,3.7000000000000455,1.1140403020125755,Cloudy ☁️
2000-03-24,2000,3,24,22.9,11.2,44253.6,39927.65,2,99,10.6,97,46,0.0,0.0,29.9,13.7,9.0,1019.2,1015.6,0.194,3.59,11.7,16.2,12.3,6.6,51,1.8000000000000007,0.9022463709167164,0,3.5,1.1083169603780743,Cloudy ☁️
2000-03-25,2000,3,25,18.6,11.4,44390.3,28800.0,18,100,11.0,97,63,0.1,1.0,40.3,8.3,3.6,1017.6,1014.3,0.193,2.12,7.200000000000001,31.999999999999996,13.65,20.099999999999998,34,1.8000000000000007,0.6487903888912667,1,3.300000000000068,1.541276344571369,Light Drizzle 🌦
2000-03-26,2000,3,26,19.0,12.7,44527.12,39188.63,3,89,9.2,93,53,0.0,0.0,53.3,13.0,6.1,1017.9,1013.9,0.193,2.86,6.300000000000001,40.3,18.1,24.0,40,3.4000000000000004,0.8801069999586768,0,4.0,1.1361964887139788,Cloudy ☁️
2000-03-27,2000,3,27,21.7,8.8,44663.96,40565.07,1,72,8.0,97,42,0.0,0.0,39.2,10.1,4.0,1018.2,1013.2,0.193,3.5,12.899999999999999,29.1,11.6,15.2,55,3.4000000000000004,0.9082282448757343,0,4.900000000000091,1.1010176731440833,Partly Cloudy ⛅
2000-03-28,2000,3,28,20.6,13.3,44800.74,28800.0,18,100,7.9,85,44,1.5,5.0,48.6,15.5,7.6,1013.7,1007.6,0.192,2.97,7.300000000000001,33.1,16.95,18.700000000000003,41,4.199999999999999,0.6428465244100879,1,6.0,1.5555272386375472,Light Drizzle 🌦
2000-03-29,2000,3,29,20.3,10.7,44937.38,41055.34,0,100,9.9,96,53,0.0,0.0,42.5,6.5,3.7,1018.7,1007.7,0.192,3.87,9.600000000000001,36.0,11.799999999999999,16.2,43,1.5,0.9136122310646504,0,11.0,1.094529614670962,Cloudy ☁️
2000-03-30,2000,3,30,22.9,9.7,45073.79,41081.35,0,100,6.6,97,37,0.0,0.0,34.9,7.2,1.6,1018.5,1014.7,0.191,4.31,13.2,27.7,10.700000000000001,18.2,60,3.9000000000000004,0.9114243554846397,0,3.7000000000000455,1.0971570516292277,Cloudy ☁️
2000-03-31,2000,3,31,24.0,12.1,45209.87,34342.64,3,100,9.7,94,40,1.9,5.0,33.8,9.0,1.6,1015.8,1007.9,0.191,3.22,11.9,24.799999999999997,9.950000000000001,16.7,54,5.200000000000001,0.7596270460410525,1,7.7999999999999545,1.3163971553393876,Moderate Drizzle 🌧
