date,cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_max (°C),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2000-01-01,89,2,5.8,2.6,86,60,16.2,8.6
2000-01-02,72,6,5.1,2.2,85,49,20.2,11.7
2000-01-03,47,24,7.0,3.4,81,63,19.4,10.7
2000-01-04,99,6,5.5,2.4,80,48,14.0,9.7
2000-01-05,62,13,7.3,3.4,90,58,8.6,5.7
2000-01-06,72,33,7.3,5.1,93,54,9.7,5.9
2000-01-07,92,48,8.8,6.1,94,59,11.5,7.4
2000-01-08,96,22,10.1,6.7,96,74,9.0,2.2
2000-01-09,69,3,6.9,1.1,95,39,13.0,5.4
2000-01-10,72,0,7.0,2.0,95,48,10.4,6.2
2000-01-11,67,17,8.7,5.9,98,57,9.7,4.5
2000-01-12,100,18,9.0,5.6,98,67,9.0,5.9
2000-01-13,95,13,7.3,4.6,97,58,11.9,8.6
2000-01-14,13,0,4.5,2.8,88,49,8.3,6.8
2000-01-15,1,0,5.9,2.4,97,45,7.9,2.5
2000-01-16,25,0,6.9,1.6,96,46,10.8,3.6
2000-01-17,58,0,6.4,3.9,92,49,15.5,8.6
2000-01-18,90,4,6.2,4.2,89,48,18.0,10.8
2000-01-19,99,1,8.5,3.9,87,52,19.1,11.1
2000-01-20,100,58,8.7,6.4,93,68,12.2,6.1
2000-01-21,100,0,8.2,2.2,94,51,8.6,5.9
2000-01-22,82,1,5.2,2.1,85,47,11.5,5.9
2000-01-23,94,0,5.3,2.3,88,41,17.6,11.0
2000-01-24,51,0,3.5,0.4,78,41,14.4,8.1
2000-01-25,86,20,7.3,2.8,87,49,12.2,2.3
2000-01-26,64,1,10.0,5.6,95,61,6.8,2.1
2000-01-27,84,0,10.0,8.1,96,69,10.8,5.3
2000-01-28,100,0,9.5,7.6,99,54,12.2,7.0
2000-01-29,94,0,9.4,4.2,95,54,10.1,5.1
2000-01-30,100,0,8.3,5.9,92,46,21.6,11.5
2000-01-31,51,3,10.0,6.3,87,55,7.9,2.2
2000-02-01,99,0,10.4,4.3,97,37,9.0,1.0
2000-02-02,100,0,10.1,5.6,99,40,6.8,1.5
2000-02-03,96,0,10.3,6.3,84,56,11.5,7.2
2000-02-04,78,2,10.5,5.4,90,62,29.5,15.8
2000-02-05,33,3,4.5,2.2,74,44,14.8,9.7
2000-02-06,42,0,5.9,4.3,92,50,7.6,1.5
2000-02-07,19,0,7.7,3.6,97,48,9.4,3.4
2000-02-08,100,3,7.6,4.4,93,44,14.8,8.4
2000-02-09,100,0,7.4,2.8,74,44,14.4,9.7
2000-02-10,88,5,5.9,0.6,72,45,46.1,27.0
2000-02-11,72,2,4.7,1.8,71,47,20.5,11.7
2000-02-12,100,1,7.5,3.1,88,40,13.3,1.1
2000-02-13,96,9,8.3,3.7,87,45,12.6,3.6
2000-02-14,99,0,7.7,5.4,80,48,13.3,8.2
2000-02-15,96,0,7.7,5.1,90,41,16.6,10.0
2000-02-16,91,0,7.6,2.6,82,30,11.5,5.8
2000-02-17,99,1,7.7,1.6,70,39,16.6,9.4
2000-02-18,92,0,7.4,0.7,78,37,18.7,10.1
2000-02-19,1,0,7.1,2.3,70,26,9.4,7.1
2000-02-20,88,0,7.7,3.6,81,39,11.9,7.4
2000-02-21,82,0,5.0,0.8,67,36,19.1,12.2
2000-02-22,95,0,6.5,0.7,83,35,14.8,7.2
2000-02-23,98,19,7.1,4.1,91,47,8.6,1.8
2000-02-24,43,10,7.5,2.3,92,48,19.1,12.7
2000-02-25,76,0,5.7,2.8,85,44,11.5,6.5
2000-02-26,0,0,8.6,1.9,88,32,8.6,0.4
2000-02-27,86,0,10.2,6.7,97,47,9.4,4.8
2000-02-28,100,0,10.6,7.9,99,51,5.4,0.7
2000-02-29,84,0,10.4,6.3,100,43,6.1,3.7
2000-03-01,84,0,10.4,-2.8,96,22,22.7,12.6
2000-03-02,31,0,5.9,-2.4,59,28,22.0,12.6
2000-03-03,1,0,4.2,0.8,69,34,13.3,1.6
2000-03-04,8,0,7.3,-4.1,77,17,10.4,1.3
2000-03-05,60,0,7.6,5.3,81,37,14.8,9.1
2000-03-06,68,0,9.9,6.6,93,49,15.5,8.9
2000-03-07,89,0,10.3,5.6,100,39,11.2,7.0
2000-03-08,90,0,10.2,7.2,94,45,13.0,3.7
2000-03-09,60,0,9.3,4.3,85,42,9.7,1.3
2000-03-10,15,0,8.0,3.2,95,31,8.6,1.3
2000-03-11,1,0,7.9,2.0,80,26,7.6,3.4
2000-03-12,19,0,9.8,4.4,78,27,7.2,2.5
2000-03-13,100,2,12.2,8.1,100,41,7.6,5.3
2000-03-14,100,73,12.6,9.6,98,52,9.4,4.9
2000-03-15,100,10,11.7,9.2,98,54,4.7,0.7
2000-03-16,89,4,11.1,6.3,96,45,7.6,4.3
2000-03-17,35,0,9.6,3.2,85,34,10.4,4.0
2000-03-18,78,0,9.8,1.5,84,27,7.9,3.7
2000-03-19,56,2,10.3,6.6,89,48,7.2,2.9
2000-03-20,95,34,10.6,9.0,93,63,18.7,11.5
2000-03-21,98,0,11.8,9.4,97,48,10.4,4.3
2000-03-22,71,0,12.7,10.9,98,58,14.4,8.2
2000-03-23,97,0,12.5,10.5,97,51,14.8,8.1
2000-03-24,99,2,12.6,10.7,98,46,13.7,9.0
2000-03-25,100,41,13.0,11.2,98,65,8.3,3.6
2000-03-26,89,3,12.7,9.3,93,53,13.0,6.1
2000-03-27,72,1,11.6,8.1,97,42,10.1,4.0
2000-03-28,100,18,12.3,8.0,85,44,15.5,7.6
2000-03-29,100,0,11.6,10.0,96,53,6.5,3.7
2000-03-30,100,0,10.6,6.7,97,37,7.2,1.0
2000-03-31,100,3,15.1,9.9,94,40,9.0,1.4
2000-04-01,95,0,13.2,8.5,96,45,13.0,5.6
2000-04-02,100,50,12.2,8.8,96,41,14.4,9.0
2000-04-03,95,0,12.2,3.3,75,17,19.8,9.1
2000-04-04,79,0,15.0,-2.5,88,12,16.9,5.8
2000-04-05,26,0,12.2,1.2,82,23,11.5,3.3
2000-04-06,73,0,9.4,2.1,75,32,13.7,0.7
2000-04-07,20,0,10.7,7.4,91,47,4.0,0.4
2000-04-08,100,1,10.4,6.9,87,45,11.5,6.6
2000-04-09,100,59,13.6,10.7,92,62,19.8,8.3
2000-04-10,96,4,12.7,11.3,91,55,6.8,5.1
2000-04-11,100,1,14.4,9.8,98,42,4.3,2.6
2000-04-12,86,0,11.0,7.2,85,39,19.8,9.2
2000-04-13,83,0,10.9,6.0,77,27,22.0,10.8
2000-04-14,44,0,12.2,6.0,72,25,21.2,7.6
2000-04-15,5,0,13.1,9.9,85,50,20.5,7.1
2000-04-16,2,0,12.9,9.2,95,33,9.7,6.4
2000-04-17,97,0,11.3,5.7,75,37,19.1,7.1
2000-04-18,89,0,7.7,3.2,70,28,34.9,19.0
2000-04-19,76,0,6.9,4.4,58,35,26.3,14.7
2000-04-20,35,1,10.5,5.2,77,31,19.4,12.5
2000-04-21,8,0,12.3,9.1,86,37,7.9,0.8
2000-04-22,0,0,12.1,9.1,93,32,9.0,3.6
2000-04-23,43,0,12.8,7.1,82,33,17.3,2.2
2000-04-24,39,0,10.3,4.6,73,32,13.3,7.3
2000-04-25,83,0,13.2,10.0,94,36,12.2,6.4
2000-04-26,71,0,14.1,11.5,96,36,10.4,6.6
2000-04-27,100,43,13.7,12.1,92,49,11.9,8.7
2000-04-28,99,1,13.5,9.9,86,49,29.5,5.4
2000-04-29,78,0,12.2,5.5,80,32,7.9,1.8
2000-04-30,26,0,12.2,8.4,97,41,4.3,0.4
2000-05-01,99,0,12.3,7.1,95,37,9.0,3.3
2000-05-02,40,0,13.3,8.6,98,40,6.5,1.9
2000-05-03,17,0,13.3,8.2,89,34,7.6,3.9
2000-05-04,3,0,15.3,11.6,94,42,5.0,3.3
2000-05-05,71,0,15.7,9.8,98,37,12.6,8.3
2000-05-06,84,0,15.6,13.6,93,46,11.9,9.6
2000-05-07,100,3,16.3,14.1,87,46,14.0,9.6
2000-05-08,83,2,16.4,15.3,95,42,10.8,2.5
2000-05-09,100,42,16.0,14.5,91,47,13.0,7.2
2000-05-10,100,41,16.8,15.5,81,43,14.0,6.2
2000-05-11,100,63,16.8,15.0,88,47,8.6,5.4
2000-05-12,100,25,16.5,13.9,91,45,11.5,5.2
2000-05-13,100,91,16.1,13.1,96,39,7.2,2.1
2000-05-14,99,2,16.0,13.8,95,45,9.7,4.7
2000-05-15,39,0,16.9,15.1,96,53,5.4,1.5
2000-05-16,100,0,17.0,11.4,100,39,4.3,3.1
2000-05-17,100,6,17.2,10.4,99,36,6.8,4.6
2000-05-18,100,0,16.6,13.8,92,41,12.6,7.4
2000-05-19,36,0,16.9,13.2,96,45,8.3,4.7
2000-05-20,73,0,15.7,12.4,94,37,4.7,0.8
2000-05-21,100,5,17.3,11.8,65,26,11.9,4.3
2000-05-22,100,12,17.5,15.9,83,47,10.4,5.4
2000-05-23,100,84,17.7,14.0,87,43,11.2,1.9
2000-05-24,100,35,17.6,16.2,92,62,5.4,1.3
2000-05-25,100,61,18.5,16.6,96,59,3.6,1.5
2000-05-26,100,65,18.9,15.8,99,68,14.8,6.5
2000-05-27,100,20,16.7,14.5,87,61,16.9,10.4
2000-05-28,32,0,17.1,14.5,94,52,10.4,4.7
2000-05-29,78,0,18.1,12.2,97,36,8.3,4.3
2000-05-30,0,0,17.7,12.2,97,36,5.8,2.2
2000-05-31,43,0,17.3,12.2,85,35,6.5,4.4
2000-06-01,0,0,16.6,11.4,85,32,8.3,6.1
2000-06-02,10,0,17.4,14.8,90,47,10.4,7.1
2000-06-03,29,0,17.7,13.1,98,39,4.7,1.9
2000-06-04,81,0,17.5,13.0,97,38,9.7,6.2
2000-06-05,31,0,17.8,12.7,97,36,13.3,8.0
2000-06-06,100,0,18.5,12.0,95,31,14.4,9.7
2000-06-07,99,4,18.5,12.1,84,43,16.2,8.9
2000-06-08,97,2,16.3,11.5,82,43,6.8,4.6
2000-06-09,90,0,17.2,14.5,93,41,5.8,1.5
2000-06-10,98,0,18.8,14.1,91,40,20.2,9.8
2000-06-11,76,0,13.8,10.8,72,39,31.3,17.1
2000-06-12,73,0,16.6,11.1,81,37,12.6,6.5
2000-06-13,9,0,17.9,14.0,90,47,13.3,8.3
2000-06-14,41,0,18.7,15.4,95,50,18.7,11.1
2000-06-15,67,0,18.7,13.3,93,42,24.5,14.4
2000-06-16,80,0,17.3,11.9,84,37,17.6,11.2
2000-06-17,1,0,17.5,13.8,80,39,17.3,10.0
2000-06-18,6,0,18.3,12.8,91,37,15.1,8.4
2000-06-19,33,0,18.7,15.1,97,41,8.3,4.5
2000-06-20,9,0,17.6,12.6,80,39,12.6,7.4
2000-06-21,12,0,18.0,13.3,96,36,9.7,7.1
2000-06-22,29,0,17.8,11.5,97,31,8.6,5.8
2000-06-23,52,0,17.9,9.5,98,24,10.8,6.4
2000-06-24,19,0,17.4,13.0,85,34,10.8,2.9
2000-06-25,15,0,18.5,14.3,87,36,6.1,1.5
2000-06-26,2,0,19.3,13.4,93,33,5.4,1.6
2000-06-27,59,0,18.3,13.0,82,29,3.2,1.3
2000-06-28,7,0,18.7,16.5,84,33,7.6,2.4
2000-06-29,1,0,18.1,13.4,74,29,9.0,0.4
2000-06-30,1,0,19.5,11.3,79,31,5.0,1.8
2000-07-01,33,0,19.8,14.8,98,33,2.9,1.4
2000-07-02,18,0,20.9,14.2,97,30,16.9,11.5
2000-07-03,0,0,19.7,8.8,91,19,19.4,12.5
2000-07-04,0,0,16.8,8.6,71,18,19.8,10.2
2000-07-05,0,0,19.1,10.0,86,21,11.9,5.1
2000-07-06,0,0,19.6,5.8,86,15,10.8,4.7
2000-07-07,0,0,17.2,3.9,61,10,10.8,4.6
2000-07-08,0,0,19.3,7.9,63,23,14.8,6.2
2000-07-09,31,0,16.5,11.6,57,31,19.8,7.4
2000-07-10,23,0,19.1,13.0,69,26,6.8,0.8
2000-07-11,7,0,19.8,15.2,74,38,23.4,8.7
2000-07-12,1,0,17.0,11.8,66,35,35.3,20.1
2000-07-13,20,0,14.3,9.2,64,30,24.1,9.7
2000-07-14,12,0,16.8,11.9,70,34,12.6,5.1
2000-07-15,74,0,19.0,13.4,83,33,6.1,2.5
2000-07-16,62,0,19.3,13.6,84,37,7.6,3.9
2000-07-17,100,0,20.3,15.3,90,35,10.8,5.2
2000-07-18,98,0,22.0,16.5,86,27,18.7,3.1
2000-07-19,26,0,21.3,16.0,85,42,21.2,11.0
2000-07-20,0,0,18.9,14.0,89,34,11.5,5.5
2000-07-21,6,0,18.6,15.1,87,37,7.2,1.1
2000-07-22,0,0,19.2,12.7,92,33,9.4,6.5
2000-07-23,31,0,19.6,13.0,97,31,8.3,6.1
2000-07-24,3,0,19.3,13.9,90,32,14.8,9.0
2000-07-25,1,0,20.9,15.0,93,32,11.9,8.0
2000-07-26,0,0,21.1,13.5,95,24,13.7,6.2
2000-07-27,55,0,21.2,16.4,98,34,5.0,0.5
2000-07-28,1,0,20.3,16.5,89,36,6.8,4.7
2000-07-29,0,0,19.1,11.2,70,30,18.4,11.2
2000-07-30,0,0,14.9,10.6,62,27,25.6,15.8
2000-07-31,4,0,18.7,13.0,76,35,19.8,11.7
2000-08-01,14,0,19.7,13.3,88,35,14.8,8.5
2000-08-02,35,0,20.1,14.4,98,35,6.5,1.1
2000-08-03,0,0,20.3,13.4,94,32,11.9,5.9
2000-08-04,1,0,19.4,13.1,88,31,15.1,8.4
2000-08-05,41,0,18.9,13.9,89,41,7.2,3.3
2000-08-06,30,0,16.5,13.7,66,38,20.9,9.4
2000-08-07,26,0,17.9,13.8,72,37,8.6,3.9
2000-08-08,10,0,19.0,13.2,78,37,9.4,5.4
2000-08-09,61,0,19.8,16.7,90,42,4.0,1.8
2000-08-10,38,0,19.7,14.1,83,37,10.4,5.5
2000-08-11,0,0,19.0,12.6,80,32,10.1,5.3
2000-08-12,4,0,19.4,12.2,92,29,9.4,5.5
2000-08-13,40,0,22.0,14.8,93,29,7.9,5.6
2000-08-14,29,0,22.5,17.9,96,45,8.3,3.2
2000-08-15,32,0,20.4,16.6,87,42,8.6,5.0
2000-08-16,9,0,20.5,17.5,80,43,11.9,6.4
2000-08-17,0,0,20.8,14.5,91,32,9.4,5.6
2000-08-18,33,0,21.9,15.7,99,31,7.9,5.8
2000-08-19,4,0,21.1,13.7,88,23,21.2,13.7
2000-08-20,15,0,22.3,17.6,80,31,11.9,5.9
2000-08-21,100,0,23.1,15.8,100,31,7.2,0.5
2000-08-22,0,0,19.6,9.4,76,18,11.2,4.6
2000-08-23,0,0,20.2,12.3,69,22,9.4,5.2
2000-08-24,25,0,20.3,8.1,86,15,5.0,1.6
2000-08-25,0,0,20.7,11.7,73,19,7.2,0.7
2000-08-26,22,0,20.3,13.2,77,21,7.2,0.7
2000-08-27,78,0,23.9,17.7,85,29,10.4,5.4
2000-08-28,92,0,24.1,16.3,88,34,14.8,7.4
2000-08-29,53,0,22.9,17.9,95,38,10.8,4.0
2000-08-30,37,0,23.1,18.1,91,32,7.2,4.3
2000-08-31,42,0,23.9,12.7,94,20,16.6,11.0
2000-09-01,27,0,19.4,16.2,67,39,10.4,6.5
2000-09-02,65,0,20.5,14.6,87,32,5.4,0.7
2000-09-03,93,0,21.0,15.2,92,37,10.8,5.9
2000-09-04,100,0,18.4,16.7,74,45,16.6,8.7
2000-09-05,95,0,18.1,14.2,73,40,22.7,13.1
2000-09-06,69,0,15.4,11.5,72,35,16.6,9.5
2000-09-07,98,0,16.1,9.6,71,30,14.0,3.8
2000-09-08,96,3,16.1,10.6,73,45,9.4,6.2
2000-09-09,74,20,17.2,15.9,86,55,42.8,23.7
2000-09-10,48,0,17.1,12.7,79,40,25.9,16.2
2000-09-11,5,0,18.9,13.0,84,38,11.2,6.2
2000-09-12,69,0,20.1,16.5,96,41,8.6,4.3
2000-09-13,100,2,21.3,18.3,97,46,7.9,4.3
2000-09-14,77,1,21.3,18.7,96,49,7.2,0.0
2000-09-15,38,0,21.5,18.5,97,52,6.5,2.2
2000-09-16,23,0,20.9,16.1,99,37,9.7,4.9
2000-09-17,9,0,19.9,13.1,80,25,19.8,8.6
2000-09-18,100,0,18.9,10.4,68,20,10.4,2.8
2000-09-19,89,0,18.3,12.2,59,21,10.1,3.9
2000-09-20,26,0,20.3,13.2,77,26,17.6,9.4
2000-09-21,9,0,18.6,13.1,73,39,37.1,21.0
2000-09-22,7,0,16.1,10.9,73,36,15.5,5.1
2000-09-23,22,0,17.9,15.3,90,45,10.4,2.9
2000-09-24,100,0,20.0,17.8,91,52,8.3,3.3
2000-09-25,100,1,20.9,18.8,94,54,9.0,2.9
2000-09-26,51,0,19.7,14.8,94,50,9.7,6.8
2000-09-27,100,3,17.5,14.0,94,44,7.6,0.4
2000-09-28,100,19,18.3,16.0,89,48,13.0,7.6
2000-09-29,93,10,18.9,15.8,81,53,12.2,2.5
2000-09-30,93,0,19.6,16.3,88,52,10.4,3.2
2000-10-01,95,8,19.5,14.3,89,49,10.8,2.9
2000-10-02,100,1,18.4,7.0,90,30,21.6,8.4
2000-10-03,78,12,12.0,8.0,69,38,34.2,19.4
2000-10-04,62,13,14.4,10.6,75,48,24.8,14.0
2000-10-05,61,15,15.9,13.5,84,51,26.6,15.3
2000-10-06,98,7,16.2,13.6,84,46,20.5,10.7
2000-10-07,92,0,14.9,9.7,83,39,19.1,11.9
2000-10-08,95,0,12.9,8.1,69,33,26.3,15.0
2000-10-09,72,4,13.2,9.5,79,35,8.3,2.9
2000-10-10,100,0,15.0,7.1,93,24,8.6,4.5
2000-10-11,85,0,18.1,10.3,81,43,8.6,5.0
2000-10-12,28,0,15.4,4.4,71,21,15.8,9.5
2000-10-13,93,0,14.1,9.0,47,21,24.5,13.7
2000-10-14,94,15,18.5,8.5,89,35,18.0,4.8
2000-10-15,100,15,11.8,3.4,85,34,9.7,0.5
2000-10-16,100,0,9.2,1.8,45,20,16.9,2.6
2000-10-17,100,2,15.8,6.7,85,43,10.4,1.3
2000-10-18,99,3,15.8,10.5,90,44,12.2,7.6
2000-10-19,71,1,13.8,11.0,86,45,11.5,7.2
2000-10-20,100,31,15.0,10.9,93,43,8.3,2.8
2000-10-21,100,69,18.8,14.7,97,75,12.2,7.6
2000-10-22,100,59,18.3,17.2,94,71,23.4,10.8
2000-10-23,100,35,17.5,14.1,88,69,29.2,17.9
2000-10-24,99,52,15.4,12.8,76,52,23.8,13.3
2000-10-25,100,9,18.6,15.6,91,64,11.9,6.2
2000-10-26,98,0,18.5,14.6,100,51,9.0,4.0
2000-10-27,100,23,17.4,15.7,97,66,7.2,3.4
2000-10-28,49,1,16.3,12.8,96,55,14.4,7.9
2000-10-29,48,3,16.5,14.3,95,63,8.3,5.5
2000-10-30,100,7,17.6,14.9,100,60,8.3,2.3
2000-10-31,91,0,17.4,12.7,97,47,15.1,9.4
2000-11-01,100,0,15.9,11.4,91,59,15.1,8.0
2000-11-02,97,0,16.9,12.4,89,50,10.8,2.4
2000-11-03,15,0,16.5,8.0,89,30,26.6,15.4
2000-11-04,97,0,16.6,11.5,92,57,12.6,7.4
2000-11-05,100,1,14.0,9.2,81,45,10.4,0.5
2000-11-06,100,0,15.0,5.9,92,33,19.4,11.2
2000-11-07,31,0,14.6,6.7,77,44,16.6,4.9
2000-11-08,100,18,16.2,12.4,93,56,11.2,5.2
2000-11-09,100,96,15.8,13.5,95,62,10.8,5.1
2000-11-10,100,1,17.3,13.6,94,58,14.0,7.6
2000-11-11,82,0,18.1,16.1,98,62,11.9,7.1
2000-11-12,86,0,17.4,13.4,98,49,9.4,6.6
2000-11-13,99,0,16.4,8.7,92,33,23.0,13.8
2000-11-14,96,12,16.1,9.1,91,35,19.8,12.0
2000-11-15,99,0,17.2,7.8,94,32,14.0,9.7
2000-11-16,87,3,16.8,13.0,87,48,24.1,8.2
2000-11-17,91,1,13.5,6.5,77,42,11.2,1.6
2000-11-18,87,0,11.5,5.1,91,51,11.9,6.2
2000-11-19,99,0,6.2,3.4,72,37,7.9,2.2
2000-11-20,1,0,4.7,-0.6,72,25,12.6,6.1
2000-11-21,95,0,8.2,0.8,71,32,25.9,14.9
2000-11-22,86,0,9.3,7.1,81,47,11.5,6.6
2000-11-23,97,0,9.1,0.9,81,26,16.6,9.1
2000-11-24,100,5,12.5,3.6,90,41,20.2,8.8
2000-11-25,100,0,6.9,3.3,82,38,13.0,8.2
2000-11-26,93,0,11.7,3.9,80,45,14.0,10.2
2000-11-27,100,13,13.1,10.6,78,49,16.6,14.3
2000-11-28,97,10,14.3,12.4,90,62,13.7,7.8
2000-11-29,100,0,13.6,10.7,99,57,9.0,4.2
2000-11-30,100,0,14.4,9.0,89,60,10.8,6.2
2000-12-01,80,0,14.4,12.1,98,66,9.0,4.7
2000-12-02,99,8,14.3,11.8,100,58,7.2,1.8
2000-12-03,100,5,13.9,7.8,98,57,17.6,8.5
2000-12-04,93,3,10.8,8.2,80,59,39.2,24.7
2000-12-05,56,1,12.1,10.3,87,59,7.9,3.1
2000-12-06,100,0,11.9,2.2,99,32,6.5,2.6
2000-12-07,100,11,8.7,4.7,88,43,9.0,4.9
2000-12-08,100,3,8.3,2.9,80,28,4.0,0.4
2000-12-09,100,0,13.8,7.6,93,45,7.2,4.0
2000-12-10,100,85,13.3,10.7,94,61,16.9,11.5
2000-12-11,100,78,10.8,10.0,85,64,18.7,12.7
2000-12-12,97,5,11.6,10.1,88,58,16.6,8.6
2000-12-13,86,0,11.4,4.3,98,34,4.3,2.6
2000-12-14,25,0,6.2,1.3,76,24,10.4,4.1
2000-12-15,0,0,10.8,2.4,88,29,10.4,0.7
2000-12-16,95,0,10.0,5.8,86,47,12.2,6.9
2000-12-17,100,16,9.3,5.1,88,43,7.6,1.0
2000-12-18,30,0,9.1,3.7,90,39,7.9,2.7
2000-12-19,0,0,7.5,1.8,90,32,15.1,7.9
2000-12-20,81,0,9.9,5.8,94,43,17.3,11.0
2000-12-21,91,1,12.6,9.3,95,53,14.8,6.2
2000-12-22,100,37,11.4,9.9,95,69,11.5,7.6
2000-12-23,100,1,11.6,0.8,99,31,12.2,5.5
2000-12-24,96,0,5.9,3.4,84,35,11.2,5.9
2000-12-25,100,0,7.8,4.1,70,41,20.5,11.2
2000-12-26,100,0,7.8,4.1,70,31,22.7,13.7
2000-12-27,100,0,8.3,5.5,71,37,16.2,7.1
2000-12-28,89,0,8.0,1.8,76,35,14.0,9.5
2000-12-29,97,0,6.6,3.5,65,42,19.1,12.1
2000-12-30,100,1,6.7,2.5,77,34,19.8,11.7
2000-12-31,100,19,7.0,0.8,76,46,39.6,26.5
2001-01-01,42,0,6.7,0.2,73,45,9.4,1.8
2001-01-02,100,6,4.0,-1.6,64,31,11.9,7.9
2001-01-03,87,0,7.7,3.8,86,39,7.6,2.3
2001-01-04,100,0,8.5,3.0,83,37,7.6,3.1
2001-01-05,100,0,7.7,4.4,84,36,13.0,7.6
2001-01-06,94,0,5.9,0.2,67,29,13.7,8.0
2001-01-07,100,0,4.2,-1.2,52,23,14.8,7.2
2001-01-08,99,0,12.0,2.5,96,46,11.2,4.6
2001-01-09,97,0,2.4,-1.6,68,29,11.9,6.8
2001-01-10,91,0,6.0,-1.3,74,27,19.4,12.6
2001-01-11,99,0,5.0,-2.3,73,25,15.5,8.3
2001-01-12,100,0,4.3,-0.4,65,27,25.2,14.9
2001-01-13,100,4,8.5,-3.1,81,35,14.0,5.8
2001-01-14,100,7,10.5,5.0,84,58,18.7,8.8
2001-01-15,94,37,9.8,8.4,92,68,19.4,9.1
2001-01-16,99,6,10.2,7.2,96,56,12.2,1.9
2001-01-17,100,9,10.0,6.2,93,51,10.4,5.2
2001-01-18,98,3,10.8,5.6,100,46,7.2,2.1
2001-01-19,100,1,10.5,3.6,91,37,18.0,8.2
2001-01-20,88,21,9.9,5.4,92,61,15.8,9.5
2001-01-21,90,6,9.9,5.4,90,50,33.8,18.8
2001-01-22,87,0,8.3,3.7,92,45,15.5,4.3
2001-01-23,100,0,6.1,2.2,76,28,9.0,4.2
2001-01-24,4,0,8.9,2.9,89,33,9.7,1.0
2001-01-25,0,0,5.6,1.3,66,28,10.1,4.7
2001-01-26,100,0,10.7,2.1,93,50,6.8,2.6
2001-01-27,100,1,9.7,4.5,92,42,8.3,5.9
2001-01-28,100,2,7.2,5.5,75,38,18.0,9.7
2001-01-29,100,1,7.2,1.9,86,34,10.8,7.2
2001-01-30,93,0,6.0,1.5,85,41,15.5,10.5
2001-01-31,83,0,3.1,1.5,70,44,26.6,16.3
2001-02-01,96,2,5.5,2.0,81,44,26.3,17.7
2001-02-02,67,4,4.0,-3.8,77,32,27.0,15.5
2001-02-03,27,0,2.6,-1.0,74,34,6.1,4.0
2001-02-04,0,0,4.8,-0.8,76,28,12.2,1.5
2001-02-05,92,0,9.5,0.3,92,36,10.4,3.2
2001-02-06,24,0,9.0,2.0,98,37,7.2,3.6
2001-02-07,0,0,1.9,-5.6,48,16,25.6,15.9
2001-02-08,1,0,8.0,-4.3,81,17,13.7,1.8
2001-02-09,99,0,10.5,3.5,98,42,9.7,3.8
2001-02-10,94,5,5.6,2.9,72,44,40.0,23.7
2001-02-11,90,37,9.9,6.2,87,64,50.8,25.3
2001-02-12,49,13,9.9,7.5,88,55,38.5,23.9
2001-02-13,32,0,8.2,4.7,88,42,9.4,2.6
2001-02-14,94,17,8.2,4.7,84,40,7.2,3.1
2001-02-15,98,0,11.3,3.4,92,36,11.9,2.3
2001-02-16,87,24,11.9,7.7,94,55,23.4,13.3
2001-02-17,97,8,11.1,8.4,96,57,10.1,2.9
2001-02-18,99,11,10.3,8.6,100,62,9.7,1.4
2001-02-19,56,4,9.8,7.9,94,68,24.5,14.7
2001-02-20,82,0,8.8,3.5,92,40,7.9,3.4
2001-02-21,60,0,6.8,4.3,88,46,13.7,9.4
2001-02-22,77,0,7.0,4.6,85,41,7.2,3.1
2001-02-23,0,0,6.4,-1.8,87,23,9.0,2.4
2001-02-24,93,0,6.8,-3.5,90,22,9.7,2.6
2001-02-25,100,6,9.9,-3.7,87,25,16.6,9.0
2001-02-26,97,26,6.7,1.1,78,41,14.4,8.3
2001-02-27,100,7,8.6,1.5,78,42,8.3,4.8
2001-02-28,94,0,8.4,0.6,85,28,15.8,7.9
2001-03-01,95,0,6.0,-2.6,82,24,10.4,2.6
2001-03-02,96,0,5.3,-2.5,82,17,10.1,5.9
2001-03-03,100,0,4.6,-5.5,39,10,23.8,11.8
2001-03-04,100,0,10.9,6.9,85,32,6.5,1.9
2001-03-05,99,0,9.8,2.7,64,17,14.4,5.1
2001-03-06,99,0,12.7,8.7,82,39,5.8,2.1
2001-03-07,99,7,12.5,9.7,96,38,5.4,3.0
2001-03-08,99,1,13.5,11.6,94,50,20.9,5.2
2001-03-09,100,23,13.4,9.4,97,55,14.4,7.8
2001-03-10,100,0,11.9,8.8,100,48,8.3,3.6
2001-03-11,99,18,13.5,9.8,94,56,5.4,2.9
2001-03-12,100,0,13.1,9.6,100,46,7.6,5.0
2001-03-13,28,0,12.9,5.6,76,36,25.9,13.1
2001-03-14,28,0,9.6,4.5,82,35,14.8,8.4
2001-03-15,100,0,10.5,6.3,90,33,16.6,10.0
2001-03-16,100,4,13.2,10.2,87,54,16.2,4.5
2001-03-17,100,0,13.3,10.4,96,50,9.4,2.5
2001-03-18,100,0,12.5,6.2,92,39,22.0,11.2
2001-03-19,96,0,11.2,7.3,84,40,19.4,11.2
2001-03-20,38,0,9.6,4.9,84,28,12.6,1.6
2001-03-21,100,0,9.2,5.4,69,25,9.7,2.7
2001-03-22,100,0,10.0,1.6,82,14,6.1,2.5
