date,cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_max (°C),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2018-09-27,99,5,14.1,11.4,64,47,41.0,23.1
2018-09-28,94,0,15.5,10.1,78,41,32.4,14.2
2018-09-29,92,1,17.9,13.1,79,52,16.6,7.6
2018-09-30,37,0,18.8,15.2,85,54,16.9,8.2
2018-10-01,99,0,21.1,17.4,95,62,6.8,4.3
2018-10-02,100,2,18.9,12.8,94,59,6.1,1.8
2018-10-03,85,0,17.0,12.4,92,62,9.0,0.4
2018-10-04,100,0,16.9,13.9,95,67,7.2,3.6
2018-10-05,21,0,17.0,11.8,93,44,10.1,0.7
2018-10-06,21,0,16.7,12.6,87,37,13.0,6.8
2018-10-07,37,0,20.5,14.4,87,61,10.4,4.5
2018-10-08,99,1,21.0,16.5,90,59,10.8,3.8
2018-10-09,100,1,21.1,18.3,95,59,5.8,2.7
2018-10-10,98,1,20.4,16.6,88,53,14.8,7.9
2018-10-11,100,20,20.5,17.3,88,55,11.9,6.1
2018-10-12,72,8,21.5,18.9,92,65,5.4,0.8
2018-10-13,100,1,19.7,17.2,95,74,12.2,2.4
2018-10-14,100,7,18.6,16.8,93,72,9.4,4.9
2018-10-15,98,1,18.6,16.2,94,50,7.9,3.5
2018-10-16,100,14,21.3,15.5,95,66,10.4,3.4
2018-10-17,100,37,20.7,18.4,95,69,9.0,4.0
2018-10-18,100,0,20.9,15.3,95,65,15.1,5.2
2018-10-19,88,0,18.6,15.2,93,65,9.0,5.0
2018-10-20,100,43,19.5,18.0,93,71,6.1,4.2
2018-10-21,66,4,20.2,18.4,96,78,5.4,1.3
2018-10-22,100,1,18.8,13.9,97,67,8.3,1.1
2018-10-23,72,7,15.7,12.7,82,70,36.4,20.2
2018-10-24,95,0,15.1,12.6,80,52,23.4,12.4
2018-10-25,24,0,17.3,13.7,92,63,11.9,5.4
2018-10-26,11,0,16.6,13.5,91,50,15.8,9.4
2018-10-27,82,0,18.0,14.5,90,54,27.0,16.2
2018-10-28,100,3,17.3,12.7,82,47,28.4,16.5
2018-10-29,100,0,17.1,1.4,67,28,42.1,23.7
2018-10-30,0,0,9.0,0.6,58,26,12.2,5.6
2018-10-31,100,0,18.2,4.1,91,55,6.1,1.5
2018-11-01,100,50,19.1,16.8,96,74,19.1,5.7
2018-11-02,100,84,17.7,11.3,95,48,10.1,5.8
2018-11-03,100,52,16.3,12.5,93,69,13.0,6.5
2018-11-04,100,0,13.4,9.3,93,54,19.4,10.8
2018-11-05,1,0,11.3,9.2,83,46,16.2,9.5
2018-11-06,92,0,14.9,9.2,82,49,3.2,1.6
2018-11-07,100,0,15.6,13.5,88,72,13.0,4.1
2018-11-08,100,0,16.1,11.6,98,57,6.5,5.2
2018-11-09,20,0,13.9,9.1,94,42,9.7,5.3
2018-11-10,100,30,15.0,10.0,87,64,12.2,6.9
2018-11-11,100,0,15.6,11.3,82,69,28.8,13.8
2018-11-12,41,7,17.3,15.7,88,76,14.0,7.9
2018-11-13,74,17,17.8,15.5,95,76,5.4,4.4
2018-11-14,50,0,16.6,13.9,95,73,7.9,5.1
2018-11-15,100,31,15.4,12.3,99,66,6.1,2.7
2018-11-16,71,13,16.1,13.9,93,77,6.5,1.4
2018-11-17,100,28,14.2,11.7,91,62,13.3,6.2
2018-11-18,98,0,14.1,10.6,95,53,11.2,3.3
2018-11-19,100,0,14.7,10.3,77,54,28.1,17.1
2018-11-20,100,0,11.4,8.6,81,44,13.0,5.9
2018-11-21,0,0,12.3,7.9,83,50,8.6,4.7
2018-11-22,86,0,15.4,8.2,91,56,10.8,0.7
2018-11-23,100,33,14.0,6.2,85,43,19.1,11.0
2018-11-24,100,43,17.1,12.6,94,76,7.6,0.0
2018-11-25,100,0,12.9,9.5,84,62,11.5,5.9
2018-11-26,100,0,10.9,7.6,88,49,12.6,8.0
2018-11-27,34,0,8.8,4.9,75,47,27.7,16.2
2018-11-28,100,1,9.9,5.8,71,47,24.5,13.2
2018-11-29,84,0,11.0,7.9,83,55,17.3,7.6
2018-11-30,93,0,9.6,4.7,89,42,12.2,6.8
2018-12-01,100,1,11.2,5.1,84,55,12.2,6.6
2018-12-02,100,12,11.2,10.3,84,66,29.2,16.3
2018-12-03,75,4,12.6,9.7,88,57,7.6,3.3
2018-12-04,29,0,12.3,9.3,85,53,12.6,7.2
2018-12-05,4,0,12.9,10.7,84,62,18.0,9.0
2018-12-06,85,0,14.2,9.3,92,52,5.4,2.1
2018-12-07,81,5,13.1,11.7,86,70,28.4,14.4
2018-12-08,68,0,13.1,9.1,92,59,23.0,12.6
2018-12-09,99,0,11.2,8.7,78,58,13.0,7.5
2018-12-10,91,0,10.0,6.0,73,45,23.8,14.5
2018-12-11,77,0,10.6,6.4,84,45,11.5,6.6
2018-12-12,96,0,10.9,7.7,92,54,9.0,3.1
2018-12-13,91,0,9.8,4.2,93,41,11.9,5.1
2018-12-14,100,0,7.9,3.5,79,50,23.8,13.3
2018-12-15,99,3,11.2,4.7,88,48,22.7,13.6
2018-12-16,100,0,10.5,6.2,88,52,10.4,6.9
2018-12-17,40,0,9.9,5.8,73,52,15.1,8.4
2018-12-18,89,0,9.2,6.6,89,50,7.9,0.8
2018-12-19,95,0,8.2,2.9,89,50,2.5,1.1
2018-12-20,96,1,11.7,5.3,89,66,7.2,2.9
2018-12-21,95,0,12.6,10.2,91,70,9.7,3.4
2018-12-22,16,0,9.8,7.5,92,54,5.8,0.5
2018-12-23,1,0,11.3,6.1,91,46,5.0,1.1
2018-12-24,39,0,11.7,6.1,82,46,8.3,4.0
2018-12-25,100,0,12.7,4.0,79,58,14.8,8.4
2018-12-26,96,0,9.1,2.1,71,40,15.1,9.2
2018-12-27,41,0,8.4,4.8,91,51,9.4,1.5
2018-12-28,61,0,9.1,4.5,98,61,8.6,1.9
2018-12-29,89,13,10.6,6.2,92,71,5.8,3.4
2018-12-30,89,1,9.8,6.7,91,55,6.8,4.7
2018-12-31,98,8,10.0,7.3,87,60,18.7,11.6
2019-01-01,76,0,9.6,5.8,87,54,31.0,16.9
2019-01-02,100,1,9.5,4.5,84,41,19.4,10.1
2019-01-03,98,3,8.7,-0.5,75,39,36.0,19.9
2019-01-04,99,14,5.3,0.8,83,46,12.2,5.6
2019-01-05,99,0,5.3,0.2,89,43,16.2,7.9
2019-01-06,100,10,9.4,3.9,78,56,22.0,7.5
2019-01-07,82,18,10.2,8.0,92,70,9.4,5.4
2019-01-08,100,5,9.2,4.3,92,47,8.6,5.8
2019-01-09,100,1,5.8,2.7,73,51,26.3,15.9
2019-01-10,100,1,7.1,1.9,85,44,22.7,11.2
2019-01-11,100,7,6.1,3.9,82,67,22.0,12.2
2019-01-12,90,4,4.8,0.5,78,45,36.0,21.1
2019-01-13,98,14,6.7,4.2,80,53,28.4,15.5
2019-01-14,96,1,9.2,3.8,76,41,28.1,16.4
2019-01-15,16,0,9.1,7.0,76,53,19.4,11.5
2019-01-16,100,0,9.0,5.7,92,48,7.6,1.3
2019-01-17,98,0,10.1,6.5,94,62,10.4,3.9
2019-01-18,39,0,9.3,4.0,96,59,8.3,3.9
2019-01-19,95,0,9.8,7.3,93,66,5.8,3.3
2019-01-20,95,0,9.1,3.6,96,46,7.2,4.7
2019-01-21,98,0,9.3,2.5,73,45,18.7,6.1
2019-01-22,100,0,8.9,4.5,91,52,13.7,5.6
2019-01-23,100,0,6.1,0.5,93,38,11.5,6.8
2019-01-24,100,2,6.1,-3.9,81,33,33.5,18.5
2019-01-25,99,0,7.1,2.5,81,49,36.7,21.4
2019-01-26,97,1,5.9,2.3,77,45,28.4,16.8
2019-01-27,93,0,6.8,2.6,83,36,21.2,9.3
2019-01-28,100,4,7.7,1.9,79,41,12.6,6.8
2019-01-29,100,0,4.9,0.5,78,43,22.7,12.3
2019-01-30,100,0,6.0,1.4,76,41,13.0,6.4
2019-01-31,97,0,6.6,3.4,82,38,15.5,8.9
2019-02-01,55,0,6.7,0.4,70,32,25.2,15.3
2019-02-02,100,6,12.5,-0.1,89,29,14.4,6.9
2019-02-03,98,0,6.9,2.8,89,53,10.8,5.4
2019-02-04,99,23,8.6,4.3,88,64,42.1,24.7
2019-02-05,100,9,10.2,6.8,88,69,62.6,37.3
2019-02-06,33,0,8.0,5.8,78,53,34.6,19.5
2019-02-07,99,3,9.9,7.3,89,67,13.0,5.9
2019-02-08,74,0,10.3,5.0,87,57,10.4,3.4
2019-02-09,62,0,10.0,7.6,90,65,7.9,4.5
2019-02-10,0,0,9.9,3.8,90,41,12.6,6.1
2019-02-11,100,0,10.7,3.8,81,52,10.4,6.1
2019-02-12,100,1,4.7,0.7,66,40,37.8,21.5
2019-02-13,45,0,7.4,4.6,79,50,36.7,22.2
2019-02-14,77,0,8.5,2.7,84,48,21.6,8.1
2019-02-15,35,0,9.0,6.1,92,59,13.7,6.7
2019-02-16,46,0,9.1,4.6,81,54,11.2,6.5
2019-02-17,71,0,7.3,4.4,88,52,9.7,1.4
2019-02-18,100,0,7.6,3.8,87,43,17.3,10.0
2019-02-19,97,0,10.7,4.8,96,56,12.2,4.9
2019-02-20,100,0,12.3,6.9,99,78,5.8,1.8
2019-02-21,100,0,11.2,7.8,99,65,4.7,1.1
2019-02-22,100,0,9.2,6.1,93,62,13.7,8.1
2019-02-23,86,6,8.7,-0.5,83,42,32.4,19.4
2019-02-24,100,29,5.6,0.1,67,50,60.8,34.2
2019-02-25,85,1,6.1,1.0,77,47,31.0,11.8
2019-02-26,100,0,7.2,2.2,93,45,7.2,3.7
2019-02-27,37,0,8.2,5.3,92,52,13.3,7.9
2019-02-28,21,0,10.4,6.8,92,61,7.6,4.7
2019-03-01,2,0,9.7,5.7,94,45,11.5,6.8
2019-03-02,1,0,9.0,5.2,74,50,21.2,12.1
2019-03-03,80,0,9.5,5.4,82,43,19.4,10.9
2019-03-04,2,0,9.9,6.3,87,52,12.2,1.0
2019-03-05,20,0,10.9,4.8,88,51,11.9,2.5
2019-03-06,76,0,11.9,2.6,98,32,7.2,5.8
2019-03-07,85,0,10.7,-1.1,82,21,14.0,5.7
2019-03-08,99,0,13.2,6.1,93,67,9.7,5.5
2019-03-09,13,0,12.9,8.9,93,67,25.6,14.2
2019-03-10,84,0,11.3,6.4,90,50,10.4,5.4
2019-03-11,100,0,10.8,5.6,92,50,7.2,3.3
2019-03-12,60,0,7.6,0.8,72,38,30.6,16.3
2019-03-13,60,0,10.7,1.8,82,34,11.2,4.7
2019-03-14,100,0,11.3,1.8,87,36,32.0,16.7
2019-03-15,99,0,8.7,6.3,76,47,25.6,14.7
2019-03-16,1,0,9.5,3.7,78,34,7.9,2.5
2019-03-17,0,0,12.3,0.7,95,32,3.2,1.4
2019-03-18,16,0,12.7,-0.3,93,30,13.7,7.2
2019-03-19,89,2,8.4,4.9,77,46,37.8,22.2
2019-03-20,100,21,12.3,6.8,93,62,35.6,16.6
2019-03-21,100,7,12.4,8.0,96,59,13.7,2.5
2019-03-22,100,28,11.1,8.7,92,81,8.6,5.5
2019-03-23,100,0,12.8,8.4,96,79,10.4,3.1
2019-03-24,11,0,11.4,8.8,96,59,11.5,6.1
2019-03-25,72,0,13.2,8.1,93,63,9.4,4.2
2019-03-26,100,0,12.8,7.4,92,49,9.4,3.4
2019-03-27,100,21,9.9,6.9,87,63,9.7,4.0
2019-03-28,44,3,10.5,7.7,84,61,38.5,21.9
2019-03-29,46,0,10.4,8.2,87,59,24.8,13.3
2019-03-30,36,0,10.0,7.8,92,65,9.7,5.7
2019-03-31,100,28,10.9,7.7,95,61,7.6,4.7
2019-04-01,100,97,11.8,6.8,90,64,12.2,7.1
2019-04-02,100,1,11.9,8.8,92,61,7.6,3.9
2019-04-03,100,7,12.4,8.9,84,50,20.9,12.1
2019-04-04,100,50,16.1,11.4,95,52,8.6,2.5
2019-04-05,100,0,14.2,8.1,93,68,28.4,16.2
2019-04-06,96,0,12.0,6.7,94,51,13.7,1.3
2019-04-07,100,0,10.8,5.4,94,41,9.7,3.4
2019-04-08,43,0,9.6,5.9,82,48,14.8,1.9
2019-04-09,96,5,13.5,7.9,93,56,5.8,1.5
2019-04-10,100,1,12.8,8.3,96,52,7.6,1.9
2019-04-11,74,0,12.1,8.3,91,57,6.1,0.8
2019-04-12,57,0,11.2,5.7,80,40,18.4,7.7
2019-04-13,62,0,10.2,6.5,77,51,19.4,11.4
2019-04-14,99,0,10.4,5.0,74,45,9.7,2.6
2019-04-15,100,0,11.2,6.1,84,51,25.9,12.4
2019-04-16,94,0,12.7,10.1,95,57,5.8,4.0
2019-04-17,76,0,14.3,12.2,98,76,4.7,1.0
2019-04-18,100,0,14.1,12.2,99,61,9.7,5.6
2019-04-19,100,24,13.4,12.6,88,70,31.7,19.0
2019-04-20,100,20,12.8,11.9,85,67,34.9,18.9
2019-04-21,99,0,13.7,12.2,79,63,34.9,19.0
2019-04-22,100,0,14.7,6.0,91,23,25.6,7.1
2019-04-23,76,0,18.3,6.4,94,27,10.1,2.3
2019-04-24,100,0,16.1,13.5,100,72,8.3,3.7
2019-04-25,97,0,15.7,14.4,97,76,8.3,4.0
2019-04-26,100,0,16.0,12.7,100,66,5.8,0.8
2019-04-27,37,0,12.4,8.9,75,51,34.6,20.3
2019-04-28,0,0,14.0,9.5,89,54,8.6,4.8
2019-04-29,47,0,14.0,10.0,91,51,9.0,4.5
2019-04-30,100,12,13.9,10.1,95,63,7.2,1.3
2019-05-01,71,0,13.1,5.7,89,41,11.5,4.7
2019-05-02,98,0,13.8,10.1,97,49,6.8,3.8
2019-05-03,100,0,15.0,11.0,86,68,8.6,3.7
2019-05-04,98,0,15.0,9.7,90,46,30.6,15.9
2019-05-05,95,0,12.2,3.2,72,30,13.0,4.0
2019-05-06,71,0,9.4,2.3,72,28,17.6,8.2
2019-05-07,47,0,11.2,7.8,83,49,9.4,4.3
2019-05-08,100,0,12.9,9.4,89,37,7.9,4.7
2019-05-09,82,0,15.9,12.2,90,46,6.8,2.0
2019-05-10,86,0,15.7,13.1,86,52,9.7,5.4
2019-05-11,100,0,15.7,9.3,84,27,12.6,7.5
2019-05-12,100,0,15.3,4.0,85,31,14.8,10.2
2019-05-13,100,0,11.7,5.1,81,35,34.2,18.7
2019-05-14,100,6,13.3,8.5,90,50,13.3,5.5
2019-05-15,100,0,14.8,8.9,94,44,10.1,5.6
2019-05-16,44,0,14.3,5.3,86,36,15.5,6.4
2019-05-17,92,0,16.0,10.1,96,34,7.9,3.2
2019-05-18,100,0,15.3,12.0,89,59,27.4,15.0
2019-05-19,100,2,14.1,8.7,83,48,11.5,4.7
2019-05-20,96,0,14.4,5.9,83,36,4.0,0.5
2019-05-21,100,0,14.6,10.3,93,42,8.6,4.6
2019-05-22,100,16,14.2,9.6,81,40,8.6,4.0
2019-05-23,97,0,15.5,7.6,95,38,10.1,3.3
2019-05-24,100,0,14.7,9.3,86,32,9.7,5.8
2019-05-25,100,91,17.2,14.3,95,70,7.9,2.9
2019-05-26,100,82,17.3,12.0,94,52,22.3,14.3
2019-05-27,100,0,13.7,10.5,81,52,24.5,14.6
2019-05-28,69,0,14.6,10.4,77,43,18.4,5.2
2019-05-29,98,0,16.2,11.7,85,64,11.2,6.1
2019-05-30,73,0,15.0,10.5,88,48,13.0,5.7
2019-05-31,7,0,16.0,12.9,87,59,16.2,9.8
2019-06-01,52,0,15.7,13.7,91,65,19.4,11.6
2019-06-02,13,0,15.0,7.6,90,37,10.8,6.2
2019-06-03,0,0,12.4,9.7,74,38,12.6,4.6
2019-06-04,54,0,13.5,8.9,80,29,9.4,5.5
2019-06-05,74,0,18.7,8.0,85,21,14.4,2.9
2019-06-06,100,11,18.7,15.8,90,62,8.3,4.0
2019-06-07,23,0,19.0,14.8,96,45,4.7,0.7
2019-06-08,0,0,16.2,12.3,64,33,2.5,1.3
2019-06-09,39,0,16.1,9.9,72,20,10.8,5.8
2019-06-10,100,0,19.9,12.2,88,27,11.5,7.1
2019-06-11,100,1,20.1,17.8,92,55,17.3,8.4
2019-06-12,34,0,19.3,16.8,91,59,30.2,16.1
2019-06-13,100,0,20.4,18.1,94,67,7.2,2.7
2019-06-14,100,0,20.7,18.1,96,53,5.8,0.8
2019-06-15,98,0,20.1,16.7,92,58,18.4,10.0
2019-06-16,88,0,19.0,17.1,88,54,19.1,10.1
2019-06-17,100,0,19.0,16.4,87,55,19.4,11.1
2019-06-18,1,0,18.7,14.8,85,49,10.4,4.3
2019-06-19,93,0,18.8,14.5,95,42,6.1,2.0
2019-06-20,100,22,20.7,16.7,91,45,7.6,4.3
2019-06-21,100,0,20.1,16.4,77,36,11.5,6.5
2019-06-22,92,0,17.9,13.6,57,28,11.2,5.7
2019-06-23,19,0,21.8,13.3,96,29,5.4,2.6
2019-06-24,0,0,21.3,8.7,84,15,9.7,6.4
2019-06-25,2,0,22.8,18.9,95,65,10.8,3.3
2019-06-26,100,0,22.8,19.2,100,60,5.0,1.4
2019-06-27,21,0,22.4,17.8,96,50,7.2,3.6
2019-06-28,4,0,22.9,17.3,94,48,10.8,4.0
2019-06-29,92,0,22.2,15.3,84,42,6.1,1.6
2019-06-30,2,0,23.3,21.0,94,63,8.6,5.0
2019-07-01,50,0,23.6,19.9,97,59,6.8,4.7
2019-07-02,57,0,23.0,18.3,93,51,6.5,3.2
2019-07-03,15,0,20.3,13.1,83,30,12.6,5.1
2019-07-04,53,0,17.0,11.0,62,21,17.6,10.0
2019-07-05,19,0,18.6,13.8,63,27,6.1,2.5
2019-07-06,19,0,23.2,18.4,91,47,8.3,4.2
2019-07-07,94,0,22.1,13.4,74,29,8.6,4.7
2019-07-08,51,0,24.0,13.0,85,26,7.9,4.3
2019-07-09,34,0,17.5,7.6,42,13,14.8,7.0
2019-07-10,35,0,23.8,15.7,79,39,7.6,1.5
2019-07-11,3,0,23.8,18.4,88,52,15.5,7.3
2019-07-12,36,0,23.9,16.1,89,42,13.0,5.6
2019-07-13,0,0,23.3,15.8,75,34,7.6,3.9
2019-07-14,94,0,24.9,15.6,93,40,10.1,5.4
2019-07-15,70,0,22.9,16.3,84,40,25.6,9.4
2019-07-16,94,0,19.3,12.6,69,32,22.0,12.6
2019-07-17,19,0,19.7,13.7,76,39,16.9,8.5
2019-07-18,100,0,21.8,17.8,90,45,4.3,0.5
2019-07-19,13,0,22.6,14.4,84,39,6.5,5.0
2019-07-20,5,0,21.8,17.3,92,45,7.6,4.1
2019-07-21,5,0,21.5,16.7,83,42,9.0,4.9
2019-07-22,0,0,22.0,16.5,90,43,4.3,1.8
2019-07-23,10,0,23.7,14.9,98,37,4.0,0.8
2019-07-24,100,0,23.6,15.5,100,40,7.2,1.8
2019-07-25,2,0,24.2,18.6,99,49,3.6,0.5
2019-07-26,40,0,22.1,14.0,87,27,10.4,5.8
2019-07-27,66,0,24.7,11.2,85,17,12.2,6.9
2019-07-28,0,0,23.7,11.4,86,29,18.7,10.1
2019-07-29,17,0,21.7,17.0,76,45,16.6,9.4
2019-07-30,100,0,22.7,19.2,91,54,4.0,1.5
2019-07-31,96,0,22.5,15.3,80,39,9.0,3.7
2019-08-01,12,0,23.0,13.6,88,29,3.2,1.8
2019-08-02,50,0,16.8,7.2,49,13,16.2,9.4
2019-08-03,46,0,23.4,15.5,75,41,7.9,4.7
2019-08-04,76,0,23.4,11.2,87,27,6.8,3.6
2019-08-05,25,0,23.8,18.0,89,45,7.6,4.0
2019-08-06,20,0,23.3,18.2,93,40,6.5,4.1
2019-08-07,100,0,21.0,10.9,71,16,17.3,5.8
2019-08-08,96,0,24.2,12.8,77,35,10.4,5.7
2019-08-09,0,0,23.8,20.2,82,52,16.6,9.8
2019-08-10,62,0,24.7,22.5,92,64,5.0,2.5
2019-08-11,41,0,24.7,18.7,99,48,5.0,0.4
2019-08-12,100,0,24.8,19.3,99,45,1.8,1.1
2019-08-13,26,0,25.6,19.8,91,48,13.3,7.2
2019-08-14,11,0,19.3,15.1,63,39,37.8,19.2
2019-08-15,3,0,19.2,15.3,76,41,32.0,17.0
2019-08-16,8,0,22.0,16.1,79,42,9.0,3.3
2019-08-17,23,0,22.1,17.4,85,48,6.8,3.9
2019-08-18,11,0,22.5,19.7,93,48,7.2,4.0
2019-08-19,22,0,22.4,19.8,84,47,14.0,8.0
2019-08-20,11,0,22.3,18.2,79,45,16.6,7.4
2019-08-21,45,0,22.2,19.6,82,55,10.1,4.0
2019-08-22,67,0,22.8,19.2,93,51,5.8,3.1
2019-08-23,64,0,22.8,18.1,90,46,6.5,2.9
2019-08-24,74,0,23.4,20.1,94,52,6.5,1.9
2019-08-25,51,5,23.8,17.6,93,43,4.3,2.5
2019-08-26,60,1,23.9,21.0,88,52,1.4,0.7
2019-08-27,41,0,23.3,18.1,90,38,6.8,4.0
2019-08-28,95,6,23.9,17.7,85,38,11.5,6.1
2019-08-29,95,10,23.7,21.6,85,65,16.9,7.4
2019-08-30,85,6,23.3,19.4,88,57,10.8,4.1
2019-08-31,100,19,22.3,21.7,92,70,7.6,2.9
2019-09-01,100,44,22.6,20.0,93,73,11.2,0.5
2019-09-02,100,12,21.6,19.5,93,73,15.8,7.3
2019-09-03,31,0,21.6,18.4,84,53,24.8,13.9
2019-09-04,38,0,20.9,18.1,80,56,22.7,11.2
2019-09-05,40,0,21.0,17.1,84,50,18.0,8.7
2019-09-06,38,0,19.5,14.3,84,41,23.4,13.4
2019-09-07,87,0,20.2,15.6,82,47,11.5,6.1
2019-09-08,99,8,20.8,17.0,90,45,7.2,2.2
2019-09-09,100,11,21.9,20.4,93,69,7.9,4.8
2019-09-10,100,1,21.9,20.1,95,65,9.7,2.5
2019-09-11,100,0,21.9,19.9,100,69,5.4,2.3
2019-09-12,95,2,23.3,21.3,90,71,14.4,5.8
2019-09-13,83,0,22.7,20.3,94,64,8.3,4.8
2019-09-14,91,3,23.1,20.5,99,63,7.6,4.0
2019-09-15,100,1,21.1,18.5,89,54,9.0,5.2
2019-09-16,88,0,19.9,17.7,82,45,19.4,11.0
2019-09-17,45,0,22.4,20.0,89,51,14.4,2.3
2019-09-18,100,0,25.0,20.6,95,54,7.6,3.0
2019-09-19,71,0,24.8,18.8,90,43,6.1,2.4
2019-09-20,100,1,25.3,21.8,95,68,19.8,9.7
2019-09-21,100,39,24.6,22.9,93,61,10.1,6.5
2019-09-22,100,9,24.5,19.8,94,47,4.0,1.9
2019-09-23,93,0,23.4,21.5,88,73,12.6,4.1
2019-09-24,83,0,21.3,17.4,85,54,7.9,4.7
2019-09-25,73,0,21.6,17.0,94,46,8.3,3.1
2019-09-26,87,0,23.0,17.0,94,55,6.5,3.8
2019-09-27,2,0,20.3,17.0,84,58,10.1,4.8
2019-09-28,1,0,20.7,17.7,89,51,7.2,4.1
2019-09-29,17,0,21.6,18.3,91,55,7.9,2.2
2019-09-30,28,0,22.0,19.5,95,64,5.4,3.1
2019-10-01,8,0,20.9,15.7,93,45,10.1,3.6
2019-10-02,97,0,20.6,14.5,88,41,14.8,7.7
2019-10-03,96,2,18.5,10.9,80,36,38.2,22.3
2019-10-04,17,0,15.9,9.6,67,33,13.7,6.8
2019-10-05,25,0,19.3,6.3,80,27,6.8,5.1
2019-10-06,29,0,19.5,13.1,89,42,6.5,4.0
2019-10-07,100,0,17.0,10.7,90,35,18.0,8.7
2019-10-08,99,3,18.5,14.9,87,58,54.7,30.3
2019-10-09,100,24,19.8,16.9,91,73,23.4,13.7
2019-10-10,97,0,19.7,16.7,90,66,28.8,16.5
2019-10-11,29,0,17.8,15.3,86,59,10.1,4.8
2019-10-12,79,0,19.8,16.3,93,64,6.1,3.0
2019-10-13,100,1,20.1,17.2,96,54,11.5,6.3
2019-10-14,88,0,21.0,16.8,95,51,15.1,8.6
2019-10-15,99,0,21.1,18.0,94,60,10.8,5.4
2019-10-16,74,12,20.4,16.4,93,63,7.6,1.6
2019-10-17,67,0,19.8,16.6,98,58,5.8,2.9
2019-10-18,75,0,22.1,18.2,97,67,10.4,2.2
2019-10-19,6,0,20.0,13.1,95,37,10.8,6.2
2019-10-20,33,0,21.1,18.7,95,56,11.2,5.4
2019-10-21,83,0,21.3,18.7,95,61,11.9,6.6
2019-10-22,91,5,20.4,19.3,91,67,15.5,8.2
2019-10-23,97,0,20.5,19.1,87,63,25.6,15.3
2019-10-24,100,17,20.7,13.6,91,57,14.4,3.4
2019-10-25,44,1,16.2,11.6,90,52,7.6,4.0
2019-10-26,100,33,16.6,10.7,90,53,7.2,3.1
2019-10-27,100,21,17.7,15.6,96,75,9.4,2.3
2019-10-28,100,28,18.5,17.5,94,82,10.8,5.8
2019-10-29,87,24,17.9,16.8,90,78,18.4,9.6
2019-10-30,95,39,17.6,16.2,92,69,9.0,5.1
2019-10-31,100,0,17.4,15.4,92,63,9.7,1.4
2019-11-01,100,3,16.9,13.7,92,60,9.4,5.1
2019-11-02,85,0,15.1,11.8,83,47,14.0,6.1
2019-11-03,100,0,15.4,11.6,72,44,26.3,15.6
2019-11-04,98,0,16.8,12.4,86,50,16.6,5.8
2019-11-05,44,0,17.9,11.2,88,43,13.0,9.2
2019-11-06,100,1,16.7,12.8,81,72,24.5,11.2
2019-11-07,77,0,12.8,8.9,84,47,6.1,2.8
2019-11-08,93,0,12.7,8.0,80,42,12.2,3.7
2019-11-09,100,0,11.6,3.8,77,36,12.2,5.9
2019-11-10,100,0,6.6,4.3,72,36,19.8,10.5
2019-11-11,100,90,10.9,4.5,82,46,8.3,4.1
2019-11-12,100,0,10.9,6.0,89,59,9.0,4.8
2019-11-13,99,0,8.3,6.0,70,48,27.0,13.2
2019-11-14,91,0,10.8,7.3,73,52,14.8,4.4
2019-11-15,100,0,10.4,7.3,75,43,15.8,6.8
2019-11-16,97,1,15.0,6.4,79,48,9.7,5.1
2019-11-17,99,0,10.3,5.6,86,49,10.8,4.3
2019-11-18,96,0,8.2,1.9,82,41,11.5,6.6
2019-11-19,100,0,8.3,1.7,78,48,21.2,11.8
2019-11-20,63,0,8.9,4.8,83,41,16.2,6.6
2019-11-21,97,0,8.9,4.2,83,38,14.8,6.5
2019-11-22,100,0,6.8,1.7,65,38,21.2,12.2
2019-11-23,100,2,10.1,1.4,88,31,20.5,6.4
2019-11-24,99,0,10.6,6.2,89,46,18.7,11.6
2019-11-25,92,0,9.4,5.4,70,47,31.0,18.8
2019-11-26,66,0,11.7,9.3,82,58,10.4,6.1
2019-11-27,54,0,12.1,8.8,88,44,6.8,3.7
2019-11-28,80,0,14.4,9.0,89,62,7.6,3.6
2019-11-29,10,0,15.7,9.2,89,54,6.1,1.1
2019-11-30,16,0,12.6,10.3,87,62,6.5,5.4
2019-12-01,100,0,14.1,10.4,94,60,10.1,6.1
2019-12-02,98,0,16.3,11.6,96,66,9.7,6.4
2019-12-03,100,0,15.5,11.5,99,78,7.6,3.9
2019-12-04,100,0,16.1,9.8,96,76,9.0,4.1
2019-12-05,81,0,13.2,8.8,90,50,10.1,2.9
2019-12-06,82,0,12.5,7.2,94,43,8.3,3.3
2019-12-07,98,0,15.2,7.7,93,71,6.8,2.6
2019-12-08,100,1,14.5,11.8,93,64,11.2,6.5
2019-12-09,100,9,13.6,8.7,88,55,33.5,17.8
2019-12-10,99,4,8.8,2.3,81,42,35.3,19.4
2019-12-11,92,0,9.6,2.4,82,40,23.8,14.3
2019-12-12,100,0,8.9,3.9,76,46,23.4,14.2
2019-12-13,100,1,8.7,3.1,71,47,19.4,11.5
2019-12-14,47,0,11.6,9.1,75,54,24.8,12.8
2019-12-15,98,5,11.0,8.3,88,49,10.4,5.8
2019-12-16,83,0,12.3,7.7,85,45,27.4,17.1
2019-12-17,100,1,14.2,11.7,89,67,21.6,12.6
