date,weather_code,temperature_2m_max  (°C),temperature_2m_min  (°C),temperature_2m_mean  (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (mm),precipitation_hours (hour),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h)
2000-01-01,51.0,12.841,6.491,9.49725,35240.28,29380.857,0.3,0.3,0.0,1.0,22.862125,39.239998
2000-01-02,53.0,12.540999,7.541,9.730584,35278.86,31600.023,2.5,2.5,0.0,6.0,23.177402,44.639996
2000-01-03,3.0,13.891,8.540999,10.686835,35320.746,31651.047,0.0,0.0,0.0,0.0,16.055353,29.88
2000-01-04,2.0,14.240999,5.191,9.376416,35365.832,31703.68,0.0,0.0,0.0,0.0,11.988594,24.84
2000-01-05,2.0,14.341,6.991,10.193084,35414.023,31757.799,0.0,0.0,0.0,0.0,11.570515,21.24
2000-01-06,3.0,14.240999,7.6410003,10.665999,35465.23,31813.277,0.0,0.0,0.0,0.0,12.397806,22.68
2000-01-07,51.0,14.091,7.3910003,10.334751,35519.35,28885.824,0.5,0.5,0.0,2.0,7.289445,15.84
2000-01-08,2.0,14.941,5.1410003,9.588916,35576.297,31927.795,0.0,0.0,0.0,0.0,10.182337,18.359999
2000-01-09,2.0,14.490999,2.7410002,8.780583,35635.957,31992.922,0.0,0.0,0.0,0.0,10.028439,16.919998
2000-01-10,51.0,14.341,6.541,9.934751,35698.25,32046.207,0.5,0.5,0.0,4.0,8.534353,16.919998
2000-01-11,53.0,13.740999,6.341,9.299334,35763.07,32106.555,0.9,0.9,0.0,2.0,9.793058,20.16
2000-01-12,3.0,13.191,5.191,9.059751,35830.33,32167.488,0.0,0.0,0.0,0.0,17.287498,29.16
2000-01-13,0.0,13.290999,4.791,8.947251,35899.926,32233.61,0.0,0.0,0.0,0.0,12.783802,25.199999
2000-01-14,0.0,14.790999,2.891,8.716,35971.766,32294.605,0.0,0.0,0.0,0.0,8.766573,17.64
2000-01-15,1.0,15.941,2.191,8.801417,36045.758,32392.75,0.0,0.0,0.0,0.0,10.086427,14.759999
2000-01-16,2.0,14.441,7.041,10.118083,36121.805,32401.904,0.0,0.0,0.0,0.0,25.233404,43.56
2000-01-17,3.0,15.141,7.441,10.763917,36199.824,32441.537,0.0,0.0,0.0,0.0,29.01966,50.76
2000-01-18,51.0,15.441,7.041,10.909749,36279.855,26107.742,0.90000004,0.90000004,0.0,5.0,22.392464,37.079998
2000-01-19,55.0,12.240999,9.091,10.653501,36362.777,21174.5,6.799999,6.799999,0.0,17.0,26.368616,40.68
2000-01-20,51.0,12.141,5.941,9.440999,36448.63,30739.139,1.0,1.0,0.0,6.0,10.799999,19.08
2000-01-21,3.0,14.391,5.841,9.457666,36537.27,31870.584,0.0,0.0,0.0,0.0,16.394829,32.039997
2000-01-22,51.0,15.990999,4.291,9.320167,36628.535,29894.89,0.1,0.1,0.0,1.0,26.66188,48.239998
2000-01-23,2.0,13.591,6.441,9.426417,36722.277,32496.363,0.0,0.0,0.0,0.0,22.565422,42.48
2000-01-24,3.0,13.540999,4.8910003,9.195167,36818.36,32400.0,0.0,0.0,0.0,0.0,15.03835,24.84
2000-01-25,51.0,15.691,6.291,11.063918,36916.625,32498.586,0.1,0.1,0.0,1.0,13.679999,23.039999
2000-01-26,51.0,14.941,8.740999,11.601417,37016.934,32400.0,0.5,0.5,0.0,4.0,11.542478,20.880001
2000-01-27,3.0,17.291,8.641,11.836831,37119.145,29532.13,0.0,0.0,0.0,0.0,20.60823,35.28
2000-01-28,3.0,17.241,5.1410003,11.080583,37223.113,32667.273,0.0,0.0,0.0,0.0,11.183201,21.96
2000-01-29,3.0,17.691,8.790999,12.532665,37328.707,32571.51,0.0,0.0,0.0,0.0,22.380884,39.239998
2000-01-30,2.0,17.541,9.740999,12.784748,37435.793,32904.613,0.0,0.0,0.0,0.0,14.986553,29.16
2000-01-31,3.0,20.441,4.791,12.226417,37544.234,32813.473,0.0,0.0,0.0,0.0,9.346143,16.199999
2000-02-01,3.0,20.341,5.791,12.395165,37653.902,32742.254,0.0,0.0,0.0,0.0,8.350138,11.879999
2000-02-02,3.0,18.341,9.191,13.613915,37764.668,32922.477,0.0,0.0,0.0,0.0,20.61766,37.079998
2000-02-03,51.0,16.341,11.540999,13.4535,37876.406,32946.754,0.2,0.2,0.0,2.0,30.500309,55.8
2000-02-04,1.0,14.441,8.841,11.936833,37988.996,33982.473,0.0,0.0,0.0,0.0,22.55106,37.8
2000-02-05,1.0,14.740999,5.791,9.951417,38102.316,33925.99,0.0,0.0,0.0,0.0,10.086427,21.24
2000-02-06,0.0,16.140999,4.091,9.978499,38216.242,34453.004,0.0,0.0,0.0,0.0,10.028439,22.319998
2000-02-07,3.0,16.741,8.141,12.049333,38330.82,30757.219,0.0,0.0,0.0,0.0,26.099379,47.88
2000-02-08,3.0,19.741,10.591,14.401416,38447.164,33913.875,0.0,0.0,0.0,0.0,29.810522,48.239998
2000-02-09,53.0,13.691,10.641,11.768082,38565.348,33076.543,1.3000001,1.3000001,0.0,4.0,39.80565,76.32
2000-02-10,2.0,14.191,9.790999,11.9159975,38685.254,34014.8,0.0,0.0,0.0,0.0,34.38895,57.96
2000-02-11,3.0,16.640999,5.8910003,11.297249,38806.74,34013.754,0.0,0.0,0.0,0.0,11.753877,20.880001
2000-02-12,51.0,15.441,10.240999,12.097251,38929.664,34301.7,0.5,0.5,0.0,2.0,29.827904,52.92
2000-02-13,3.0,16.640999,10.641,12.94933,39053.91,33200.727,0.0,0.0,0.0,0.0,25.772078,47.16
2000-02-14,3.0,18.491,8.341,13.230582,39179.344,34232.062,0.0,0.0,0.0,0.0,16.641972,33.12
2000-02-15,3.0,21.741,9.441,14.924335,39305.844,36221.53,0.0,0.0,0.0,0.0,16.992609,30.960001
2000-02-16,55.0,16.091,11.990999,13.307667,39433.285,35775.434,1.5,1.5,0.0,3.0,27.890127,51.12
2000-02-17,51.0,15.391,9.891,12.4785,39561.543,36238.133,1.3000001,1.3000001,0.0,5.0,33.667217,56.519997
2000-02-18,0.0,22.791,8.490999,14.55975,39690.504,36626.074,0.0,0.0,0.0,0.0,18.328207,34.56
2000-02-19,3.0,20.241,8.641,14.143083,39820.05,36761.926,0.0,0.0,0.0,0.0,24.962307,44.639996
2000-02-20,3.0,16.091,10.191,12.624333,39950.062,34714.297,0.0,0.0,0.0,0.0,27.381306,50.399998
2000-02-21,3.0,16.241,6.591,11.338917,40080.434,37034.418,0.0,0.0,0.0,0.0,13.281023,22.319998
2000-02-22,51.0,15.740999,7.041,11.032666,40211.043,35846.78,1.2,1.2,0.0,5.0,14.277983,23.759998
2000-02-23,53.0,13.790999,8.691,11.015999,40341.79,37307.14,0.9,0.9,0.0,3.0,26.987997,49.32
2000-02-24,51.0,14.841,7.741,11.211833,40472.562,37443.305,1.0,1.0,0.0,5.0,24.162945,43.56
2000-02-25,0.0,19.291,6.591,12.049335,40603.25,37579.19,0.0,0.0,0.0,0.0,16.375053,30.960001
2000-02-26,3.0,19.091,7.3910003,12.541,40733.75,37714.68,0.0,0.0,0.0,0.0,14.154915,27.359999
2000-02-27,3.0,18.191,9.141,12.797249,40864.12,34509.484,0.0,0.0,0.0,0.0,16.09969,29.88
2000-02-28,3.0,19.140999,8.091,13.276416,40995.41,36843.883,0.0,0.0,0.0,0.0,22.218153,38.88
2000-02-29,3.0,23.741,10.691,16.128498,41127.742,37368.258,0.0,0.0,0.0,0.0,23.795427,42.839996
2000-03-01,1.0,18.291,10.641,14.178498,41261.008,38259.562,0.0,0.0,0.0,0.0,38.175278,66.6
2000-03-02,0.0,17.140999,8.691,12.50975,41395.117,38397.64,0.0,0.0,0.0,0.0,23.1774,40.32
2000-03-03,0.0,22.640999,7.941,14.268085,41529.953,38536.273,0.0,0.0,0.0,0.0,16.267857,29.88
2000-03-04,2.0,20.741,10.141,14.7597475,41665.43,38675.367,0.0,0.0,0.0,0.0,19.914217,37.079998
2000-03-05,2.0,17.591,9.191,13.032666,41801.434,38814.81,0.0,0.0,0.0,0.0,16.92383,29.88
2000-03-06,3.0,20.041,7.691,13.526414,41937.875,38954.5,0.0,0.0,0.0,0.0,23.023119,38.16
2000-03-07,3.0,19.741,10.141,14.272251,42074.664,39094.34,0.0,0.0,0.0,0.0,18.806337,32.399998
2000-03-08,2.0,17.691,9.091,13.20975,42211.695,39234.23,0.0,0.0,0.0,0.0,19.110542,34.56
2000-03-09,0.0,21.291,7.691,14.386832,42348.867,39322.652,0.0,0.0,0.0,0.0,10.464797,22.319998
2000-03-10,0.0,23.791,8.891,16.745167,42486.105,39376.227,0.0,0.0,0.0,0.0,12.661564,26.28
2000-03-11,0.0,25.041,8.591,16.434752,42623.297,39429.473,0.0,0.0,0.0,0.0,15.844089,29.88
2000-03-12,3.0,22.140999,9.290999,15.466,42760.35,39482.4,0.0,0.0,0.0,0.0,18.681883,32.399998
2000-03-13,3.0,19.691,12.441,15.174333,42897.184,33132.324,0.0,0.0,0.0,0.0,19.770523,38.519997
2000-03-14,3.0,18.991,11.391,14.807664,43033.695,34284.8,0.0,0.0,0.0,0.0,14.48972,29.519999
2000-03-15,51.0,18.341,10.591,14.0826645,43169.79,39600.0,0.3,0.3,0.0,2.0,26.552288,43.199997
2000-03-16,1.0,19.541,10.941,14.509749,43305.375,39629.508,0.0,0.0,0.0,0.0,24.606731,43.92
2000-03-17,2.0,21.140999,8.990999,14.653499,43440.355,39687.71,0.0,0.0,0.0,0.0,14.003028,33.48
2000-03-18,51.0,17.841,8.391,13.32433,43574.793,39684.805,0.2,0.2,0.0,2.0,17.87718,32.399998
2000-03-19,61.0,17.291,10.841,13.653501,43709.645,39604.086,5.6999993,5.6999993,0.0,15.0,20.188908,39.239998
2000-03-20,51.0,20.991,10.540999,15.220164,43845.04,38291.605,0.7,0.7,0.0,5.0,16.24394,30.960001
2000-03-21,51.0,19.691,11.341,14.845165,43980.883,39600.0,0.2,0.2,0.0,1.0,15.463244,31.319998
2000-03-22,3.0,20.991,12.941,15.85975,44117.105,39600.0,0.0,0.0,0.0,0.0,22.065973,40.32
2000-03-23,3.0,23.091,11.391,16.397251,44253.6,39927.652,0.0,0.0,0.0,0.0,15.580141,29.88
2000-03-24,51.0,18.741,11.591,15.095165,44390.305,25222.342,0.1,0.1,0.0,1.0,23.667091,40.32
2000-03-25,3.0,19.191,12.841,15.43475,44527.117,39188.633,0.0,0.0,0.0,0.0,32.409996,53.639996
2000-03-26,2.0,21.841,8.990999,15.701417,44663.96,40565.074,0.0,0.0,0.0,0.0,19.171478,39.239998
2000-03-27,51.0,20.791,13.441,16.691,44800.742,20600.805,1.5000001,1.5000001,0.0,6.0,26.250393,48.6
2000-03-28,3.0,20.491,10.891,15.674333,44937.38,41055.336,0.0,0.0,0.0,0.0,19.881649,42.48
2000-03-29,3.0,23.041,9.891,16.280582,45073.785,41081.35,0.0,0.0,0.0,0.0,19.8,34.92
2000-03-30,53.0,24.191,12.290999,17.390999,45209.87,34342.645,3.1,3.1,0.0,7.0,18.345877,33.839996
2000-03-31,3.0,21.390999,12.441,16.428501,45345.547,41546.04,0.0,0.0,0.0,0.0,18.861387,34.2
2000-04-01,3.0,22.991,12.290999,17.468084,45480.727,41619.273,0.0,0.0,0.0,0.0,28.227304,51.12
2000-04-02,3.0,31.341,15.290999,22.407667,45615.316,41936.58,0.0,0.0,0.0,0.0,35.364388,65.159996
2000-04-03,2.0,29.841,13.941,19.634748,45749.227,41860.113,0.0,0.0,0.0,0.0,43.921474,77.4
2000-04-04,1.0,23.241,10.641,17.024334,45882.355,42105.418,0.0,0.0,0.0,0.0,25.6233,43.56
2000-04-05,2.0,21.941,11.691,16.27225,46014.62,42273.816,0.0,0.0,0.0,0.0,21.42227,39.6
2000-04-06,1.0,20.691,11.891,15.688915,46145.918,42445.84,0.0,0.0,0.0,0.0,18.584509,34.92
2000-04-07,51.0,19.441,10.341,15.015999,46276.297,33407.055,0.2,0.2,0.0,1.0,19.64558,36.719997
2000-04-08,51.0,19.441,13.591,15.993083,46406.664,30786.69,2.3999999,2.3999999,0.0,10.0,28.017622,52.199997
2000-04-09,3.0,20.941,14.040999,16.763916,46537.137,41500.344,0.0,0.0,0.0,0.0,16.923828,30.599998
2000-04-10,63.0,23.441,11.641,16.574331,46667.637,35126.336,12.900002,12.900002,0.0,7.0,22.26477,41.399998
2000-04-11,3.0,21.791,10.391,16.032663,46798.062,43160.516,0.0,0.0,0.0,0.0,22.415602,36.719997
2000-04-12,3.0,26.791,13.290999,19.478502,46928.34,42504.324,0.0,0.0,0.0,0.0,22.608458,36.36
2000-04-13,1.0,27.640999,15.141,20.376417,47058.375,43650.3,0.0,0.0,0.0,0.0,24.482647,43.56
2000-04-14,0.0,22.291,14.341,17.930582,47188.082,43633.195,0.0,0.0,0.0,0.0,26.882141,48.96
2000-04-15,0.0,26.841,11.641,19.140999,47317.36,43941.21,0.0,0.0,0.0,0.0,28.410364,52.199997
2000-04-16,51.0,20.890999,14.841,17.474337,47446.125,43919.266,0.70000005,0.70000005,0.0,4.0,35.377213,68.4
2000-04-17,3.0,22.890999,12.941,17.380583,47574.28,44120.566,0.0,0.0,0.0,0.0,34.524357,58.679996
2000-04-18,51.0,22.541,12.941,17.563917,47701.73,44324.438,0.1,0.1,0.0,1.0,31.608328,60.479996
2000-04-19,1.0,23.191,13.391,17.97225,47828.37,44530.695,0.0,0.0,0.0,0.0,23.532547,43.199997
2000-04-20,0.0,24.890999,13.990999,19.013918,47954.113,44618.8,0.0,0.0,0.0,0.0,17.935081,34.56
2000-04-21,0.0,27.441,12.141,19.843084,48078.848,44827.43,0.0,0.0,0.0,0.0,16.645864,32.399998
2000-04-22,1.0,28.441,15.391,21.005583,48202.465,43991.355,0.0,0.0,0.0,0.0,24.269983,43.56
2000-04-23,1.0,22.791,14.141,17.893084,48324.875,45001.055,0.0,0.0,0.0,0.0,21.2522,38.16
2000-04-24,3.0,26.640999,12.341,19.063915,48445.953,44761.496,0.0,0.0,0.0,0.0,19.562946,35.28
2000-04-25,2.0,28.091,13.441,19.951418,48565.598,44643.695,0.0,0.0,0.0,0.0,23.363974,43.199997
2000-04-26,3.0,23.491,14.790999,18.899334,48683.707,27335.943,0.0,0.0,0.0,0.0,28.58545,49.32
2000-04-27,3.0,22.541,15.841,18.293083,48800.28,44130.164,0.0,0.0,0.0,0.0,29.834423,52.92
2000-04-28,2.0,23.390999,14.040999,18.101416,48916.21,45208.96,0.0,0.0,0.0,0.0,20.674156,38.16
2000-04-29,1.0,22.741,11.591,17.336832,49031.59,45359.844,0.0,0.0,0.0,0.0,19.45333,37.8
2000-04-30,3.0,22.491,12.191,17.001417,49146.33,45185.97,0.0,0.0,0.0,0.0,17.581125,33.12
2000-05-01,1.0,22.991,11.740999,17.357666,49260.33,45517.516,0.0,0.0,0.0,0.0,18.289274,33.48
2000-05-02,0.0,25.890999,12.141,19.070166,49373.492,45546.344,0.0,0.0,0.0,0.0,18.289274,32.760002
2000-05-03,0.0,25.241,14.540999,19.384752,49485.72,45561.91,0.0,0.0,0.0,0.0,20.523157,38.88
2000-05-04,2.0,26.191,15.191,20.036835,49596.914,44711.31,0.0,0.0,0.0,0.0,25.570139,45.719997
2000-05-05,3.0,26.140999,15.641,20.51808,49706.97,45591.37,0.0,0.0,0.0,0.0,31.311722,50.039997
2000-05-06,3.0,27.291,17.241,21.661837,49815.777,44574.26,0.0,0.0,0.0,0.0,24.336637,42.48
2000-05-07,3.0,29.491,16.791,22.343084,49923.234,44279.81,0.0,0.0,0.0,0.0,22.065973,38.519997
2000-05-08,3.0,26.841,16.991,21.607666,50029.234,44429.81,0.0,0.0,0.0,0.0,24.269983,42.48
2000-05-09,51.0,29.441,19.241,23.528498,50133.67,33625.676,0.3,0.3,0.0,1.0,22.226902,44.639996
2000-05-10,51.0,28.041,18.741,22.597252,50236.418,39475.438,0.1,0.1,0.0,1.0,16.215992,40.32
2000-05-11,53.0,27.291,17.741,21.795164,50337.367,43289.67,1.4000001,1.4000001,0.0,6.0,18.228943,37.8
2000-05-12,51.0,28.791,16.390999,22.02225,50436.406,36000.0,0.7,0.7,0.0,3.0,19.734436,31.319998
2000-05-13,3.0,26.991,16.591,21.79725,50533.41,45059.688,0.0,0.0,0.0,0.0,15.256526,30.960001
2000-05-14,53.0,26.140999,16.890999,21.311832,50628.266,46014.066,0.5,0.5,0.0,1.0,14.77755,27.72
2000-05-15,3.0,26.741,15.141,20.795166,50720.844,45547.25,0.0,0.0,0.0,0.0,17.462784,32.399998
2000-05-16,3.0,27.390999,15.891,21.441,50811.03,39208.31,0.0,0.0,0.0,0.0,22.961115,41.039997
2000-05-17,3.0,28.541,17.140999,22.491003,50898.81,44085.234,0.0,0.0,0.0,0.0,21.407139,38.16
2000-05-18,1.0,26.541,17.041,21.795166,50984.9,45568.914,0.0,0.0,0.0,0.0,14.986553,31.319998
2000-05-19,2.0,29.241,15.841,22.903498,51069.387,46460.45,0.0,0.0,0.0,0.0,16.870138,32.399998
2000-05-20,3.0,34.690998,20.291,26.81392,51152.188,35784.83,0.0,0.0,0.0,0.0,13.556282,39.239998
2000-05-21,51.0,28.741,20.441,24.043085,51233.215,42856.06,0.2,0.2,0.0,2.0,20.674156,36.0
2000-05-22,3.0,27.791,19.841,23.15767,51312.383,40286.766,0.0,0.0,0.0,0.0,17.654686,31.319998
2000-05-23,55.0,24.941,19.041,21.416,51389.613,39411.06,6.7999997,6.7999997,0.0,11.0,19.45333,31.68
2000-05-24,53.0,25.741,17.341,21.347252,51464.812,36441.656,2.3,2.3,0.0,8.0,18.129137,39.239998
2000-05-25,61.0,24.741,18.441,20.9785,51537.9,37753.16,8.6,8.6,0.0,13.0,22.86496,40.32
2000-05-26,51.0,22.390999,17.991,19.918081,51608.78,38658.36,0.5,0.5,0.0,5.0,23.847115,42.48
2000-05-27,1.0,25.140999,17.441,21.040998,51677.37,46879.32,0.0,0.0,0.0,0.0,19.562946,35.64
2000-05-28,2.0,28.890999,15.790999,22.266,51743.58,46699.586,0.0,0.0,0.0,0.0,14.830076,28.44
2000-05-29,0.0,29.491,16.841,23.4535,51807.312,47196.918,0.0,0.0,0.0,0.0,13.746156,28.8
2000-05-30,1.0,29.841,17.841,23.7285,51868.492,47357.13,0.0,0.0,0.0,0.0,16.267857,32.760002
2000-05-31,0.0,30.041,18.791,23.945168,51927.016,47383.957,0.0,0.0,0.0,0.0,21.67786,38.16
2000-06-01,0.0,27.341,17.441,22.305582,51982.797,47259.1,0.0,0.0,0.0,0.0,16.954432,31.68
2000-06-02,1.0,28.341,17.691,22.782667,52035.746,47132.867,0.0,0.0,0.0,0.0,22.104116,41.039997
2000-06-03,3.0,28.741,16.941,22.763916,52085.773,47005.457,0.0,0.0,0.0,0.0,23.507751,42.48
2000-06-04,1.0,29.741,17.691,23.511833,52132.79,47258.56,0.0,0.0,0.0,0.0,22.45315,42.12
2000-06-05,3.0,31.241,17.741,24.247248,52176.707,43997.652,0.0,0.0,0.0,0.0,17.057314,36.719997
2000-06-06,61.0,26.791,19.341,22.590998,52217.484,39141.086,5.4999995,5.4999995,0.0,7.0,22.870626,42.839996
2000-06-07,51.0,25.691,17.441,21.549334,52255.473,47138.31,0.2,0.2,0.0,2.0,18.947083,34.92
2000-06-08,3.0,29.291,17.191,22.8785,52290.72,47258.52,0.0,0.0,0.0,0.0,25.872456,46.44
2000-06-09,3.0,31.591,19.241,24.291002,52323.203,47258.707,0.0,0.0,0.0,0.0,33.847656,55.8
2000-06-10,2.0,26.691,18.791,22.182669,52352.895,45353.293,0.0,0.0,0.0,0.0,28.449112,49.68
2000-06-11,2.0,27.041,17.441,21.890999,52379.78,46700.684,0.0,0.0,0.0,0.0,18.775301,33.48
2000-06-12,0.0,26.341,18.491,22.184752,52403.836,47259.78,0.0,0.0,0.0,0.0,23.708124,41.399998
2000-06-13,1.0,27.140999,18.741,22.732666,52425.04,47260.28,0.0,0.0,0.0,0.0,21.142147,39.6
2000-06-14,51.0,27.491,18.691,22.776419,52443.367,47054.953,0.2,0.2,0.0,1.0,23.023117,41.399998
2000-06-15,3.0,28.091,18.591,23.116,52458.81,47389.9,0.0,0.0,0.0,0.0,21.175835,38.519997
2000-06-16,0.0,29.691,18.640999,24.045166,52471.344,47646.58,0.0,0.0,0.0,0.0,19.09358,36.719997
2000-06-17,0.0,28.841,19.390999,23.838915,52480.965,47518.44,0.0,0.0,0.0,0.0,20.150354,37.44
2000-06-18,1.0,29.691,18.191,23.709753,52487.645,47136.125,0.0,0.0,0.0,0.0,26.758923,47.16
2000-06-19,0.0,28.541,19.890999,24.066,52491.38,47391.215,0.0,0.0,0.0,0.0,21.794127,41.039997
2000-06-20,0.0,29.941,17.890999,23.993086,52492.15,47391.438,0.0,0.0,0.0,0.0,21.129883,39.6
2000-06-21,1.0,30.640999,17.341,23.999334,52489.94,47391.594,0.0,0.0,0.0,0.0,18.847641,36.719997
2000-06-22,2.0,32.491,16.741,24.884748,52484.76,47391.684,0.0,0.0,0.0,0.0,15.815435,30.960001
2000-06-23,0.0,32.041,18.591,25.38475,52476.586,47516.29,0.0,0.0,0.0,0.0,16.93531,33.48
2000-06-24,0.0,31.541,20.140999,25.699333,52465.414,47515.5,0.0,0.0,0.0,0.0,17.654688,32.760002
2000-06-25,0.0,31.991,19.791,25.720167,52451.246,47391.406,0.0,0.0,0.0,0.0,17.727943,32.399998
2000-06-26,2.0,33.291,20.390999,26.468084,52434.04,47391.094,0.0,0.0,0.0,0.0,16.56,29.519999
2000-06-27,0.0,35.841,21.541,28.59725,52413.613,47390.65,0.0,0.0,0.0,0.0,17.57744,30.960001
2000-06-28,0.0,34.291,22.841,28.422249,52389.977,47510.586,0.0,0.0,0.0,0.0,20.570463,41.039997
2000-06-29,0.0,31.640999,22.091,26.470163,52363.207,47389.297,0.0,0.0,0.0,0.0,18.25026,34.2
2000-06-30,1.0,33.791,19.091,26.638914,52333.35,47269.945,0.0,0.0,0.0,0.0,20.87379,38.519997
2000-07-01,0.0,34.491,20.890999,27.297249,52300.496,47152.75,0.0,0.0,0.0,0.0,22.226902,41.399998
2000-07-02,0.0,36.091,20.791,28.143084,52264.7,47269.78,0.0,0.0,0.0,0.0,22.66857,40.68
2000-07-03,0.0,36.690998,21.341,28.63475,52226.027,47384.086,0.0,0.0,0.0,0.0,19.296135,36.0
2000-07-04,0.0,36.491,19.591,28.30558,52184.555,47268.887,0.0,0.0,0.0,0.0,16.645864,30.960001
2000-07-05,0.0,38.641,20.691,29.884748,52140.336,47268.098,0.0,0.0,0.0,0.0,15.716793,29.88
2000-07-06,0.0,41.241,23.091,32.48475,52093.46,47267.062,0.0,0.0,0.0,0.0,17.555305,28.8
2000-07-07,0.0,36.791,25.991,30.59725,52043.98,47265.75,0.0,0.0,0.0,0.0,19.011953,37.8
2000-07-08,1.0,31.640999,23.291,27.249334,51991.977,47050.055,0.0,0.0,0.0,0.0,23.806318,43.56
2000-07-09,1.0,35.440998,21.791,27.94725,51937.516,47051.56,0.0,0.0,0.0,0.0,24.795612,46.44
2000-07-10,0.0,32.791,24.341,27.670166,51880.668,46949.28,0.0,0.0,0.0,0.0,28.056913,48.96
2000-07-11,0.0,29.091,22.041,25.138922,51821.508,46952.15,0.0,0.0,0.0,0.0,29.5551,50.039997
2000-07-12,1.0,28.791,19.341,23.553497,51760.098,46954.797,0.0,0.0,0.0,0.0,24.633049,44.639996
2000-07-13,0.0,29.991,18.941,24.049334,51696.51,46957.242,0.0,0.0,0.0,0.0,18.671474,35.28
2000-07-14,2.0,31.741,20.241,25.728502,51630.82,46800.0,0.0,0.0,0.0,0.0,18.391735,36.719997
2000-07-15,2.0,30.191,21.041,25.332666,51563.09,46800.0,0.0,0.0,0.0,0.0,20.833395,40.32
2000-07-16,3.0,33.190998,21.041,26.716002,51493.29,46800.0,0.0,0.0,0.0,0.0,25.14852,43.56
2000-07-17,3.0,39.291,23.591,29.590996,51420.8,43796.64,0.0,0.0,0.0,0.0,25.14852,43.199997
2000-07-18,1.0,30.541,22.591,25.949333,51345.598,46800.0,0.0,0.0,0.0,0.0,24.122683,42.839996
2000-07-19,0.0,32.091,20.591,26.111837,51267.793,46800.0,0.0,0.0,0.0,0.0,16.56,32.760002
2000-07-20,0.0,32.141,20.691,26.105583,51187.508,46800.0,0.0,0.0,0.0,0.0,19.483284,37.8
2000-07-21,0.0,31.091,20.140999,25.630583,51104.848,46800.0,0.0,0.0,0.0,0.0,17.373497,33.12
2000-07-22,1.0,32.141,18.791,25.501417,51019.945,46800.0,0.0,0.0,0.0,0.0,23.4,41.039997
2000-07-23,0.0,33.041,20.841,26.361834,50932.9,46800.0,0.0,0.0,0.0,0.0,24.29133,41.039997
2000-07-24,0.0,34.190998,20.191,26.830584,50843.824,46800.0,0.0,0.0,0.0,0.0,22.915916,40.32
2000-07-25,0.0,37.391,21.390999,28.5785,50752.832,46758.336,0.0,0.0,0.0,0.0,17.287498,33.48
2000-07-26,2.0,34.741,20.691,27.580582,50660.03,46714.414,0.0,0.0,0.0,0.0,14.799459,30.960001
2000-07-27,0.0,33.991,21.941,27.840998,50565.53,46669.125,0.0,0.0,0.0,0.0,16.870138,32.399998
2000-07-28,0.0,32.791,23.741,27.859755,50469.434,46622.504,0.0,0.0,0.0,0.0,27.943512,49.68
2000-07-29,0.0,32.141,21.791,26.616005,50371.836,46574.586,0.0,0.0,0.0,0.0,27.381308,48.6
2000-07-30,0.0,30.541,21.241,25.549337,50272.86,46525.402,0.0,0.0,0.0,0.0,21.129885,39.239998
2000-07-31,0.0,30.841,20.491,25.474333,50172.59,46474.99,0.0,0.0,0.0,0.0,17.072504,33.839996
2000-08-01,1.0,32.141,18.991,25.755585,50071.13,46423.38,0.0,0.0,0.0,0.0,15.84409,30.960001
2000-08-02,0.0,32.791,20.741,26.459753,49968.574,46370.6,0.0,0.0,0.0,0.0,22.148046,39.6
2000-08-03,0.0,32.440998,20.941,26.299332,49865.027,46316.695,0.0,0.0,0.0,0.0,22.657131,40.32
2000-08-04,1.0,30.640999,20.591,25.628502,49760.574,46261.69,0.0,0.0,0.0,0.0,21.203358,43.199997
2000-08-05,1.0,29.390999,21.991,25.201418,49655.18,46205.414,0.0,0.0,0.0,0.0,20.06334,36.36
2000-08-06,1.0,29.890999,21.041,25.20975,49548.023,46147.457,0.0,0.0,0.0,0.0,15.7908325,30.599998
2000-08-07,0.0,30.091,20.640999,25.116,49439.03,46087.87,0.0,0.0,0.0,0.0,16.24394,30.239998
2000-08-08,2.0,31.441,21.441,26.220167,49328.33,44560.87,0.0,0.0,0.0,0.0,17.673029,33.48
2000-08-09,1.0,30.741,22.841,26.245169,49216.023,45964.133,0.0,0.0,0.0,0.0,17.935081,35.28
2000-08-10,0.0,31.441,20.640999,25.955587,49102.227,45900.145,0.0,0.0,0.0,0.0,14.264361,31.319998
2000-08-11,0.0,34.491,18.691,26.993086,48987.047,45834.85,0.0,0.0,0.0,0.0,21.533897,39.6
2000-08-12,1.0,35.440998,21.541,28.247248,48870.605,44995.14,0.0,0.0,0.0,0.0,17.673029,33.48
2000-08-13,1.0,31.491,22.941,26.713919,48752.99,45378.906,0.0,0.0,0.0,0.0,16.73516,33.48
2000-08-14,1.0,31.041,22.191,26.33267,48634.312,45460.38,0.0,0.0,0.0,0.0,20.991426,42.839996
2000-08-15,0.0,31.741,22.441,26.69725,48514.67,45255.504,0.0,0.0,0.0,0.0,20.06334,36.719997
2000-08-16,0.0,33.541,20.791,26.993086,48394.17,45191.535,0.0,0.0,0.0,0.0,15.876775,32.039997
2000-08-17,1.0,35.541,20.691,27.891,48272.906,44990.363,0.0,0.0,0.0,0.0,23.532547,42.48
