date,weather_code,temperature_2m_max  (°C),temperature_2m_min  (°C),temperature_2m_mean  (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (mm),precipitation_hours (hour),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h)
2001-12-03,2.0,19.390999,9.990999,14.499331,35530.34,31007.957,0.0,0.0,0.0,0.0,11.720751,22.319998
2001-12-04,3.0,19.791,12.290999,15.649334,35476.965,28899.0,0.0,0.0,0.0,0.0,28.583183,47.16
2001-12-05,3.0,20.291,14.290999,16.582666,35426.246,30939.855,0.0,0.0,0.0,0.0,27.661497,50.76
2001-12-06,51.0,18.191,13.941,15.868083,35378.27,30210.68,0.1,0.1,0.0,1.0,33.75948,58.32
2001-12-07,55.0,14.941,10.240999,12.530581,35333.11,30336.617,5.000001,5.000001,0.0,13.0,22.148045,41.039997
2001-12-08,53.0,14.141,9.290999,11.42225,35290.844,29745.02,7.599999,7.599999,0.0,19.0,17.727943,33.12
2001-12-09,51.0,14.891,8.790999,11.449336,35251.555,31086.533,0.4,0.4,0.0,3.0,17.399586,27.359999
2001-12-10,1.0,14.740999,7.791,10.918083,35215.316,31014.92,0.0,0.0,0.0,0.0,30.145567,52.199997
2001-12-11,3.0,14.341,6.591,10.470167,35182.21,27027.826,0.0,0.0,0.0,0.0,17.174677,28.44
2001-12-12,2.0,15.641,7.591,10.93475,35152.312,30128.232,0.0,0.0,0.0,0.0,19.602652,38.519997
2001-12-13,0.0,16.291,6.791,10.622251,35125.7,31122.016,0.0,0.0,0.0,0.0,17.373497,29.88
2001-12-14,2.0,18.591,5.041,11.63475,35102.445,31068.3,0.0,0.0,0.0,0.0,19.995398,33.12
2001-12-15,3.0,19.390999,12.740999,15.388917,35082.625,29056.457,0.0,0.0,0.0,0.0,27.06472,45.719997
2001-12-16,51.0,12.990999,8.591,10.9535,35066.305,31000.576,0.3,0.3,0.0,2.0,35.52162,59.039997
2001-12-17,3.0,12.641,7.491,9.795167,35053.57,27763.367,0.0,0.0,0.0,0.0,25.671307,44.639996
2001-12-18,3.0,12.841,7.441,10.038917,35044.445,24966.996,0.0,0.0,0.0,0.0,13.207634,28.44
2001-12-19,53.0,12.391,8.391,10.113915,35038.812,8769.881,4.4,4.4,0.0,14.0,21.749481,33.48
2001-12-20,51.0,14.290999,9.391,11.315998,35036.617,28339.918,1.1,1.1,0.0,6.0,23.979893,44.639996
2001-12-21,2.0,16.091,5.241,10.48475,35037.81,31128.246,0.0,0.0,0.0,0.0,14.336861,27.359999
2001-12-22,3.0,18.140999,7.3910003,11.763916,35042.375,31160.791,0.0,0.0,0.0,0.0,23.363974,38.16
2001-12-23,53.0,22.941,11.040999,14.670166,35050.277,29136.328,3.0,3.0,0.0,5.0,24.675106,53.639996
2001-12-24,53.0,12.341,10.040999,10.986835,35061.473,17198.414,1.2,1.2,0.0,5.0,17.581125,29.16
2001-12-25,51.0,13.740999,8.691,10.755584,35075.93,31270.87,1.4000001,1.4000001,0.0,5.0,17.81909,32.760002
2001-12-26,2.0,13.040999,8.441,10.440999,35093.61,31311.34,0.0,0.0,0.0,0.0,33.481937,56.88
2001-12-27,3.0,14.540999,8.341,10.938916,35114.477,31334.514,0.0,0.0,0.0,0.0,31.178993,52.199997
2001-12-28,3.0,16.541,5.691,10.4535,35138.492,31397.281,0.0,0.0,0.0,0.0,15.459054,25.56
2001-12-29,3.0,19.491,5.741,11.313915,35165.605,31442.523,0.0,0.0,0.0,0.0,15.807239,27.0
2001-12-30,3.0,22.041,7.841,13.978499,35195.785,31489.129,0.0,0.0,0.0,0.0,17.072504,27.72
2001-12-31,2.0,13.891,9.891,12.62225,35228.973,31536.975,0.0,0.0,0.0,0.0,27.021591,47.88
2002-01-01,51.0,13.790999,9.040999,11.293084,35265.137,14064.29,0.3,0.3,0.0,3.0,21.175835,40.32
2002-01-02,51.0,16.091,10.941,13.080582,35304.23,21647.86,0.6,0.6,0.0,4.0,23.143827,38.519997
2002-01-03,3.0,12.391,8.540999,10.270166,35346.2,8901.016,0.0,0.0,0.0,0.0,28.757215,50.039997
2002-01-04,3.0,11.990999,8.040999,9.768083,35391.004,28005.652,0.0,0.0,0.0,0.0,19.576189,36.719997
2002-01-05,3.0,12.790999,6.991,9.841001,35438.594,21600.0,0.0,0.0,0.0,0.0,17.873556,34.56
2002-01-06,1.0,13.790999,5.241,9.168083,35488.918,31843.684,0.0,0.0,0.0,0.0,13.044722,25.199999
2002-01-07,0.0,15.040999,3.891,9.080583,35542.03,31903.986,0.0,0.0,0.0,0.0,12.181625,25.919998
2002-01-08,3.0,16.041,4.491,10.213918,35598.53,31952.508,0.0,0.0,0.0,0.0,11.384198,19.08
2002-01-09,2.0,16.441,7.191,11.434749,35658.42,32009.322,0.0,0.0,0.0,0.0,15.629972,29.88
2002-01-10,1.0,16.890999,7.041,11.366001,35721.574,32073.584,0.0,0.0,0.0,0.0,14.205182,23.759998
2002-01-11,51.0,15.790999,6.441,10.772251,35787.86,32127.217,0.1,0.1,0.0,1.0,15.827721,27.72
2002-01-12,51.0,14.691,9.191,11.601418,35857.14,32188.057,0.70000005,0.70000005,0.0,6.0,19.161337,35.64
2002-01-13,3.0,16.791,6.6410003,11.449333,35929.28,26372.994,0.0,0.0,0.0,0.0,11.753877,21.24
2002-01-14,3.0,15.391,7.291,11.461833,36004.16,30960.22,0.0,0.0,0.0,0.0,23.710857,42.12
2002-01-15,51.0,17.241,7.291,11.399333,36081.637,30352.4,1.2,1.2,0.0,5.0,21.767351,42.48
2002-01-16,53.0,12.591,7.241,9.778501,36161.59,24981.514,2.9,2.9,0.0,9.0,25.630886,46.079998
2002-01-17,2.0,14.290999,7.1410003,10.143083,36243.895,32400.0,0.0,0.0,0.0,0.0,16.263872,29.88
2002-01-18,2.0,15.290999,4.241,10.211833,36328.414,32400.0,0.0,0.0,0.0,0.0,7.2,17.28
2002-01-19,3.0,15.040999,6.091,10.613917,36415.027,31532.36,0.0,0.0,0.0,0.0,16.375053,32.039997
2002-01-20,1.0,16.491,8.191,11.784749,36503.613,32405.203,0.0,0.0,0.0,0.0,14.182355,26.64
2002-01-21,0.0,18.441,4.491,10.9285,36594.05,32534.021,0.0,0.0,0.0,0.0,9.686609,18.0
2002-01-22,3.0,17.991,6.6410003,11.901416,36686.215,32441.588,0.0,0.0,0.0,0.0,14.618837,30.239998
2002-01-23,3.0,19.041,8.191,12.847248,36779.996,32497.176,0.0,0.0,0.0,0.0,22.206486,39.6
2002-01-24,2.0,17.691,9.290999,13.047249,36875.26,32538.697,0.0,0.0,0.0,0.0,36.95396,63.72
2002-01-25,3.0,16.640999,10.591,13.3035,36971.914,31775.87,0.0,0.0,0.0,0.0,21.817902,39.96
2002-01-26,1.0,17.791,8.441,12.595165,37069.83,32728.283,0.0,0.0,0.0,0.0,14.76439,29.519999
2002-01-27,0.0,20.890999,5.3910003,12.703499,37169.05,32873.555,0.0,0.0,0.0,0.0,13.479583,25.919998
2002-01-28,1.0,18.041,8.141,12.882667,37270.62,32886.113,0.0,0.0,0.0,0.0,12.979984,27.72
2002-01-29,3.0,18.091,7.791,12.19725,37374.605,24243.06,0.0,0.0,0.0,0.0,15.496736,25.199999
2002-01-30,2.0,20.691,10.091,14.132667,37480.85,33229.46,0.0,0.0,0.0,0.0,18.448023,34.56
2002-01-31,2.0,19.091,10.240999,14.047249,37589.21,32992.914,0.0,0.0,0.0,0.0,16.923828,32.039997
2002-02-01,3.0,16.541,10.141,12.974332,37699.54,33444.69,0.0,0.0,0.0,0.0,22.26477,40.68
2002-02-02,3.0,17.691,8.691,12.678498,37811.69,32999.633,0.0,0.0,0.0,0.0,13.551501,25.199999
2002-02-03,3.0,17.541,7.6410003,12.055583,37925.516,33145.3,0.0,0.0,0.0,0.0,12.594856,22.319998
2002-02-04,3.0,17.741,8.341,12.693081,38040.887,33519.867,0.0,0.0,0.0,0.0,16.75064,27.0
2002-02-05,53.0,20.041,10.141,13.497249,38157.66,31175.562,1.4000001,1.4000001,0.0,5.0,29.162222,50.76
2002-02-06,53.0,15.391,6.441,10.957667,38275.695,33828.863,1.4000001,1.4000001,0.0,5.0,18.089775,28.8
2002-02-07,53.0,14.341,8.490999,11.438916,38394.87,30677.008,3.7000003,3.7000003,0.0,12.0,31.338614,60.120003
2002-02-08,51.0,16.741,11.040999,13.126415,38515.047,33884.926,1.6000001,1.6000001,0.0,7.0,28.883131,50.399998
2002-02-09,1.0,19.291,7.6410003,13.320167,38636.11,35252.977,0.0,0.0,0.0,0.0,22.961115,38.16
2002-02-10,1.0,19.091,9.591,14.065997,38757.918,35569.324,0.0,0.0,0.0,0.0,20.466246,37.44
2002-02-11,0.0,18.191,8.891,13.153497,38880.36,35543.348,0.0,0.0,0.0,0.0,10.948973,24.119999
2002-02-12,2.0,20.491,7.3910003,13.597249,39003.31,35391.848,0.0,0.0,0.0,0.0,9.793059,16.919998
2002-02-13,1.0,24.441,7.091,15.547249,39126.645,36032.816,0.0,0.0,0.0,0.0,16.418526,28.8
2002-02-14,1.0,18.841,11.191,14.616001,39250.254,36163.26,0.0,0.0,0.0,0.0,16.676977,30.599998
2002-02-15,3.0,18.691,12.290999,14.593082,39374.02,35741.547,0.0,0.0,0.0,0.0,19.008545,34.56
2002-02-16,3.0,21.191,11.941,15.413915,39498.0,34857.656,0.0,0.0,0.0,0.0,17.518356,27.72
2002-02-17,3.0,19.591,12.040999,15.299333,39623.277,35232.12,0.0,0.0,0.0,0.0,26.478973,45.719997
2002-02-18,51.0,15.341,11.040999,12.824334,39749.973,17727.553,0.1,0.1,0.0,1.0,32.97293,52.92
2002-02-19,3.0,16.491,9.990999,12.705582,39877.96,36702.793,0.0,0.0,0.0,0.0,30.302078,52.199997
2002-02-20,51.0,19.091,6.491,12.253498,40007.125,31034.855,0.5,0.5,0.0,3.0,25.864943,46.8
2002-02-21,51.0,13.141,6.591,10.22225,40137.35,37093.688,1.4,1.4,0.0,6.0,26.208397,57.239998
2002-02-22,3.0,17.691,9.441,13.030582,40268.523,29480.21,0.0,0.0,0.0,0.0,29.522196,52.92
2002-02-23,2.0,21.041,8.641,14.611832,40400.527,36952.434,0.0,0.0,0.0,0.0,22.66857,41.039997
2002-02-24,1.0,19.991,10.490999,14.645165,40533.254,37506.023,0.0,0.0,0.0,0.0,16.676977,32.039997
2002-02-25,2.0,21.991,9.540999,15.018085,40666.598,37644.508,0.0,0.0,0.0,0.0,12.55879,26.28
2002-02-26,3.0,24.640999,8.391,16.668083,40800.445,37783.32,0.0,0.0,0.0,0.0,13.207634,20.880001
2002-02-27,3.0,25.741,9.740999,17.59725,40934.688,37922.348,0.0,0.0,0.0,0.0,13.084402,20.16
2002-02-28,3.0,26.191,14.240999,19.545166,41069.234,35284.133,0.0,0.0,0.0,0.0,26.089447,46.8
2002-03-01,3.0,28.491,11.641,20.39725,41203.965,38200.617,0.0,0.0,0.0,0.0,19.652176,34.56
2002-03-02,2.0,23.890999,13.240999,18.597252,41338.793,38339.65,0.0,0.0,0.0,0.0,20.12461,31.319998
2002-03-03,3.0,25.591,12.441,19.35767,41473.605,37031.703,0.0,0.0,0.0,0.0,21.647945,34.92
2002-03-04,51.0,29.591,13.641,21.372252,41608.305,38616.96,0.2,0.2,0.0,1.0,32.335934,64.799995
2002-03-05,3.0,18.841,11.091,14.795167,41742.793,33157.836,0.0,0.0,0.0,0.0,17.072504,37.079998
2002-03-06,51.0,19.191,12.141,14.966,41876.973,35259.953,0.1,0.1,0.0,1.0,23.266697,42.839996
2002-03-07,51.0,17.291,10.740999,13.647248,42010.742,34146.95,0.9,0.9,0.0,5.0,27.059933,51.12
2002-03-08,3.0,18.640999,10.240999,14.226417,42144.156,36424.465,0.0,0.0,0.0,0.0,19.855558,36.36
2002-03-09,51.0,18.841,9.591,14.155581,42278.227,39296.223,0.7,0.7,0.0,4.0,26.044699,49.68
2002-03-10,2.0,20.791,11.490999,15.341001,42413.08,39349.875,0.0,0.0,0.0,0.0,28.257132,47.88
2002-03-11,3.0,22.890999,8.141,15.684749,42548.605,39403.17,0.0,0.0,0.0,0.0,17.713316,28.8
2002-03-12,3.0,25.991,13.540999,18.926414,42684.734,39456.117,0.0,0.0,0.0,0.0,22.406927,41.039997
2002-03-13,3.0,22.941,11.790999,16.941,42821.363,39508.727,0.0,0.0,0.0,0.0,18.335276,33.48
2002-03-14,3.0,18.890999,13.091,15.428498,42958.4,39561.02,0.0,0.0,0.0,0.0,33.672993,57.96
2002-03-15,3.0,19.741,12.641,15.718082,43095.76,39600.0,0.0,0.0,0.0,0.0,19.493261,34.56
2002-03-16,61.0,19.140999,13.490999,15.916,43233.355,33066.37,3.9,3.9,0.0,7.0,23.598541,42.12
2002-03-17,61.0,19.091,12.641,15.282665,43371.09,36003.78,5.5,5.5,0.0,9.0,22.104116,37.44
2002-03-18,3.0,21.541,10.941,16.226416,43508.875,38223.902,0.0,0.0,0.0,0.0,16.055355,30.239998
2002-03-19,1.0,24.841,13.191,18.574333,43646.63,39755.824,0.0,0.0,0.0,0.0,23.166216,45.0
2002-03-20,0.0,25.241,14.341,19.013918,43784.258,39833.906,0.0,0.0,0.0,0.0,21.26744,41.039997
2002-03-21,0.0,25.640999,14.341,19.57017,43921.67,40004.004,0.0,0.0,0.0,0.0,32.85678,58.679996
2002-03-22,2.0,22.691,14.391,18.078503,44058.777,40102.39,0.0,0.0,0.0,0.0,36.217144,66.24
2002-03-23,51.0,16.291,11.441,13.880582,44195.492,40114.035,0.3,0.3,0.0,1.0,23.73271,46.079998
2002-03-24,3.0,16.491,9.691,12.651416,44331.723,40318.562,0.0,0.0,0.0,0.0,23.73271,42.48
2002-03-25,3.0,17.291,7.841,12.265999,44467.38,40028.027,0.0,0.0,0.0,0.0,16.327497,33.12
2002-03-26,0.0,18.191,7.041,12.597248,44602.363,40769.08,0.0,0.0,0.0,0.0,16.09969,32.039997
2002-03-27,53.0,17.191,7.8910003,12.663917,44736.59,27796.531,1.6,1.6,0.0,3.0,16.93531,33.839996
2002-03-28,55.0,16.140999,10.591,13.268083,44870.1,19993.352,10.800001,10.800001,0.0,18.0,34.936695,60.839996
2002-03-29,51.0,16.241,11.091,13.503499,45003.844,14901.698,1.0,1.0,0.0,4.0,16.575644,30.239998
2002-03-30,51.0,17.291,10.240999,13.599332,45137.934,37727.203,0.1,0.1,0.0,1.0,11.212135,28.08
2002-03-31,3.0,19.591,8.891,14.070165,45272.285,36602.523,0.0,0.0,0.0,0.0,20.371038,39.96
2002-04-01,53.0,19.341,12.141,15.499332,45406.816,32427.844,2.0,2.0,0.0,5.0,28.512817,46.8
2002-04-02,61.0,21.341,13.191,16.636833,45541.438,41657.367,4.0,4.0,0.0,3.0,20.774214,39.6
2002-04-03,3.0,21.691,12.490999,16.382664,45676.07,41452.305,0.0,0.0,0.0,0.0,27.419146,50.399998
2002-04-04,2.0,19.741,13.040999,15.882667,45810.63,42058.05,0.0,0.0,0.0,0.0,36.001797,60.479996
2002-04-05,2.0,25.390999,8.990999,17.15975,45945.016,42312.383,0.0,0.0,0.0,0.0,23.400002,37.8
2002-04-06,3.0,24.791,11.941,18.122248,46079.156,42313.35,0.0,0.0,0.0,0.0,19.803272,38.16
2002-04-07,0.0,23.591,13.391,17.970163,46212.953,42488.598,0.0,0.0,0.0,0.0,22.086521,40.68
2002-04-08,3.0,21.591,12.040999,16.60975,46346.316,42266.22,0.0,0.0,0.0,0.0,16.981165,31.68
2002-04-09,51.0,22.791,11.040999,16.788916,46479.16,42235.324,0.3,0.3,0.0,2.0,23.977188,50.399998
2002-04-10,3.0,29.941,13.941,22.366,46611.387,43037.03,0.0,0.0,0.0,0.0,28.460497,52.56
2002-04-11,2.0,30.241,14.990999,23.436834,46742.902,43126.4,0.0,0.0,0.0,0.0,30.10685,54.719997
2002-04-12,3.0,28.491,11.740999,19.40975,46873.613,43316.62,0.0,0.0,0.0,0.0,29.795301,56.88
2002-04-13,51.0,18.791,12.990999,15.826417,47003.418,24357.482,0.6,0.6,0.0,3.0,20.696087,35.64
2002-04-14,2.0,21.291,12.891,16.709747,47132.22,43705.32,0.0,0.0,0.0,0.0,25.294964,45.719997
2002-04-15,61.0,21.791,11.191,15.790999,47259.918,37847.215,7.6,7.6,0.0,4.0,12.015589,30.960001
2002-04-16,3.0,19.591,11.191,15.195167,47386.41,43436.08,0.0,0.0,0.0,0.0,16.595179,33.48
2002-04-17,1.0,19.491,11.191,15.293082,47511.73,44079.227,0.0,0.0,0.0,0.0,14.799459,27.359999
2002-04-18,3.0,20.341,9.591,15.199332,47636.773,38286.918,0.0,0.0,0.0,0.0,10.30883,22.319998
2002-04-19,3.0,22.741,10.990999,16.682665,47761.652,44131.844,0.0,0.0,0.0,0.0,15.124284,32.039997
2002-04-20,61.0,20.441,11.290999,15.205583,47886.285,41112.14,2.9,2.9,0.0,4.0,14.168641,39.6
2002-04-21,61.0,17.140999,11.040999,14.049333,48010.566,44293.5,3.0,3.0,0.0,9.0,21.67487,41.399998
2002-04-22,61.0,19.691,12.341,15.605582,48134.414,43251.05,5.5,5.5,0.0,13.0,23.042812,47.16
2002-04-23,1.0,20.640999,11.990999,16.093084,48257.73,44367.484,0.0,0.0,0.0,0.0,16.45007,31.319998
2002-04-24,53.0,21.241,10.490999,15.301415,48380.42,31383.035,2.5000002,2.5000002,0.0,6.0,11.91812,30.960001
2002-04-25,1.0,21.640999,11.790999,16.353498,48502.39,45153.65,0.0,0.0,0.0,0.0,19.523155,38.16
2002-04-26,0.0,27.291,11.841,19.330584,48623.535,45040.082,0.0,0.0,0.0,0.0,19.493261,31.319998
2002-04-27,3.0,26.591,14.391,20.13475,48743.758,44790.184,0.0,0.0,0.0,0.0,20.163212,36.719997
2002-04-28,2.0,33.341,15.641,22.909752,48862.95,44265.016,0.0,0.0,0.0,0.0,22.148046,42.839996
2002-04-29,1.0,24.841,15.391,19.49725,48981.008,45352.797,0.0,0.0,0.0,0.0,15.978486,32.039997
2002-04-30,3.0,27.390999,12.790999,20.105581,49097.832,44408.156,0.0,0.0,0.0,0.0,18.472595,35.28
2002-05-01,51.0,25.691,16.491,20.47225,49213.31,32640.236,0.5,0.5,0.0,3.0,24.442911,52.199997
2002-05-02,3.0,24.591,16.191,19.701418,49327.324,44415.707,0.0,0.0,0.0,0.0,20.570463,37.8
2002-05-03,2.0,22.291,15.591,18.270166,49439.76,45412.81,0.0,0.0,0.0,0.0,30.274265,53.639996
2002-05-04,3.0,20.991,14.990999,17.395166,49550.508,45139.273,0.0,0.0,0.0,0.0,22.319998,40.68
2002-05-05,63.0,16.890999,13.891,15.603501,49659.453,1539.6151,14.7,14.7,0.0,12.0,17.388409,38.16
2002-05-06,63.0,21.941,16.140999,18.413918,49766.465,39058.113,17.400002,17.400002,0.0,13.0,28.442278,58.679996
2002-05-07,51.0,23.341,15.091,18.703499,49871.562,45611.363,0.1,0.1,0.0,1.0,22.206486,46.079998
2002-05-08,3.0,24.041,13.240999,18.590998,49975.56,42489.56,0.0,0.0,0.0,0.0,22.932877,39.6
2002-05-09,3.0,23.291,15.040999,19.141,50078.555,43374.906,0.0,0.0,0.0,0.0,22.81957,37.8
2002-05-10,1.0,23.991,15.141,19.2035,50180.453,44735.53,0.0,0.0,0.0,0.0,20.633371,30.960001
2002-05-11,55.0,22.941,15.341,18.343082,50281.156,42569.312,4.5,4.5,0.0,7.0,20.60823,34.56
2002-05-12,0.0,24.691,12.591,18.801418,50380.566,46003.49,0.0,0.0,0.0,0.0,15.141414,28.44
2002-05-13,0.0,24.041,14.790999,19.195166,50478.6,46049.168,0.0,0.0,0.0,0.0,17.84816,33.48
2002-05-14,0.0,24.640999,12.891,18.838917,50575.145,46143.926,0.0,0.0,0.0,0.0,14.264361,28.08
2002-05-15,2.0,25.741,12.441,19.332666,50670.094,46183.348,0.0,0.0,0.0,0.0,14.05845,27.359999
2002-05-16,1.0,26.741,13.941,20.168083,50763.355,46222.355,0.0,0.0,0.0,0.0,22.401142,40.68
2002-05-17,3.0,26.890999,15.641,21.03475,50854.824,38525.46,0.0,0.0,0.0,0.0,15.141414,28.8
2002-05-18,2.0,26.291,17.541,21.049332,50944.39,46273.215,0.0,0.0,0.0,0.0,21.261345,35.64
2002-05-19,0.0,26.291,14.740999,20.305582,51031.95,46555.168,0.0,0.0,0.0,0.0,16.375053,31.68
2002-05-20,3.0,28.341,15.490999,21.318085,51117.395,39725.047,0.0,0.0,0.0,0.0,25.476198,44.28
2002-05-21,3.0,28.091,16.890999,21.922249,51200.61,46401.934,0.0,0.0,0.0,0.0,22.545315,42.12
2002-05-22,3.0,27.390999,17.741,21.986834,51281.484,42291.52,0.0,0.0,0.0,0.0,25.849905,45.719997
2002-05-23,51.0,25.341,17.140999,20.976416,51359.914,46484.297,0.3,0.3,0.0,2.0,31.122826,62.639996
2002-05-24,0.0,27.890999,15.891,21.934752,51435.773,46984.43,0.0,0.0,0.0,0.0,25.212852,46.079998
2002-05-25,3.0,29.841,16.640999,23.018084,51508.965,47023.547,0.0,0.0,0.0,0.0,20.65848,39.6
2002-05-26,1.0,29.791,16.691,22.913918,51579.355,47061.57,0.0,0.0,0.0,0.0,21.434364,37.079998
2002-05-27,3.0,23.991,17.241,20.265999,51646.934,46977.984,0.0,0.0,0.0,0.0,25.161398,43.56
2002-05-28,3.0,26.191,15.891,20.811834,51712.27,46675.688,0.0,0.0,0.0,0.0,14.205182,28.44
2002-05-29,1.0,27.541,14.290999,21.268084,51775.426,47294.773,0.0,0.0,0.0,0.0,16.595179,32.039997
2002-05-30,3.0,28.541,16.241,22.165998,51836.344,47208.133,0.0,0.0,0.0,0.0,17.283749,34.2
2002-05-31,3.0,27.941,15.941,21.861834,51894.973,47368.152,0.0,0.0,0.0,0.0,16.766108,32.399998
2002-06-01,1.0,28.291,15.441,21.886831,51951.227,47258.973,0.0,0.0,0.0,0.0,18.59845,36.0
2002-06-02,3.0,29.140999,15.341,22.311829,52005.066,47384.594,0.0,0.0,0.0,0.0,19.134262,35.28
2002-06-03,3.0,30.941,17.390999,23.951422,52056.414,43999.27,0.0,0.0,0.0,0.0,26.727423,48.6
2002-06-04,3.0,30.841,19.140999,25.02225,52105.215,46404.793,0.0,0.0,0.0,0.0,22.771244,36.0
2002-06-05,3.0,28.191,19.341,23.2285,52151.41,47385.87,0.0,0.0,0.0,0.0,27.943512,47.16
2002-06-06,3.0,24.591,18.591,21.059752,52194.938,36000.0,0.0,0.0,0.0,0.0,19.95972,39.6
2002-06-07,3.0,27.691,16.890999,22.076418,52235.734,45093.37,0.0,0.0,0.0,0.0,24.485292,39.6
2002-06-08,61.0,21.341,17.991,19.697248,52273.742,40327.75,7.5000005,7.5000005,0.0,9.0,22.206486,39.6
2002-06-09,0.0,27.341,15.441,21.345167,52308.902,47644.57,0.0,0.0,0.0,0.0,20.87379,38.88
2002-06-10,0.0,27.941,15.141,21.720167,52341.156,47645.258,0.0,0.0,0.0,0.0,15.827721,29.519999
2002-06-11,0.0,27.841,15.341,21.701418,52370.445,47645.83,0.0,0.0,0.0,0.0,19.296135,33.839996
2002-06-12,0.0,26.140999,16.841,21.257666,52396.715,47646.28,0.0,0.0,0.0,0.0,17.581125,34.56
2002-06-13,1.0,28.691,15.891,22.340998,52419.906,47389.027,0.0,0.0,0.0,0.0,15.646544,32.039997
2002-06-14,3.0,29.591,17.091,23.116003,52439.957,47131.945,0.0,0.0,0.0,0.0,16.23596,33.839996
2002-06-15,1.0,30.791,16.491,24.00142,52456.832,47646.957,0.0,0.0,0.0,0.0,15.496736,33.48
2002-06-16,0.0,32.190998,16.491,24.747252,52470.484,47775.363,0.0,0.0,0.0,0.0,15.496736,31.68
2002-06-17,0.0,33.641,17.140999,25.945168,52481.008,47774.94,0.0,0.0,0.0,0.0,17.068707,32.399998
2002-06-18,0.0,33.690998,17.741,26.116,52488.445,47774.273,0.0,0.0,0.0,0.0,20.150354,36.0
2002-06-19,0.0,33.940998,18.841,26.418085,52492.816,47645.91,0.0,0.0,0.0,0.0,21.252197,38.88
2002-06-20,0.0,32.491,19.441,25.909746,52494.137,47518.234,0.0,0.0,0.0,0.0,16.923828,32.760002
2002-06-21,0.0,32.541,19.341,26.278498,52492.426,47770.746,0.0,0.0,0.0,0.0,18.057508,35.64
2002-06-22,0.0,33.091,19.591,26.526415,52487.71,47643.215,0.0,0.0,0.0,0.0,17.068707,33.12
2002-06-23,3.0,33.491,20.691,26.791,52480.01,46800.0,0.0,0.0,0.0,0.0,19.770523,38.88
2002-06-24,1.0,34.190998,20.791,27.547249,52469.355,47267.23,0.0,0.0,0.0,0.0,15.856356,30.960001
2002-06-25,0.0,34.940998,20.941,28.27642,52455.76,47515.047,0.0,0.0,0.0,0.0,16.327497,32.039997
2002-06-26,1.0,36.841,22.640999,29.593086,52439.27,47513.92,0.0,0.0,0.0,0.0,16.039202,30.960001
2002-06-27,51.0,38.791,23.140999,30.682669,52419.895,46192.16,0.3,0.3,0.0,1.0,21.67786,39.96
2002-06-28,3.0,34.141,24.291,28.855585,52397.68,44707.496,0.0,0.0,0.0,0.0,18.532133,34.2
2002-06-29,3.0,33.291,22.640999,27.511827,52372.637,39600.0,0.0,0.0,0.0,0.0,20.268991,39.239998
2002-06-30,1.0,36.991,22.390999,29.659752,52344.81,47388.62,0.0,0.0,0.0,0.0,22.961115,39.96
2002-07-01,3.0,33.991,24.191,29.193085,52314.234,43435.05,0.0,0.0,0.0,0.0,26.486313,53.639996
2002-07-02,0.0,31.390999,22.091,26.124334,52280.934,47269.926,0.0,0.0,0.0,0.0,22.033648,36.0
2002-07-03,2.0,32.940998,20.890999,26.855583,52244.953,47154.598,0.0,0.0,0.0,0.0,16.263872,34.2
2002-07-04,3.0,33.241,21.091,27.074333,52206.31,47155.438,0.0,0.0,0.0,0.0,19.201874,33.48
2002-07-05,3.0,34.940998,21.140999,28.1285,52165.06,41647.98,0.0,0.0,0.0,0.0,21.897945,38.16
2002-07-06,3.0,32.241,22.441,27.24517,52121.156,45907.598,0.0,0.0,0.0,0.0,22.870626,40.32
2002-07-07,3.0,32.141,22.591,26.874334,52074.188,47047.38,0.0,0.0,0.0,0.0,16.676977,29.519999
2002-07-08,3.0,35.690998,21.591,28.261831,52024.152,42045.414,0.0,0.0,0.0,0.0,20.808498,33.48
2002-07-09,3.0,31.741,23.091,27.39725,51971.137,46944.17,0.0,0.0,0.0,0.0,18.892282,36.36
2002-07-10,3.0,33.190998,22.591,27.50975,51915.254,44482.773,0.0,0.0,0.0,0.0,16.199999,33.839996
2002-07-11,3.0,33.940998,22.791,28.038918,51856.59,46950.18,0.0,0.0,0.0,0.0,17.388409,32.039997
2002-07-12,53.0,32.891,22.140999,27.403498,51795.246,43754.555,1.2,1.2,0.0,4.0,19.296135,36.719997
2002-07-13,51.0,28.941,21.591,24.83475,51731.316,46800.0,0.2,0.2,0.0,1.0,32.217484,52.92
2002-07-14,1.0,29.890999,20.390999,24.501417,51664.902,46860.848,0.0,0.0,0.0,0.0,25.630886,50.039997
2002-07-15,1.0,30.541,21.191,25.382666,51596.094,46800.0,0.0,0.0,0.0,0.0,23.132626,40.68
2002-07-16,3.0,30.941,20.491,25.682669,51524.996,46800.0,0.0,0.0,0.0,0.0,17.782688,36.0
2002-07-17,3.0,30.791,22.091,26.161835,51451.688,46800.0,0.0,0.0,0.0,0.0,15.39184,29.88
2002-07-18,3.0,31.541,21.591,26.274332,51376.28,46800.0,0.0,0.0,0.0,0.0,17.782688,33.12
2002-07-19,3.0,32.841,21.091,26.691,51298.855,46800.0,0.0,0.0,0.0,0.0,14.917212,31.68
2002-07-20,1.0,33.791,19.341,26.870169,51219.51,46800.0,0.0,0.0,0.0,0.0,14.003029,28.8
