feature,rf_importance,et_importance,mi_score,f_score,pearson_corr,spearman_corr,rf_importance_norm,et_importance_norm,mi_score_norm,f_score_norm,pearson_corr_norm,composite_score
sunshine_duration (s),0.017679296853383722,0.018162421316371614,0.1933368533286166,345.3708582680907,0.07322232076864049,0.15706269052957672,0.050581667768484155,0.0555507451932079,0.1962368141478806,0.0,0.22517940005874953,0.10550972543366444
temperature_2m_max (°C),0.01229748524877434,0.013436874273402157,0.10727508447450651,229.21365818075432,0.10235633973231514,0.17205555302021844,0.035183939632886796,0.04109740468811297,0.10888415970513797,0.0,0.3147747699223903,0.0999880547897056
humidity_range,0.011471118604406694,0.012004665491822959,0.0813268439785495,146.8062488164492,0.10555713524599585,0.16031285234722387,0.03281964859761515,0.03671691688292892,0.08254670794670524,0.0,0.32461812377836424,0.09534027944112271
dew_point_range,0.011480114296404845,0.011392619612838321,0.03130140703363393,52.73495617400981,0.09108687505000274,0.12586598197332532,0.03284538588274428,0.03484494155112768,0.03177091324738763,0.0,0.28011797033576485,0.07591584220340489
relative_humidity_2m_max (%),0.012330108180966944,0.013636048433858723,0.031074336639112854,46.453503460385235,0.0848356865463051,0.09794540870283813,0.03527727605522784,0.0417065896004033,0.03154043690497825,0.0,0.2608937930338123,0.07388361911888434
dayofyear_cos,0.015377866479587514,0.012954095542944667,0.11107581707794445,160.74002642020537,0.05107701220023746,0.11905793679354026,0.04399711932602855,0.039620799902154724,0.11274190148941603,0.0,0.15707629645315388,0.07068722343415064
daylight_duration (s),0.011228655802050007,0.011053769376239064,0.07358557368328444,133.85069701393124,0.05364384762940521,0.11447508128441689,0.032125946069922466,0.03380854982647277,0.07468932227994687,0.0,0.16497004327682846,0.061118772290634116
wind_gusts_10m_max (km/h),0.0097758118490158,0.011434328557872105,0.04027380108140033,36.92610095889519,0.061542146620953274,0.07095739009668964,0.027969260950527437,0.03497251060910129,0.04087788893722356,0.0,0.18925955240097966,0.05861584257956639
soil_moisture_0_to_100cm_mean (m³/m³),0.01032171741541871,0.011984546259493372,0.040947268280170146,68.94503045297228,0.05680724799099378,0.0970723641566781,0.029531133813557802,0.03665538112571044,0.04156145782357061,0.0,0.17469839643595453,0.05648927383975868
month_cos,0.0036124800673539488,0.007009319017921766,0.06172893691538084,117.58372748970748,0.05701114906709506,0.11833849126772084,0.010335550565304077,0.021438380266594594,0.06265484160135996,0.0,0.1753254500653102,0.05395084449971377
dayofyear_sin,0.011932866405956023,0.010911966762507282,0.11746716456767636,20.553768114041713,0.024531139493703866,0.005835009251274784,0.03414074038562514,0.03337483888419634,0.11922911615078863,0.0,0.07544021025232925,0.052436981134587876
wind_gusts_10m_min (km/h),0.00895303824476813,0.010999831858880198,0.03126246409637279,35.103292560940716,0.05442589470872244,0.06878905110813052,0.025615249846812724,0.033643579020490214,0.031731386184594805,0.0,0.16737505981126438,0.05167305497263243
avg_wind_speed,0.010763756741087515,0.011204904975895904,0.01592559208196853,37.8255417905733,0.05299447903332919,0.06203967089610034,0.030795838314930827,0.03427080620957913,0.016164468386543486,0.0,0.1629730507020723,0.04884083272262515
pressure_range,0.011268029639397445,0.011457411315081892,0.047026596492466766,64.71797813763116,0.04021483667233706,0.08446984527453814,0.03223859728993393,0.03504311046700469,0.04773197306679061,0.0,0.12367202651156274,0.047737141467058396
dayofyear,0.010077688679170603,0.010809224400805659,0.11512628218989018,6.646754122094868,0.0184449291287253,0.006323973555036381,0.0288329510427593,0.03306059582948366,0.1168531216510184,0.0,0.05672338750988256,0.04709401120662878
temperature_2m_min (°C),0.010974845683627872,0.012414002661521848,0.05359746159374401,107.01570743693446,0.03560722582704534,0.08520347211709955,0.03139977810109565,0.03796889669420854,0.05440139801847561,0.0,0.10950231657946057,0.04665447787864807
month,0.003551187858672577,0.007097143992614788,0.11298080753415185,6.805102039075314,0.019586725045711344,0.007726045149125066,0.0101601893978307,0.02170699768856654,0.11467546589616086,0.0,0.06023473373433276,0.04135547734337817
wind_speed_10m_min (km/h),0.009086476045836407,0.010882404487508672,0.015251540846807465,25.982234185668954,0.040820901500142344,0.048875583502296954,0.025997024448900525,0.03328442107166057,0.01548030670353717,0.0,0.1255358477192122,0.0400595199886621
dew_point_2m_min (°C),0.010478207386332913,0.011353212382563038,0.032247642054125336,44.94842268584883,0.024749980540627284,0.005709646668372169,0.029978862237574115,0.03472441241188681,0.03273134134301188,0.0,0.076113208528499,0.034709564904194364
wind_gust_range,0.011231000121694265,0.011354913790816865,0.013472520195159987,8.604275195022797,0.027974070331990356,0.03245592318328853,0.032132653327477584,0.03472961626079724,0.013674601588490102,0.0,0.0860281988939178,0.03331301401413654
pressure_msl_min (hPa),0.011425937931092678,0.012264841960240207,0.03152793568957524,19.451421610465967,0.019586868117628102,0.037514509917253136,0.03269038362593226,0.03751268064429962,0.03200083972539628,0.0,0.06023517372104778,0.032487815543335186
wind_variability,0.012067090412833685,0.011258717056526622,0.015888326399943864,13.518174377679257,0.02472293542995704,0.038226999700116955,0.034524764375874574,0.034435393360563164,0.016126643737017724,0.0,0.07603003714399058,0.0322233677234892
year,0.010871728726279766,0.012470444524723973,0.00799518914656172,5.273693872350845,0.025471625465635004,0.019800484579881407,0.031104753490041586,0.03814152717702555,0.00811511318002173,0.0,0.0783324713101599,0.03113877303144975
day,0.01018724989458996,0.010853266344683024,0.0038913891579581694,0.678119828882483,0.015807928049641123,0.018452382489955028,0.029146413113372845,0.03319530049025154,0.003949758143985921,0.0,0.048613861415801686,0.022981066632682394
month_sin,0.003928632657512786,0.007506645265322774,0.03814693787140744,50.698033462819524,0.011603972444199234,0.00465163738510226,0.011240084575461802,0.02295947941775044,0.03871912379094317,0.0,0.03568550581098386,0.021720838719027857
pressure_msl_max (hPa),0.010928105050533671,0.012016025235055563,0.02217047215211121,8.957145968376002,0.00525682162519445,0.009130151902316839,0.0312660499786445,0.0367516612702979,0.02250301868671538,0.0,0.01616621717737348,0.02133738942260625
dayofweek,0.006695092924229667,0.011012876119020203,0.00600343651760582,0.6258715675118715,0.004422365595663113,0.0016504395962414656,0.01915511509201784,0.03368347559367554,0.0060934852092145745,0.0,0.013600028259393335,0.014506420830860258
is_weekend,0.001588804259229378,0.006490105164112433,0.00357117978412802,0.9733711646189568,0.0006223113058458059,0.004353895511697195,0.004545676779792952,0.019850336690722534,0.0036247457818890175,0.0,0.0019137837346470841,0.005986908597410317
